mel_peak_name	sim_peak_name	mel_chr	mel_TSS_start	mel_TSS_end	mel_gene	mel_strand	mel_peak_start	mel_peak_end	mel_dist	sim_chr	sim_TSS_start	sim_TSS_end	sim_gene	sim_strand	sim_peak_start	sim_peak_end	sim_dist	mel_width	sim_width	per_diff
peak_660	peak_805	2L	6667689	6668033	FBgn0263200	-	6667534	6668197	0	Scf_2L	6441385	6441710	FBgn0193957	-	6441236	6441882	0	663	646	0.025974025974025976
peak_662	peak_807	2L	6673175	6673347	FBgn0028990	-	6673171	6673603	0	Scf_2L	6446767	6446938	FBgn0193956	-	6446763	6447177	0	432	414	0.0425531914893617
peak_667	peak_815	2L	6717624	6717710	FBgn0031851	+	6717523	6717911	0	Scf_2L	6490937	6491020	FBgn0194810	+	6490832	6491221	0	388	389	0.002574002574002574
peak_669	peak_817	2L	6723902	6724084	FBgn0046704	+	6723590	6724501	0	Scf_2L	6497244	6497407	FBgn0194811	+	6496931	6497824	0	911	893	0.019955654101995565
peak_674	peak_824	2L	6794492	6794599	FBgn0015777	-	6793946	6794848	0	Scf_2L	6567206	6567295	FBgn0193941	-	6567797	6568676	-503	902	879	0.02582818641212802
peak_683	peak_831	2L	6854141	6854245	FBgn0086451	+	6853978	6854399	0	Scf_2L	6628639	6628730	FBgn0194818	+	6628483	6628884	0	421	401	0.04866180048661801
peak_685	peak_833	2L	6913927	6914138	FBgn0011737	-	6913687	6914319	0	Scf_2L	6682145	6682351	FBgn0193936	-	6681905	6682531	0	632	626	0.009538950715421303
peak_686	peak_834	2L	6918611	6918743	FBgn0026196	-	6918343	6918928	0	Scf_2L	6686890	6687017	FBgn0193933	-	6686622	6687220	0	585	598	0.02197802197802198
peak_687	peak_835	2L	6919942	6920210	FBgn0028554	-	6919119	6920332	0	Scf_2L	6688193	6688465	FBgn0193935	-	6687370	6688583	0	1213	1213	0.0
peak_691	peak_838	2L	6942143	6942814	FBgn0031869	-	6939791	6940062	2082	Scf_2L	6709448	6710090	FBgn0193931	-	6707238	6707507	1942	271	269	0.007407407407407408
peak_694	peak_840	2L	6948493	6948808	FBgn0031872	-	6948538	6948939	0	Scf_2L	6715868	6716178	FBgn0084648	-	6715913	6716314	0	401	401	0.0
peak_700	peak_845	2L	6964420	6964518	FBgn0021944	+	6964307	6964479	0	Scf_2L	6733165	6733265	FBgn0194824	+	6733054	6733226	0	172	172	0.0
peak_704	peak_849	2L	6971588	6971737	FBgn0016978	-	6971480	6972030	0	Scf_2L	6740624	6740779	FBgn0193923	-	6740291	6740838	0	550	547	0.0054694621695533276
peak_721	peak_874	2L	7194349	7194413	FBgn0031895	-	7194356	7194758	0	Scf_2L	6955096	6955331	FBgn0193911	-	6955103	6955509	0	402	406	0.009900990099009901
peak_723	peak_876	2L	7203938	7204264	FBgn0031896	-	7203615	7204436	0	Scf_2L	6964592	6964909	FBgn0193910	-	6964273	6965099	0	821	826	0.006071645415907711
peak_725	peak_878	2L	7219943	7220033	FBgn0031897	-	7219293	7220238	0	Scf_2L	6979894	6980838	FBgn0193909	-	6980092	6981049	0	945	957	0.012618296529968454
peak_727	peak_880	2L	7222980	7223081	FBgn0263133	-	7222998	7223226	0	Scf_2L	6983784	6983892	FBgn0193908	-	6983802	6984018	0	228	216	0.05405405405405406
peak_729	peak_884	2L	7307158	7307591	FBgn0284084	+	7306821	7307282	0	Scf_2L	7067419	7067853	FBgn0269885	+	7067082	7067546	0	461	464	0.006486486486486486
peak_731	peak_886	2L	7333713	7335043	FBgn0031902	+	7333510	7334143	0	Scf_2L	7093747	7095032	FBgn0085995	+	7093542	7094164	0	633	622	0.01752988047808765
peak_732	peak_888	2L	7388103	7388253	FBgn0031904	-	7387742	7388410	0	Scf_2L	7140936	7141086	FBgn0193900	-	7140577	7141241	0	668	664	0.006006006006006006
peak_733	peak_891	2L	7412416	7412506	FBgn0028387	+	7412333	7412477	0	Scf_2L	7165782	7165875	FBgn0194851	+	7165702	7165847	0	144	145	0.006920415224913495
peak_738	peak_894	2L	7427001	7427200	FBgn0283658	+	7426547	7426732	-270	Scf_2L	7180744	7181071	FBgn0194852	+	7180439	7180617	-128	185	178	0.03856749311294766
peak_741	peak_896	2L	7433405	7433516	FBgn0031913	-	7434248	7435188	-733	Scf_2L	7187445	7187555	FBgn0193897	-	7188280	7189269	-726	940	989	0.05080352514256091
peak_743	peak_899	2L	7437491	7437788	FBgn0031914	+	7437955	7438810	168	Scf_2L	7191597	7191903	FBgn0194853	+	7192074	7192917	172	855	843	0.014134275618374558
peak_746	peak_904	2L	7495608	7496307	FBgn0260486	-	7495969	7496576	0	Scf_2L	7249687	7250404	FBgn0193892	-	7250053	7250665	0	607	612	0.008203445447087777
peak_763	peak_934	2L	7782864	7782990	FBgn0031947	+	7782774	7783189	0	Scf_2L	7528705	7528844	FBgn0194868	+	7528628	7529050	0	415	422	0.016726403823178016
peak_767	peak_941	2L	7811437	7811772	FBgn0261800	+	7813362	7813801	1591	Scf_2L	7557203	7557534	FBgn0194869	+	7559129	7559564	1596	439	435	0.009153318077803204
peak_768	peak_942	2L	7821534	7822056	FBgn0027515	+	7821388	7821835	0	Scf_2L	7567294	7567813	FBgn0194870	+	7567158	7567591	0	447	433	0.031818181818181815
peak_769	peak_943	2L	7827169	7827246	FBgn0020618	-	7826618	7827413	0	Scf_2L	7572910	7573052	FBgn0193867	-	7572359	7573171	0	795	812	0.021157436216552583
peak_770	peak_944	2L	7827792	7828051	FBgn0004177	+	7827589	7829240	0	Scf_2L	7573625	7574026	FBgn0194871	+	7573535	7575213	0	1651	1678	0.01622108741363773
peak_776	peak_952	2L	7889112	7889129	FBgn0051902	-	7888440	7889616	0	Scf_2L	7635201	7635234	FBgn0193860	-	7634505	7635695	0	1176	1190	0.011834319526627219
peak_777	peak_953	2L	7890692	7890704	FBgn0053121	-	7889880	7891022	0	Scf_2L	7636775	7636815	FBgn0193859	-	7635963	7637123	0	1142	1160	0.015638575152041704
peak_782	peak_960	2L	7985282	7985433	FBgn0031968	+	7985070	7985702	0	Scf_2L	7722335	7722534	FBgn0194874	+	7722174	7722802	0	632	628	0.006349206349206349
peak_785	peak_963	2L	7993840	7994184	FBgn0031969	-	7993542	7994857	0	Scf_2L	7731017	7731377	FBgn0183718	-	7730706	7732039	0	1315	1333	0.013595166163141994
peak_786	peak_964	2L	7998868	7999112	FBgn0031971	+	7998723	7999303	0	Scf_2L	7736033	7736251	FBgn0194875	+	7735906	7736458	0	580	552	0.04946996466431095
peak_789	peak_967	2L	8009459	8009477	FBgn0031974	-	8008971	8009666	0	Scf_2L	7746755	7746785	FBgn0193851	-	7746270	7746964	0	695	694	0.0014398848092152627
peak_790	peak_968	2L	8010635	8010652	FBgn0054010	-	8010442	8010922	0	Scf_2L	7747934	7748017	FBgn0193850	-	7747735	7748211	0	480	476	0.008368200836820083
peak_793	peak_974	2L	8030720	8030839	FBgn0044323	+	8030619	8031917	0	Scf_2L	7758158	7758272	FBgn0194878	+	7758053	7759349	0	1298	1296	0.0015420200462606013
peak_796	peak_979	2L	8041105	8041148	FBgn0031979	+	8040972	8041388	0	Scf_2L	7768449	7768514	FBgn0194879	+	7768347	7768751	0	416	404	0.02926829268292683
peak_797	peak_980	2L	8042825	8042909	FBgn0031980	-	8042778	8043019	0	Scf_2L	7770180	7770285	FBgn0270625	-	7770133	7770374	0	241	241	0.0
peak_798	peak_981	2L	8043470	8043714	FBgn0031981	+	8043272	8043514	0	Scf_2L	7770788	7771039	FBgn0194880	+	7770610	7770848	0	242	238	0.016666666666666666
peak_799	peak_982	2L	8071566	8071624	FBgn0011230	-	8071017	8071802	0	Scf_2L	7798907	7798963	FBgn0193847	-	7798360	7799145	0	785	785	0.0
peak_801	peak_984	2L	8082810	8082982	FBgn0267488	-	8082667	8083099	0	Scf_2L	7810067	7810250	FBgn0193845	-	7809926	7810355	0	432	429	0.006968641114982578
peak_802	peak_985	2L	8083419	8083521	FBgn0261822	+	8083240	8084167	0	Scf_2L	7810655	7810752	FBgn0194882	+	7810471	7811396	0	927	925	0.0021598272138228943
peak_804	peak_986	2L	8123814	8124010	FBgn0031985	-	8123381	8124142	0	Scf_2L	7851009	7851216	FBgn0193844	-	7850578	7851337	0	761	759	0.002631578947368421
peak_809	peak_994	2L	8198952	8199042	FBgn0031997	+	8197361	8197696	-1257	Scf_2L	7926709	7926802	FBgn0194890	+	7924969	7925301	-1409	335	332	0.008995502248875561
peak_816	peak_1003	2L	8243988	8244003	FBgn0262359	-	8243293	8244595	0	Scf_2L	7971646	7971687	FBgn0270231	-	7970949	7972223	0	1302	1274	0.021739130434782608
peak_817	peak_1004	2L	8257077	8257502	FBgn0032010	-	8257347	8257699	0	Scf_2L	7985086	7985178	FBgn0193829	-	7984994	7985339	0	352	345	0.020086083213773313
peak_821	peak_1009	2L	8277370	8277702	FBgn0003502	-	8277549	8278338	0	Scf_2L	8005110	8005442	FBgn0193828	-	8005292	8006100	0	789	808	0.023794614902943018
peak_824	peak_1011	2L	8302823	8302985	FBgn0261020	-	8302706	8303054	0	Scf_2L	8030263	8030430	FBgn0193827	-	8030146	8030492	0	348	346	0.005763688760806916
peak_825	peak_1012	2L	8305585	8305684	FBgn0032014	+	8307706	8308018	2023	Scf_2L	8033029	8033123	FBgn0194898	+	8035146	8035458	2024	312	312	0.0
peak_828	peak_1016	2L	8320327	8320408	FBgn0032020	+	8320237	8320650	0	Scf_2L	8047675	8047758	FBgn0194901	+	8047588	8047987	0	413	399	0.034482758620689655
peak_829	peak_1017	2L	8327455	8327583	FBgn0032022	+	8327776	8328351	194	Scf_2L	8056250	8056377	FBgn0194902	+	8055012	8055601	-650	575	589	0.024054982817869417
peak_830	peak_1021	2L	8362283	8362469	FBgn0032026	-	8361854	8362937	0	Scf_2L	8089288	8089469	FBgn0193819	-	8088857	8089981	0	1083	1124	0.03715450838241957
peak_835	peak_1026	2L	8370529	8370641	FBgn0032029	+	8370361	8371128	0	Scf_2L	8097515	8097691	FBgn0194909	+	8097405	8098177	0	767	772	0.00649772579597141
peak_837	peak_1029	2L	8381679	8381764	FBgn0027094	-	8381289	8381877	0	Scf_2L	8108589	8108684	FBgn0193816	-	8108368	8108956	0	588	588	0.0
peak_842	peak_1032	2L	8393211	8393222	FBgn0015583	-	8392782	8393634	0	Scf_2L	8120118	8120161	FBgn0027418	-	8119689	8120535	0	852	846	0.007067137809187279
peak_844	peak_1034	2L	8403081	8403139	FBgn0001084	-	8403028	8403173	0	Scf_2L	8130022	8130046	FBgn0193810	-	8129964	8130114	0	145	150	0.03389830508474576
peak_845	peak_1035	2L	8403572	8403660	FBgn0020497	+	8403398	8404127	0	Scf_2L	8130435	8130523	FBgn0194918	+	8130244	8130990	0	729	746	0.02305084745762712
peak_846	peak_1036	2L	8411544	8411608	FBgn0014417	-	8411533	8411853	0	Scf_2L	8138430	8138645	FBgn0193809	-	8138419	8138729	0	320	310	0.031746031746031744
peak_849	peak_1039	2L	8419871	8420064	FBgn0027932	+	8419665	8420481	0	Scf_2L	8146809	8147008	FBgn0194919	+	8146597	8147423	0	816	826	0.012180267965895249
peak_854	peak_1048	2L	8464487	8464609	FBgn0285971	+	8464368	8464564	0	Scf_2L	8182614	8182731	FBgn0194923	+	8182490	8182686	0	196	196	0.0
peak_855	peak_1049	2L	8488980	8489030	FBgn0032047	+	8485624	8486276	-2705	Scf_2L	8206441	8206556	FBgn0194927	+	8203107	8203786	-2656	652	679	0.0405709992486852
peak_856	peak_1050	2L	8511768	8511866	FBgn0032050	-	8511787	8512038	0	Scf_2L	8229009	8229107	FBgn0193802	-	8229028	8229263	0	251	235	0.06584362139917696
peak_859	peak_1053	2L	8521932	8522277	FBgn0016122	+	8521870	8522195	0	Scf_2L	8239394	8239744	FBgn0194932	+	8239330	8239663	0	325	333	0.0243161094224924
peak_860	peak_1054	2L	8527959	8528066	FBgn0085470	-	8528085	8528839	-20	Scf_2L	8245378	8246033	FBgn0193798	-	8245504	8246254	0	754	750	0.005319148936170213
peak_861	peak_1055	2L	8529140	8529557	FBgn0028394	+	8528988	8529538	0	Scf_2L	8246550	8246775	FBgn0194933	+	8246399	8246949	0	550	550	0.0
peak_886	peak_1083	2L	8740384	8740660	FBgn0003209	-	8735275	8736019	4366	Scf_2L	8446597	8446872	FBgn0193792	-	8441495	8442227	4371	744	732	0.016260162601626018
peak_888	peak_1086	2L	8825644	8826493	FBgn0029123	+	8825082	8825893	0	Scf_2L	8531373	8532251	FBgn0194941	+	8530843	8531645	0	811	802	0.011159330440173589
peak_896	peak_1090	2L	8933963	8934018	FBgn0032074	+	8933537	8933974	0	Scf_2L	8639872	8639975	FBgn0269131	+	8639523	8639931	0	437	408	0.06863905325443787
peak_898	peak_1092	2L	8937389	8937405	FBgn0032075	+	8937202	8938290	0	Scf_2L	8643591	8643689	FBgn0194953	+	8643486	8644580	0	1088	1094	0.005499541704857928
peak_899	peak_1093	2L	8943218	8943257	FBgn0032077	-	8943172	8943423	0	Scf_2L	8649515	8649571	FBgn0193782	-	8649469	8649705	0	251	236	0.061601642710472276
peak_901	peak_1094	2L	8950977	8951216	FBgn0032078	-	8951110	8951323	0	Scf_2L	8657027	8657261	FBgn0193781	-	8657160	8657371	0	213	211	0.009433962264150943
peak_903	peak_1096	2L	8957517	8958113	FBgn0032079	-	8957499	8958528	0	Scf_2L	8663516	8664102	FBgn0193780	-	8663500	8664539	0	1029	1039	0.009671179883945842
peak_909	peak_1101	2L	8984800	8984872	FBgn0032084	-	8984654	8985067	0	Scf_2L	8690601	8690690	FBgn0193776	-	8690457	8690894	0	413	437	0.05647058823529412
peak_910	peak_1102	2L	8989037	8989182	FBgn0011705	-	8988430	8989740	0	Scf_2L	8694964	8695338	FBgn0193775	-	8694369	8695633	0	1310	1264	0.035742035742035744
peak_916	peak_1114	2L	9151198	9151413	FBgn0052982	+	9157174	9157456	5762	Scf_2L	8849171	8849377	FBgn0183767	+	8855071	8855355	5695	282	284	0.007067137809187279
peak_921	peak_1122	2L	9176357	9176380	FBgn0041092	+	9175872	9177186	0	Scf_2L	8874322	8874340	FBgn0194969	+	8873911	8875152	0	1314	1241	0.05714285714285714
peak_937	peak_1136	2L	9333566	9333827	FBgn0026439	+	9333185	9333855	0	Scf_2L	9026384	9026641	FBgn0194974	+	9026000	9026669	0	670	669	0.0014936519790888724
peak_941	peak_1140	2L	9387558	9387767	FBgn0012036	+	9386964	9388530	0	Scf_2L	9080286	9080651	FBgn0194978	+	9079964	9081395	0	1566	1431	0.09009009009009009
peak_943	peak_1144	2L	9431404	9431713	FBgn0011232	+	9431311	9432108	0	Scf_2L	9121477	9121777	FBgn0194980	+	9121380	9122172	0	797	792	0.0062932662051604785
peak_949	peak_1150	2L	9495473	9495656	FBgn0032120	+	9496281	9496765	626	Scf_2L	9178923	9179119	FBgn0194985	+	9179742	9180226	624	484	484	0.0
peak_957	peak_1161	2L	9528514	9528527	FBgn0032122	+	9527362	9529019	0	Scf_2L	9211773	9211807	FBgn0194986	+	9210625	9212365	0	1657	1740	0.048866647041507214
peak_963	peak_1167	2L	9576593	9576769	FBgn0028479	-	9576089	9576933	0	Scf_2L	9259932	9260108	FBgn0193758	-	9259431	9260285	0	844	854	0.011778563015312132
peak_964	peak_1168	2L	9613413	9613516	FBgn0040070	+	9612487	9614351	0	Scf_2L	9295956	9296118	FBgn0194995	+	9295127	9296863	0	1864	1736	0.07111111111111111
peak_966	peak_1170	2L	9616835	9617329	FBgn0032135	+	9616693	9617325	0	Scf_2L	9299396	9299894	FBgn0194996	+	9299253	9299890	0	632	637	0.007880220646178092
peak_972	peak_1179	2L	9699114	9699297	FBgn0000273	-	9698285	9699485	0	Scf_2L	9380307	9380424	FBgn0193752	-	9381070	9382258	-647	1200	1188	0.010050251256281407
peak_975	peak_1181	2L	9705779	9705954	FBgn0051710	-	9705186	9706508	0	Scf_2L	9388621	9388825	FBgn0193750	-	9388021	9389339	0	1322	1318	0.0030303030303030303
peak_976	peak_1182	2L	9711137	9711271	FBgn0032138	-	9711028	9711476	0	Scf_2L	9393970	9394107	FBgn0193749	-	9393861	9394340	0	448	479	0.0668824163969795
peak_978	peak_1187	2L	9758341	9758749	FBgn0270924	+	9757983	9759201	0	Scf_2L	9440829	9441229	FBgn0195003	+	9440465	9441662	0	1218	1197	0.017391304347826087
peak_979	peak_1188	2L	9763174	9763262	FBgn0011291	-	9762970	9763326	0	Scf_2L	9445609	9445715	FBgn0193746	-	9445405	9445761	0	356	356	0.0
peak_980	peak_1189	2L	9763534	9763628	FBgn0283478	+	9763456	9763958	0	Scf_2L	9445803	9446051	FBgn0195004	+	9445879	9446381	0	502	502	0.0
peak_986	peak_1197	2L	9793006	9793107	FBgn0032150	-	9792635	9793276	0	Scf_2L	9476449	9476540	FBgn0193741	-	9476078	9476708	0	641	630	0.01730920535011802
peak_988	peak_1198	2L	9888097	9888142	FBgn0029174	+	9887868	9888496	0	Scf_2L	9585219	9585351	FBgn0195009	+	9585075	9585708	0	628	633	0.007930214115781126
peak_990	peak_1200	2L	9893419	9893446	FBgn0032154	-	9892965	9893585	0	Scf_2L	9590598	9590623	FBgn0193738	-	9590144	9590736	0	620	592	0.0462046204620462
peak_996	peak_1204	2L	9908531	9908633	FBgn0032156	-	9908429	9908839	0	Scf_2L	9606703	9606905	FBgn0193735	-	9606708	9607116	0	410	408	0.004889975550122249
peak_997	peak_1206	2L	9912476	9912608	FBgn0032157	-	9912208	9912714	0	Scf_2L	9610720	9611035	FBgn0193734	-	9610458	9610959	0	506	501	0.009930486593843098
peak_998	peak_1207	2L	9912910	9913047	FBgn0024285	+	9912828	9913356	0	Scf_2L	9611152	9611284	FBgn0195012	+	9611070	9611593	0	528	523	0.009514747859181731
peak_999	peak_1208	2L	9915252	9915347	FBgn0040064	+	9914928	9915717	0	Scf_2L	9613455	9613570	FBgn0195013	+	9613170	9613943	0	789	773	0.020486555697823303
peak_1000	peak_1209	2L	9918081	9918176	FBgn0025700	-	9917244	9918334	0	Scf_2L	9616286	9616414	FBgn0193732	-	9615449	9616539	0	1090	1090	0.0
peak_1001	peak_1210	2L	9918617	9918707	FBgn0032160	+	9918536	9918912	0	Scf_2L	9616807	9616913	FBgn0195014	+	9616742	9617117	0	376	375	0.002663115845539281
peak_1002	peak_1212	2L	9921632	9921740	FBgn0032162	+	9921535	9921919	0	Scf_2L	9619718	9619888	FBgn0195016	+	9619682	9620067	0	384	385	0.002600780234070221
peak_1004	peak_1213	2L	9938005	9938134	FBgn0051712	-	9938071	9938458	0	Scf_2L	9636000	9636129	FBgn0193729	-	9636066	9636453	0	387	387	0.0
peak_1011	peak_1222	2L	9963392	9963755	FBgn0032172	-	9963461	9963834	0	Scf_2L	9661182	9661610	FBgn0193724	-	9661251	9661636	0	373	385	0.0316622691292876
peak_1015	peak_1227	2L	10010353	10010482	FBgn0011584	+	10009273	10010721	0	Scf_2L	9700932	9701056	FBgn0195026	+	9699828	9701287	0	1448	1459	0.007567939456484348
peak_1019	peak_1233	2L	10144775	10145218	FBgn0032187	+	10144293	10145187	0	Scf_2L	9830608	9832268	FBgn0195037	+	9829511	9830376	-233	894	865	0.03297328027288232
peak_1022	peak_1236	2L	10204188	10204317	FBgn0085188	-	10203983	10204413	0	Scf_2L	9881828	9881956	FBgn0193706	-	9881604	9882058	0	430	454	0.05429864253393665
peak_1023	peak_1237	2L	10206841	10206961	FBgn0032191	-	10206549	10207110	0	Scf_2L	9884476	9884614	FBgn0193705	-	9884184	9884753	0	561	569	0.01415929203539823
peak_1024	peak_1238	2L	10209457	10209744	FBgn0032192	-	10208102	10209217	241	Scf_2L	9886434	9886549	FBgn0193704	-	9885739	9886861	0	1115	1122	0.006258381761287439
peak_1025	peak_1241	2L	10220692	10220952	FBgn0024320	-	10220474	10221057	0	Scf_2L	9898417	9898567	FBgn0193702	-	9898096	9898678	0	583	582	0.0017167381974248926
peak_1026	peak_1242	2L	10221350	10221442	FBgn0250843	+	10221243	10221856	0	Scf_2L	9898962	9899069	FBgn0195041	+	9898869	9899483	0	613	614	0.0016299918500407497
peak_1027	peak_1243	2L	10226664	10226808	FBgn0032196	-	10226321	10226947	0	Scf_2L	9904360	9904499	FBgn0193701	-	9904013	9904643	0	626	630	0.006369426751592357
peak_1028	peak_1245	2L	10231282	10231692	FBgn0032197	-	10231017	10231804	0	Scf_2L	9908912	9909325	FBgn0193700	-	9908644	9909435	0	787	791	0.005069708491761723
peak_1029	peak_1247	2L	10232506	10232572	FBgn0032198	+	10232453	10232987	0	Scf_2L	9910208	9910283	FBgn0195043	+	9910172	9910695	0	534	523	0.020813623462630087
peak_1030	peak_1248	2L	10247024	10247078	FBgn0024248	-	10246541	10247179	0	Scf_2L	9924496	9924691	FBgn0193698	-	9924162	9924808	0	638	646	0.012461059190031152
peak_1033	peak_1251	2L	10259575	10259987	FBgn0026379	-	10260556	10261176	-570	Scf_2L	9938625	9938821	FBgn0193695	-	9938332	9938954	0	620	622	0.00322061191626409
peak_1035	peak_1252	2L	10264124	10264207	FBgn0032202	+	10264001	10264443	0	Scf_2L	9941877	9941960	FBgn0195047	+	9941756	9942197	0	442	441	0.0022650056625141564
peak_1036	peak_1253	2L	10265335	10265519	FBgn0259482	+	10265217	10265416	0	Scf_2L	9943074	9943267	FBgn0195048	+	9942970	9943165	0	199	195	0.02030456852791878
peak_1039	peak_1254	2L	10278698	10278811	FBgn0260749	-	10277482	10277699	1000	Scf_2L	9956402	9956513	FBgn0193690	-	9955146	9955363	1040	217	217	0.0
peak_1040	peak_1255	2L	10292209	10292365	FBgn0032208	-	10292004	10292487	0	Scf_2L	9970008	9970141	FBgn0193693	-	9969803	9970282	0	483	479	0.008316008316008316
peak_1041	peak_1257	2L	10303836	10303947	FBgn0005322	-	10303855	10304023	0	Scf_2L	9981904	9982014	FBgn0193687	-	9981925	9982092	0	168	167	0.005970149253731343
peak_1045	peak_1261	2L	10321775	10321802	FBgn0032218	-	10321076	10322200	0	Scf_2L	9999926	9999943	FBgn0193681	-	9999251	10000330	0	1124	1079	0.04085338175215615
peak_1046	peak_1262	2L	10333913	10334074	FBgn0032223	+	10333569	10333978	0	Scf_2L	10011876	10012250	FBgn0195055	+	10011763	10012154	0	409	391	0.045
peak_1048	peak_1265	2L	10341615	10341681	FBgn0051715	+	10341492	10341702	0	Scf_2L	10019826	10019887	FBgn0195057	+	10019688	10019908	0	210	220	0.046511627906976744
peak_1053	peak_1269	2L	10386661	10386743	FBgn0032236	+	10386199	10386332	-330	Scf_2L	10065180	10065281	FBgn0195067	+	10064727	10064863	-318	133	136	0.022304832713754646
peak_1057	peak_1274	2L	10396217	10396275	FBgn0262782	-	10395974	10396388	0	Scf_2L	10075095	10075204	FBgn0193671	-	10074852	10075281	0	414	429	0.03558718861209965
peak_1058	peak_1275	2L	10396715	10396982	FBgn0051716	+	10396616	10397584	0	Scf_2L	10075614	10075876	FBgn0195070	+	10075510	10076479	0	968	969	0.0010325245224574084
peak_1059	peak_1276	2L	10413430	10413463	FBgn0032242	-	10413398	10413574	0	Scf_2L	10092446	10092547	FBgn0193668	-	10092414	10092588	0	176	174	0.011428571428571429
peak_1061	peak_1280	2L	10423333	10423519	FBgn0032246	+	10423244	10423831	0	Scf_2L	10102319	10102506	FBgn0195076	+	10102217	10102818	0	587	601	0.02356902356902357
peak_1063	peak_1282	2L	10426496	10426627	FBgn0262601	-	10426505	10426667	0	Scf_2L	10105479	10105605	FBgn0193666	-	10105488	10105650	0	162	162	0.0
peak_1064	peak_1283	2L	10426886	10427003	FBgn0267330	+	10426804	10427934	0	Scf_2L	10105677	10105997	FBgn0195077	+	10105795	10106924	0	1130	1129	0.0008853474988933156
peak_1065	peak_1284	2L	10428828	10428847	FBgn0032247	+	10428695	10428867	0	Scf_2L	10107789	10107831	FBgn0195078	+	10107678	10107851	0	172	173	0.005797101449275362
peak_1066	peak_1285	2L	10430714	10430918	FBgn0032248	-	10430686	10431042	0	Scf_2L	10109698	10109895	FBgn0193665	-	10109670	10110035	0	356	365	0.024965325936199722
peak_1067	peak_1286	2L	10431337	10431402	FBgn0004915	+	10431258	10431630	0	Scf_2L	10110318	10110397	FBgn0195079	+	10110253	10110624	0	372	371	0.0026917900403768506
peak_1068	peak_1288	2L	10457657	10457851	FBgn0027611	+	10457435	10457981	0	Scf_2L	10136712	10136903	FBgn0195084	+	10136479	10137033	0	546	554	0.014545454545454545
peak_1072	peak_1295	2L	10510238	10510453	FBgn0032262	-	10511062	10511927	-610	Scf_2L	10193809	10194024	FBgn0193655	-	10194625	10195498	-602	865	873	0.009205983889528193
peak_1074	peak_1298	2L	10516592	10516668	FBgn0267828	-	10516181	10517011	0	Scf_2L	10200594	10200818	FBgn0193654	-	10199780	10200611	0	830	831	0.0012040939193257074
peak_1078	peak_1307	2L	10638225	10638471	FBgn0032271	-	10636268	10639328	0	Scf_2L	10313686	10315120	FBgn0193649	-	10311777	10314768	0	3060	2991	0.022806147744174516
peak_1085	peak_1314	2L	10732334	10732423	FBgn0032292	-	10732346	10732489	0	Scf_2L	10408099	10408199	FBgn0193641	-	10408111	10408259	0	143	148	0.03436426116838488
