peak_0	peak_5	FBgn0051973	2858	FBgn0051973	-13850	FBgn0051973	3760	FBgn0051973	-9545	True
peak_99	peak_124	FBgn0015621	0	FBgn0015621	0	FBgn0031284	0	FBgn0015621	0	True
peak_99	peak_124	FBgn0015621	0	FBgn0015621	0	FBgn0015621	0	FBgn0031284	0	True
peak_99	peak_124	FBgn0015621	0	FBgn0015621	0	FBgn0015621	0	FBgn0015621	0	True
peak_100	peak_125	FBgn0031285	0	FBgn0031285	0	FBgn0031285	0	FBgn0031285	0	True
peak_102	peak_126	FBgn0031286	0	FBgn0031286	0	FBgn0031286	0	FBgn0031286	0	True
peak_102	peak_126	FBgn0031286	0	FBgn0031286	0	FBgn0031286	0	FBgn0010583	0	True
peak_102	peak_126	FBgn0031286	0	FBgn0031286	0	FBgn0010583	0	FBgn0031286	0	True
peak_102	peak_126	FBgn0031286	0	FBgn0031286	0	FBgn0010583	0	FBgn0010583	0	True
peak_102	peak_126	FBgn0031286	0	FBgn0010583	0	FBgn0031286	0	FBgn0031286	0	True
peak_102	peak_126	FBgn0031286	0	FBgn0010583	0	FBgn0031286	0	FBgn0010583	0	True
peak_102	peak_126	FBgn0031286	0	FBgn0010583	0	FBgn0010583	0	FBgn0031286	0	True
peak_102	peak_126	FBgn0031286	0	FBgn0010583	0	FBgn0010583	0	FBgn0010583	0	True
peak_102	peak_126	FBgn0010583	0	FBgn0031286	0	FBgn0031286	0	FBgn0031286	0	True
peak_102	peak_126	FBgn0010583	0	FBgn0031286	0	FBgn0031286	0	FBgn0010583	0	True
peak_102	peak_126	FBgn0010583	0	FBgn0031286	0	FBgn0010583	0	FBgn0031286	0	True
peak_102	peak_126	FBgn0010583	0	FBgn0031286	0	FBgn0010583	0	FBgn0010583	0	True
peak_102	peak_126	FBgn0010583	0	FBgn0010583	0	FBgn0031286	0	FBgn0031286	0	True
peak_102	peak_126	FBgn0010583	0	FBgn0010583	0	FBgn0031286	0	FBgn0010583	0	True
peak_102	peak_126	FBgn0010583	0	FBgn0010583	0	FBgn0010583	0	FBgn0031286	0	True
peak_102	peak_126	FBgn0010583	0	FBgn0010583	0	FBgn0010583	0	FBgn0010583	0	True
peak_103	peak_128	FBgn0020304	2157	FBgn0020304	-2575	FBgn0020304	2281	FBgn0020304	-2560	True
peak_104	peak_129	FBgn0020304	794	FBgn0020304	-3220	FBgn0020304	740	FBgn0020304	-3174	True
peak_105	peak_132	FBgn0020304	0	FBgn0020304	0	FBgn0020304	0	FBgn0020304	0	True
peak_105	peak_132	FBgn0020304	0	FBgn0020304	0	FBgn0020304	0	FBgn0031287	0	True
peak_105	peak_132	FBgn0020304	0	FBgn0020304	0	FBgn0031287	0	FBgn0020304	0	True
peak_105	peak_132	FBgn0020304	0	FBgn0020304	0	FBgn0031287	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0031287	0	FBgn0031287	0	FBgn0031287	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0031287	0	FBgn0031287	0	FBgn0031287	0	FBgn0020545	0	True
peak_106	peak_133	FBgn0031287	0	FBgn0031287	0	FBgn0020545	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0031287	0	FBgn0031287	0	FBgn0020545	0	FBgn0020545	0	True
peak_106	peak_133	FBgn0031287	0	FBgn0020545	0	FBgn0031287	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0031287	0	FBgn0020545	0	FBgn0031287	0	FBgn0020545	0	True
peak_106	peak_133	FBgn0031287	0	FBgn0020545	0	FBgn0020545	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0031287	0	FBgn0020545	0	FBgn0020545	0	FBgn0020545	0	True
peak_106	peak_133	FBgn0020545	0	FBgn0031287	0	FBgn0031287	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0020545	0	FBgn0031287	0	FBgn0031287	0	FBgn0020545	0	True
peak_106	peak_133	FBgn0020545	0	FBgn0031287	0	FBgn0020545	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0020545	0	FBgn0031287	0	FBgn0020545	0	FBgn0020545	0	True
peak_106	peak_133	FBgn0020545	0	FBgn0020545	0	FBgn0031287	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0020545	0	FBgn0020545	0	FBgn0031287	0	FBgn0020545	0	True
peak_106	peak_133	FBgn0020545	0	FBgn0020545	0	FBgn0020545	0	FBgn0031287	0	True
peak_106	peak_133	FBgn0020545	0	FBgn0020545	0	FBgn0020545	0	FBgn0020545	0	True
peak_108	peak_134	FBgn0031288	0	FBgn0031288	0	FBgn0031288	0	FBgn0031288	0	True
peak_110	peak_136	FBgn0031289	0	FBgn0031289	0	FBgn0031289	0	FBgn0031289	0	True
peak_110	peak_136	FBgn0031289	0	FBgn0029095	0	FBgn0031289	0	FBgn0031289	0	True
peak_110	peak_136	FBgn0029095	0	FBgn0031289	0	FBgn0031289	0	FBgn0031289	0	True
peak_110	peak_136	FBgn0029095	0	FBgn0029095	0	FBgn0031289	0	FBgn0031289	0	True
peak_111	peak_137	FBgn0029095	0	FBgn0029095	0	FBgn0029095	0	FBgn0029095	0	True
peak_113	peak_140	FBgn0020305	0	FBgn0020305	0	FBgn0020305	0	FBgn0020305	0	True
peak_115	peak_143	FBgn0053526	0	FBgn0053526	0	FBgn0053526	561	FBgn0053526	-121	True
peak_117	peak_146	FBgn0003310	0	FBgn0003310	0	FBgn0003310	18	FBgn0031294	-6354	True
peak_121	peak_147	FBgn0003310	5507	FBgn0003310	-7521	FBgn0003310	5503	FBgn0003310	-8029	True
peak_122	peak_149	FBgn0003310	2414	FBgn0003310	-11993	FBgn0003310	2411	FBgn0003310	-12021	True
peak_123	peak_150	FBgn0003310	0	FBgn0003310	0	FBgn0003310	0	FBgn0003310	0	True
peak_123	peak_150	FBgn0003310	0	FBgn0003310	0	FBgn0003310	0	FBgn0015905	0	True
peak_123	peak_150	FBgn0003310	0	FBgn0003310	0	FBgn0015905	0	FBgn0003310	0	True
peak_123	peak_150	FBgn0003310	0	FBgn0003310	0	FBgn0015905	0	FBgn0015905	0	True
peak_123	peak_150	FBgn0003310	0	FBgn0015905	0	FBgn0003310	0	FBgn0003310	0	True
peak_123	peak_150	FBgn0003310	0	FBgn0015905	0	FBgn0003310	0	FBgn0015905	0	True
peak_123	peak_150	FBgn0003310	0	FBgn0015905	0	FBgn0015905	0	FBgn0003310	0	True
peak_123	peak_150	FBgn0003310	0	FBgn0015905	0	FBgn0015905	0	FBgn0015905	0	True
peak_123	peak_150	FBgn0015905	0	FBgn0003310	0	FBgn0003310	0	FBgn0003310	0	True
peak_123	peak_150	FBgn0015905	0	FBgn0003310	0	FBgn0003310	0	FBgn0015905	0	True
peak_123	peak_150	FBgn0015905	0	FBgn0003310	0	FBgn0015905	0	FBgn0003310	0	True
peak_123	peak_150	FBgn0015905	0	FBgn0003310	0	FBgn0015905	0	FBgn0015905	0	True
peak_123	peak_150	FBgn0015905	0	FBgn0015905	0	FBgn0003310	0	FBgn0003310	0	True
peak_123	peak_150	FBgn0015905	0	FBgn0015905	0	FBgn0003310	0	FBgn0015905	0	True
peak_123	peak_150	FBgn0015905	0	FBgn0015905	0	FBgn0015905	0	FBgn0003310	0	True
peak_123	peak_150	FBgn0015905	0	FBgn0015905	0	FBgn0015905	0	FBgn0015905	0	True
peak_124	peak_151	FBgn0031298	0	FBgn0031298	0	FBgn0031298	0	FBgn0031298	0	True
peak_125	peak_152	FBgn0031299	0	FBgn0031299	0	FBgn0031299	0	FBgn0031299	0	True
peak_126	peak_153	FBgn0261938	0	FBgn0261938	0	FBgn0261938	0	FBgn0261938	0	True
peak_127	peak_154	FBgn0031301	0	FBgn0031301	0	FBgn0031301	0	FBgn0031301	0	True
peak_128	peak_156	FBgn0016926	0	FBgn0016926	0	FBgn0016926	0	FBgn0016926	0	True
peak_129	peak_158	FBgn0016926	1987	FBgn0016926	-6239	FBgn0016926	1045	FBgn0016926	-1800	True
peak_131	peak_159	FBgn0016926	0	FBgn0016926	0	FBgn0016926	0	FBgn0016926	0	True
peak_132	peak_160	FBgn0031304	0	FBgn0031304	0	FBgn0031304	0	FBgn0031304	0	True
peak_133	peak_162	FBgn0031309	0	FBgn0031309	0	FBgn0031309	0	FBgn0031309	0	True
peak_133	peak_162	FBgn0031309	0	FBgn0031309	0	FBgn0031309	0	FBgn0031310	0	True
peak_133	peak_162	FBgn0031309	0	FBgn0031309	0	FBgn0031310	0	FBgn0031309	0	True
peak_133	peak_162	FBgn0031309	0	FBgn0031309	0	FBgn0031310	0	FBgn0031310	0	True
peak_133	peak_162	FBgn0031309	0	FBgn0031310	0	FBgn0031309	0	FBgn0031309	0	True
peak_133	peak_162	FBgn0031309	0	FBgn0031310	0	FBgn0031309	0	FBgn0031310	0	True
peak_133	peak_162	FBgn0031309	0	FBgn0031310	0	FBgn0031310	0	FBgn0031309	0	True
peak_133	peak_162	FBgn0031309	0	FBgn0031310	0	FBgn0031310	0	FBgn0031310	0	True
peak_133	peak_162	FBgn0031310	0	FBgn0031309	0	FBgn0031309	0	FBgn0031309	0	True
peak_133	peak_162	FBgn0031310	0	FBgn0031309	0	FBgn0031309	0	FBgn0031310	0	True
peak_133	peak_162	FBgn0031310	0	FBgn0031309	0	FBgn0031310	0	FBgn0031309	0	True
peak_133	peak_162	FBgn0031310	0	FBgn0031309	0	FBgn0031310	0	FBgn0031310	0	True
peak_133	peak_162	FBgn0031310	0	FBgn0031310	0	FBgn0031309	0	FBgn0031309	0	True
peak_133	peak_162	FBgn0031310	0	FBgn0031310	0	FBgn0031309	0	FBgn0031310	0	True
peak_133	peak_162	FBgn0031310	0	FBgn0031310	0	FBgn0031310	0	FBgn0031309	0	True
peak_133	peak_162	FBgn0031310	0	FBgn0031310	0	FBgn0031310	0	FBgn0031310	0	True
peak_134	peak_163	FBgn0031312	0	FBgn0031312	0	FBgn0031312	0	FBgn0031312	0	True
peak_135	peak_165	FBgn0031315	0	FBgn0031315	0	FBgn0031314	0	FBgn0031314	0	True
peak_135	peak_165	FBgn0031315	0	FBgn0031315	0	FBgn0031314	0	FBgn0031315	0	True
peak_135	peak_165	FBgn0031315	0	FBgn0031315	0	FBgn0031315	0	FBgn0031314	0	True
peak_135	peak_165	FBgn0031315	0	FBgn0031315	0	FBgn0031315	0	FBgn0031315	0	True
peak_137	peak_168	FBgn0031317	0	FBgn0031317	0	FBgn0031317	0	FBgn0031317	0	True
peak_138	peak_170	FBgn0031320	2972	FBgn0031317	-4753	FBgn0031320	3721	FBgn0031317	-4746	True
peak_140	peak_169	FBgn0031320	0	FBgn0031320	0	FBgn0031320	4988	FBgn0031317	-3816	True
peak_141	peak_171	FBgn0031320	0	FBgn0031320	0	FBgn0031320	0	FBgn0031320	0	True
peak_142	peak_172	FBgn0031323	11678	FBgn0031320	-1463	FBgn0031323	11427	FBgn0031320	-1509	True
peak_143	peak_173	FBgn0031323	0	FBgn0031323	0	FBgn0031323	0	FBgn0031323	0	True
peak_144	peak_175	FBgn0041097	844	FBgn0041097	-2603	FBgn0041097	855	FBgn0041097	-2745	True
peak_146	peak_176	FBgn0051659	15677	FBgn0031331	-6941	FBgn0051659	15768	FBgn0031331	-7346	True
peak_149	peak_181	FBgn0002543	0	FBgn0002543	0	FBgn0002543	0	FBgn0002543	0	True
peak_150	peak_183	FBgn0051928	44091	FBgn0263321	-3380	FBgn0051928	43724	FBgn0263321	-3960	True
peak_151	peak_184	FBgn0051928	43290	FBgn0263321	-4518	FBgn0051928	42932	FBgn0263321	-5082	True
peak_152	peak_185	FBgn0051928	42508	FBgn0263321	-5280	FBgn0051928	42127	FBgn0263321	-6082	True
peak_153	peak_186	FBgn0051928	41652	FBgn0263321	-6083	FBgn0051928	41530	FBgn0263321	-6606	True
peak_154	peak_188	FBgn0051928	219	FBgn0263321	-48087	FBgn0051928	139	FBgn0263321	-48257	True
peak_156	peak_189	FBgn0031344	0	FBgn0031344	0	FBgn0031344	0	FBgn0031344	0	True
peak_158	peak_191	FBgn0261509	0	FBgn0261509	0	FBgn0261509	0	FBgn0261509	0	True
peak_159	peak_192	FBgn0031347	21671	FBgn0261509	-5724	FBgn0261509	16969	FBgn0261509	-5397	True
peak_159	peak_192	FBgn0031347	21671	FBgn0261509	-5724	FBgn0051935	16969	FBgn0261509	-5397	True
peak_160	peak_193	FBgn0051935	0	FBgn0051935	0	FBgn0051935	0	FBgn0051935	0	True
peak_160	peak_193	FBgn0051935	0	FBgn0051935	0	FBgn0051935	0	FBgn0031351	0	True
peak_160	peak_193	FBgn0051935	0	FBgn0051935	0	FBgn0031351	0	FBgn0051935	0	True
peak_160	peak_193	FBgn0051935	0	FBgn0051935	0	FBgn0031351	0	FBgn0031351	0	True
peak_160	peak_193	FBgn0051935	0	FBgn0031351	0	FBgn0051935	0	FBgn0051935	0	True
peak_160	peak_193	FBgn0051935	0	FBgn0031351	0	FBgn0051935	0	FBgn0031351	0	True
peak_160	peak_193	FBgn0051935	0	FBgn0031351	0	FBgn0031351	0	FBgn0051935	0	True
peak_160	peak_193	FBgn0051935	0	FBgn0031351	0	FBgn0031351	0	FBgn0031351	0	True
peak_160	peak_193	FBgn0031351	0	FBgn0051935	0	FBgn0051935	0	FBgn0051935	0	True
peak_160	peak_193	FBgn0031351	0	FBgn0051935	0	FBgn0051935	0	FBgn0031351	0	True
peak_160	peak_193	FBgn0031351	0	FBgn0051935	0	FBgn0031351	0	FBgn0051935	0	True
peak_160	peak_193	FBgn0031351	0	FBgn0051935	0	FBgn0031351	0	FBgn0031351	0	True
peak_160	peak_193	FBgn0031351	0	FBgn0031351	0	FBgn0051935	0	FBgn0051935	0	True
peak_160	peak_193	FBgn0031351	0	FBgn0031351	0	FBgn0051935	0	FBgn0031351	0	True
peak_160	peak_193	FBgn0031351	0	FBgn0031351	0	FBgn0031351	0	FBgn0051935	0	True
peak_160	peak_193	FBgn0031351	0	FBgn0031351	0	FBgn0031351	0	FBgn0031351	0	True
peak_161	peak_194	FBgn0021906	0	FBgn0021906	0	FBgn0021906	0	FBgn0021906	0	True
peak_162	peak_195	FBgn0086758	6382	FBgn0021906	-30234	FBgn0086758	6477	FBgn0021906	-30601	True
peak_165	peak_198	FBgn0086758	79	FBgn0086758	-1544	FBgn0086758	12614	FBgn0086758	-15641	True
peak_166	peak_199	FBgn0011570	0	FBgn0011570	0	FBgn0011570	0	FBgn0011570	0	True
peak_167	peak_200	FBgn0031356	0	FBgn0031356	0	FBgn0031356	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031356	0	FBgn0031356	0	FBgn0031356	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031356	0	FBgn0031356	0	FBgn0031356	0	FBgn0031357	0	True
peak_168	peak_201	FBgn0031356	0	FBgn0031356	0	FBgn0031357	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031356	0	FBgn0031356	0	FBgn0031357	0	FBgn0031357	0	True
peak_168	peak_201	FBgn0031356	0	FBgn0031357	0	FBgn0031356	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031356	0	FBgn0031357	0	FBgn0031356	0	FBgn0031357	0	True
peak_168	peak_201	FBgn0031356	0	FBgn0031357	0	FBgn0031357	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031356	0	FBgn0031357	0	FBgn0031357	0	FBgn0031357	0	True
peak_168	peak_201	FBgn0031357	0	FBgn0031356	0	FBgn0031356	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031357	0	FBgn0031356	0	FBgn0031356	0	FBgn0031357	0	True
peak_168	peak_201	FBgn0031357	0	FBgn0031356	0	FBgn0031357	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031357	0	FBgn0031356	0	FBgn0031357	0	FBgn0031357	0	True
peak_168	peak_201	FBgn0031357	0	FBgn0031357	0	FBgn0031356	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031357	0	FBgn0031357	0	FBgn0031356	0	FBgn0031357	0	True
peak_168	peak_201	FBgn0031357	0	FBgn0031357	0	FBgn0031357	0	FBgn0031356	0	True
peak_168	peak_201	FBgn0031357	0	FBgn0031357	0	FBgn0031357	0	FBgn0031357	0	True
peak_169	peak_202	FBgn0086698	0	FBgn0086698	0	FBgn0086698	0	FBgn0086698	0	True
peak_172	peak_206	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	True
peak_172	peak_206	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	True
peak_172	peak_206	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	True
peak_172	peak_206	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	True
peak_172	peak_206	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	True
peak_172	peak_206	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	True
peak_172	peak_206	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	True
peak_172	peak_206	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	True
peak_172	peak_206	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	True
peak_172	peak_206	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	True
peak_172	peak_206	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	True
peak_172	peak_206	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	True
peak_172	peak_206	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	True
peak_172	peak_206	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	True
peak_172	peak_206	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	True
peak_172	peak_206	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0260648	0	FBgn0031360	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0000579	0	FBgn0031360	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0260648	0	FBgn0031360	0	FBgn0031360	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0260648	0	FBgn0031360	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0000579	0	FBgn0031360	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0000579	0	FBgn0031360	0	FBgn0031360	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0260648	0	FBgn0031360	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0000579	0	FBgn0031360	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0260648	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0260648	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0260648	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0000579	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0000579	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0000579	0	FBgn0031360	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0031360	0	FBgn0260648	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0031360	0	FBgn0000579	0	True
peak_173	peak_207	FBgn0031360	0	FBgn0031360	0	FBgn0031360	0	FBgn0031360	0	True
peak_174	peak_208	FBgn0031361	0	FBgn0031361	0	FBgn0031361	0	FBgn0031361	0	True
peak_177	peak_210	FBgn0264494	2969	FBgn0264494	-323	FBgn0264494	2972	FBgn0264494	-323	True
peak_178	peak_211	FBgn0027597	0	FBgn0027597	0	FBgn0027597	0	FBgn0027597	0	True
peak_180	peak_212	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	True
peak_181	peak_213	FBgn0031374	17133	FBgn0031374	-6401	FBgn0031374	13067	FBgn0031374	-6751	True
peak_182	peak_216	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	True
peak_183	peak_217	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	True
peak_184	peak_218	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	True
peak_185	peak_219	FBgn0031374	5394	FBgn0031374	-6554	FBgn0031374	5580	FBgn0031374	-5986	True
peak_186	peak_220	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	True
peak_187	peak_221	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	FBgn0031374	0	True
peak_188	peak_222	FBgn0031374	482	FBgn0031374	-2056	FBgn0031374	586	FBgn0031374	-2039	True
peak_189	peak_224	FBgn0267972	0	FBgn0267972	0	FBgn0267972	0	FBgn0267972	0	True
peak_194	peak_229	FBgn0043539	0	FBgn0043539	0	FBgn0043539	0	FBgn0043539	0	True
