gene	JC	K2P
FBgn0000008	 10.24 10.29
FBgn0010269	 12.19 12.21
FBgn0010278	 10.36 10.37
FBgn0010280	  9.69  9.78
FBgn0010282	 12.03 12.08
FBgn0010287	  4.53  4.53
FBgn0010288	  6.44  6.45
FBgn0010294	  8.46  8.46
FBgn0010296	  2.03  2.03
FBgn0010300	 10.36 10.46
FBgn0010303	 10.73 10.73
FBgn0010309	  5.34  5.34
FBgn0010313	  1.01  1.01
FBgn0010315	  6.25  6.25
FBgn0010316	  2.33  2.34
FBgn0010317	 12.03 12.04
FBgn0010323	  -0.00  -0.00
FBgn0010328	  4.11  4.11
FBgn0010329	  9.59  9.74
FBgn0010333	  9.69  9.73
FBgn0010339	  8.55  8.65
FBgn0010340	 19.28 19.41
FBgn0010342	  1.01  1.01
FBgn0010350	  3.06  3.06
FBgn0010356	 13.02 13.16
FBgn0010357	  4.11  4.11
FBgn0010380	  8.21  8.28
FBgn0010382	  4.48  4.48
FBgn0010383	  3.45  3.49
FBgn0010385	  5.40  5.41
FBgn0010387	  2.03  2.03
FBgn0010388	 12.16 12.22
FBgn0010389	  -0.00  -0.00
FBgn0010391	  6.67  6.67
FBgn0010397	  4.11  4.13
FBgn0010398	  6.25  6.25
FBgn0010399	  4.24  4.25
FBgn0010401	  2.03  2.03
FBgn0010403	  1.01  1.01
FBgn0010406	  5.23  5.24
FBgn0010407	  4.15  4.16
FBgn0010409	  7.35  7.35
FBgn0010411	  6.25  6.26
FBgn0010412	  6.25  6.26
FBgn0010414	  1.05  1.05
FBgn0010415	 11.09 11.10
FBgn0010416	  6.25  6.29
FBgn0010422	  2.09  2.11
FBgn0010423	  2.03  2.03
FBgn0010424	  1.01  1.01
FBgn0010433	  4.11  4.13
FBgn0010434	  2.03  2.03
FBgn0010435	  1.01  1.01
FBgn0010441	 16.88 16.88
FBgn0010452	  2.03  2.03
FBgn0010453	  3.33  3.33
FBgn0010470	 13.83 13.84
FBgn0010473	  4.38  4.39
FBgn0010482	  -0.00  -0.00
FBgn0010488	  6.25  6.29
FBgn0010497	  1.03  1.03
FBgn0010501	  4.33  4.34
FBgn0010516	 14.28 14.28
FBgn0010520	  4.80  4.88
FBgn0010548	  9.80  9.84
FBgn0010549	-nan	-nan
FBgn0010551	  1.01  1.01
FBgn0010583	  8.46  8.48
FBgn0010590	 25.86 26.25
FBgn0010591	  5.23  5.32
FBgn0010602	  8.83  8.91
FBgn0010607	 10.73 10.78
FBgn0010611	  5.17  5.18
FBgn0010612	  6.32  6.33
FBgn0010620	  6.46  6.46
FBgn0010638	  5.17  5.22
FBgn0010651	 17.73 18.08
FBgn0010660	 13.83 13.84
FBgn0010747	  5.17  5.18
FBgn0010750	-nan	-nan
FBgn0010762	  3.06  3.07
FBgn0010768	  4.29  4.29
FBgn0010770	 18.20 18.36
FBgn0010772	  -0.00  -0.00
FBgn0010786	  3.06  3.06
FBgn0010803	  -0.00  -0.00
FBgn0010808	  8.46  8.48
FBgn0010812	 10.73 10.73
FBgn0010825	  7.35  7.35
FBgn0010830	  4.24  4.25
FBgn0010877	  5.17  5.19
FBgn0010909	  4.11  4.13
FBgn0010926	  8.46  8.48
FBgn0011016	  2.03  2.03
FBgn0011202	 18.41 18.68
FBgn0011204	  6.25  6.26
FBgn0011205	  8.83  8.85
FBgn0011206	  3.09  3.10
FBgn0011207	  6.46  6.46
FBgn0011211	 10.73 11.04
FBgn0011217	 12.32 12.32
FBgn0011224	  2.03  2.04
FBgn0011227	  8.64  8.66
FBgn0011230	  9.56  9.57
FBgn0011232	  6.60  6.61
FBgn0011236	  9.03  9.05
FBgn0011244	  7.80  7.85
FBgn0011260	  2.03  2.03
FBgn0011272	  -0.00  -0.00
FBgn0011274	  3.19  3.19
FBgn0011276	  4.20  4.22
FBgn0011277	  4.11  4.13
FBgn0011278	  -0.00  -0.00
FBgn0011279	  9.59  9.60
FBgn0011280	  1.01  1.01
FBgn0011281	  -0.00  -0.00
FBgn0011282	  3.06  3.06
FBgn0011283	  3.09  3.10
FBgn0011284	  9.59  9.82
FBgn0011286	  3.06  3.06
FBgn0011289	  4.63  4.64
FBgn0011290	  6.25  6.26
FBgn0011291	 15.85 15.88
FBgn0011293	  2.16  2.17
FBgn0011294	  1.09  1.10
FBgn0011296	  1.01  1.01
FBgn0011297	  5.17  5.22
FBgn0011305	  6.25  6.33
FBgn0011327	  3.06  3.09
FBgn0011335	  9.59  9.60
FBgn0011336	  3.06  3.07
FBgn0011361	 11.90 11.95
FBgn0011455	  6.82  6.83
FBgn0011476	 12.30 12.30
FBgn0011481	  7.35  7.35
FBgn0011554	  -0.00  -0.00
FBgn0011555	  3.45  3.46
FBgn0011556	  3.06  3.07
FBgn0011559	 10.73 10.80
FBgn0011566	 14.44 14.51
FBgn0011569	  7.35  7.37
FBgn0011570	 12.30 12.31
FBgn0011573	  2.05  2.05
FBgn0011581	  2.03  2.03
FBgn0011582	  -0.00  -0.00
FBgn0011584	  2.16  2.17
FBgn0011589	  -0.00  -0.00
FBgn0011591	  4.11  4.13
FBgn0011592	  8.46  8.46
FBgn0011603	  3.09  3.09
FBgn0011604	 10.57 10.71
FBgn0011606	 17.88 17.96
FBgn0011638	  5.52  5.52
FBgn0011640	 11.74 11.90
FBgn0011648	  8.46  8.46
FBgn0011653	  -0.00  -0.00
FBgn0011655	  6.25  6.25
FBgn0011659	  4.11  4.11
FBgn0011661	 10.01 10.11
FBgn0011666	  7.51  7.53
FBgn0011668	  4.33  4.33
FBgn0011669	  8.46  8.46
FBgn0011672	  6.82  6.92
FBgn0011676	  3.06  3.06
FBgn0011693	  5.17  5.18
FBgn0011694	  9.46  9.48
FBgn0011695	  2.03  2.04
FBgn0011701	  3.06  3.09
FBgn0011703	  5.17  5.19
FBgn0011704	  2.03  2.03
FBgn0011705	  2.03  2.03
FBgn0011706	  6.46  6.47
FBgn0011708	  4.15  4.15
FBgn0011710	  5.58  5.58
FBgn0011715	 15.67 15.99
FBgn0011722	  4.11  4.13
FBgn0011723	  -0.00  -0.00
FBgn0011725	  6.25  6.26
FBgn0011726	  6.25  6.26
FBgn0011737	 16.80 16.88
FBgn0011739	  5.77  5.89
FBgn0011740	 12.30 12.30
FBgn0011742	  9.06  9.06
FBgn0011743	 11.09 11.12
FBgn0011745	 15.67 15.69
FBgn0011746	-nan	-nan
FBgn0011754	 13.83 13.83
FBgn0011758	  1.01  1.01
FBgn0011763	  6.25  6.33
FBgn0011766	  2.09  2.09
FBgn0011768	  5.34  5.39
FBgn0011769	 10.32 10.39
FBgn0011774	 21.84 21.97
FBgn0011785	  5.71  5.71
FBgn0011802	 13.08 13.17
FBgn0011812	  6.25  6.25
FBgn0011817	 13.67 13.93
FBgn0011818	  6.32  6.32
FBgn0011824	 16.74 16.75
FBgn0011826	  3.19  3.19
FBgn0011829	  6.25  6.25
FBgn0011834	  9.69  9.69
FBgn0011836	 16.93 16.97
FBgn0011837	 12.30 12.31
FBgn0011840	 19.09 19.09
FBgn0011850	 14.98 15.03
FBgn0011851	  6.25  6.26
FBgn0011858	  8.64  8.64
FBgn0011859	  8.46  8.48
FBgn0011860	 14.50 14.52
FBgn0011861	  6.13  6.13
FBgn0011862	 13.67 13.72
FBgn0011864	  9.90  9.91
FBgn0011866	-nan	-nan
FBgn0011867	  8.12  8.13
FBgn0011868	  9.69  9.72
FBgn0011869	  7.23  7.25
FBgn0011884	 12.30 12.35
FBgn0011896	  8.55  8.57
FBgn0011902	  5.34  5.36
FBgn0011906	  5.98  6.04
FBgn0011910	  9.90  9.91
FBgn0011919	 14.10 14.13
FBgn0011921	 14.78 14.83
FBgn0011937	 19.28 19.62
FBgn0011952	  5.17  5.18
FBgn0011953	  5.23  5.24
FBgn0011954	  4.15  4.18
FBgn0011955	 13.52 13.56
FBgn0011956	 12.80 12.82
FBgn0011958	  6.28  6.30
FBgn0011959	  9.46  9.48
FBgn0011965	  4.11  4.13
FBgn0011966	  8.74  8.85
FBgn0011970	 14.86 14.88
FBgn0011971	 12.72 12.79
FBgn0011974	 22.67 22.67
FBgn0011981	  4.38  4.45
FBgn0011982	 10.01 10.06
FBgn0011983	  5.17  5.18
FBgn0011985	  7.32  7.32
FBgn0011986	 15.05 15.06
FBgn0011987	  7.84  7.87
FBgn0011994	  7.35  7.35
FBgn0011999	  3.06  3.06
FBgn0012001	 25.86 25.93
FBgn0012003	 29.40 29.40
FBgn0012004	 10.01 10.03
FBgn0012010	  8.02  8.05
FBgn0012016	  1.01  1.01
FBgn0012017	  3.06  3.07
FBgn0012027	  4.24  4.24
FBgn0012034	  2.03  2.04
FBgn0012036	-nan	-nan
FBgn0012037	-nan	-nan
FBgn0012042	  7.35  7.35
FBgn0012051	  3.45  3.45
FBgn0012344	  6.28  6.29
FBgn0013269	 11.27 11.33
FBgn0013305	  5.17  5.18
FBgn0013307	  4.15  4.21
FBgn0013308	 15.50 15.53
FBgn0013323	  1.01  1.01
FBgn0013325	  4.15  4.15
FBgn0013334	  5.77  5.77
FBgn0013348	  2.05  2.05
FBgn0013432	  4.15  4.15
FBgn0013433	  1.01  1.01
FBgn0013435	  4.20  4.22
FBgn0013467	  2.03  2.03
FBgn0013469	  4.11  4.11
FBgn0013531	  1.01  1.01
FBgn0013548	  8.93  8.93
FBgn0013563	  2.18  2.18
FBgn0013576	  6.39  6.40
FBgn0013687	  6.25  6.26
FBgn0013702	  3.06  3.09
FBgn0013707	  3.06  3.07
FBgn0013710	  4.11  4.13
FBgn0013717	  5.91  5.97
FBgn0013718	 19.28 19.37
FBgn0013725	  3.06  3.06
FBgn0013726	  -0.00  -0.00
FBgn0013732	 11.90 11.90
FBgn0013733	  8.46  8.51
FBgn0013746	  8.46  8.46
FBgn0013749	 12.48 12.57
FBgn0013750	-nan	-nan
FBgn0013751	  1.02  1.02
FBgn0013753	  3.37  3.37
FBgn0013755	 12.03 12.04
FBgn0013759	 12.16 12.18
FBgn0013762	  9.35  9.36
FBgn0013763	  2.05  2.05
FBgn0013764	  5.23  5.28
FBgn0013765	  2.05  2.05
FBgn0013767	  8.46  8.46
FBgn0013770	  5.23  5.23
FBgn0013771	  7.43  7.43
FBgn0013773	 11.09 11.12
FBgn0013799	  8.46  8.46
FBgn0013810	 10.06 10.06
FBgn0013811	  2.09  2.11
FBgn0013812	  2.03  2.04
FBgn0013813	  1.01  1.01
FBgn0013949	  3.06  3.07
FBgn0013953	  -0.00  -0.00
FBgn0013973	  -0.00  -0.00
FBgn0013981	  9.03  9.05
FBgn0013983	  2.03  2.03
FBgn0013987	 13.37 13.38
FBgn0013995	  2.03  2.04
FBgn0013997	  8.46  8.46
FBgn0014000	  1.05  1.05
FBgn0014007	  2.16  2.17
FBgn0014009	  7.43  7.49
FBgn0014010	  5.34  5.34
FBgn0014011	  4.11  4.13
FBgn0014019	-nan	-nan
FBgn0014020	  1.01  1.01
FBgn0014022	  9.59  9.60
FBgn0014023	  5.52  5.53
FBgn0014028	  5.31  5.41
FBgn0014029	 11.27 11.28
FBgn0014031	  1.02  1.02
FBgn0014032	  9.59  9.67
FBgn0014073	  4.11  4.11
FBgn0014075	 11.61 11.63
FBgn0014127	 17.01 17.01
FBgn0014133	  9.59  9.60
FBgn0014135	  2.03  2.03
FBgn0014141	  2.03  2.03
FBgn0014143	  -0.00  -0.00
FBgn0014163	  8.46  8.56
FBgn0014179	  3.13  3.13
FBgn0014189	  8.46  8.56
FBgn0014269	 10.85 10.85
FBgn0014340	 12.72 12.72
FBgn0014342	  1.03  1.03
FBgn0014343	  -0.00  -0.00
FBgn0014366	 12.16 12.18
FBgn0014380	  7.41  7.43
FBgn0014388	  3.09  3.09
FBgn0014391	  7.76  7.78
FBgn0014395	-nan	-nan
FBgn0014396	  5.17  5.22
FBgn0014411	  4.11  4.11
FBgn0014417	  7.35  7.41
FBgn0014427	  4.15  4.18
FBgn0014454	  1.01  1.01
FBgn0014455	  7.35  7.37
FBgn0014464	  -0.00  -0.00
FBgn0014465	  2.03  2.04
FBgn0014466	  3.06  3.07
FBgn0014469	  3.06  3.07
FBgn0014848	  4.11  4.13
FBgn0014849	  5.28  5.30
FBgn0014850	  2.05  2.05
FBgn0014851	  8.83  8.95
FBgn0014857	  9.90  9.95
FBgn0014859	  4.11  4.11
FBgn0014861	 15.19 15.19
FBgn0014868	 10.01 10.06
FBgn0014869	  7.93  7.94
FBgn0014870	  5.64  5.65
FBgn0014877	  9.59  9.60
FBgn0014879	  9.46  9.46
FBgn0014906	  8.74  8.75
FBgn0014949	  1.09  1.10
FBgn0015000	 25.55 25.56
FBgn0015001	  4.11  4.13
FBgn0015008	  8.74  8.74
FBgn0015010	  2.03  2.03
FBgn0015011	  2.03  2.04
FBgn0015019	 15.50 15.70
FBgn0015024	 17.81 17.86
FBgn0015025	 20.55 20.56
FBgn0015032	  -0.00  -0.00
FBgn0015033	  4.11  4.13
FBgn0015034	 12.72 12.85
FBgn0015035	  1.01  1.01
FBgn0015036	 10.86 10.88
FBgn0015038	  1.55  1.56
FBgn0015039	  3.13  3.13
FBgn0015040	  5.28  5.33
FBgn0015075	-nan	-nan
FBgn0015218	  5.17  5.18
FBgn0015221	  -0.00  -0.00
FBgn0015222	  1.01  1.01
FBgn0015229	 13.49 13.83
FBgn0015230	  9.69  9.69
FBgn0015239	  6.25  6.26
FBgn0015240	  6.20  6.24
FBgn0015245	  9.59  9.63
FBgn0015247	  3.09  3.09
FBgn0015268	 13.22 13.23
FBgn0015269	  6.32  6.33
FBgn0015271	 15.85 16.06
FBgn0015279	 13.37 13.54
FBgn0015282	  8.64  8.64
FBgn0015286	  3.06  3.06
FBgn0015288	  6.39  6.40
FBgn0015296	  5.23  5.23
FBgn0015298	 15.29 15.56
FBgn0015300	 12.19 12.21
FBgn0015336	  2.03  2.04
FBgn0015338	  3.16  3.16
FBgn0015359	  2.11  2.11
FBgn0015360	 19.50 19.73
FBgn0015371	  2.03  2.03
FBgn0015372	  8.46  8.51
FBgn0015380	  3.06  3.07
FBgn0015381	  -0.00  -0.00
FBgn0015391	 14.28 14.62
FBgn0015399	  3.06  3.07
FBgn0015400	  3.06  3.09
FBgn0015402	  8.83  8.83
FBgn0015509	  8.12  8.13
FBgn0015513	 13.67 13.78
FBgn0015519	  4.11  4.11
FBgn0015520	  8.55  8.65
FBgn0015521	 17.32 17.51
FBgn0015524	  2.03  2.04
FBgn0015527	  8.83  8.85
FBgn0015544	  5.17  5.19
FBgn0015550	  1.01  1.01
FBgn0015553	  5.17  5.19
FBgn0015558	  9.24  9.26
FBgn0015561	  -0.00  -0.00
FBgn0015568	  2.14  2.14
FBgn0015569	  3.06  3.07
FBgn0015570	 11.13 11.14
FBgn0015571	 16.43 16.55
FBgn0015572	  1.01  1.01
FBgn0015575	  3.37  3.38
FBgn0015576	  -0.00  -0.00
FBgn0015577	  5.17  5.19
FBgn0015583	  5.23  5.23
FBgn0015584	  1.38  1.38
FBgn0015585	  9.46  9.47
FBgn0015586	 10.73 10.86
FBgn0015591	  1.08  1.08
FBgn0015600	  6.25  6.29
FBgn0015602	-nan	-nan
FBgn0015609	 10.06 10.20
FBgn0015614	  6.25  6.33
FBgn0015615	  4.69  4.69
FBgn0015618	-nan	-nan
FBgn0015621	  6.25  6.26
FBgn0015623	  9.59  9.67
FBgn0015625	  3.26  3.27
FBgn0015663	 12.58 12.64
FBgn0015664	  -0.00  -0.00
FBgn0015714	 15.47 15.56
FBgn0015721	 14.28 14.35
FBgn0015737	 17.52 17.52
FBgn0015754	  6.39  6.39
FBgn0015756	  9.59  9.59
FBgn0015765	 10.73 10.76
FBgn0015766	  1.05  1.05
FBgn0015770	  7.35  7.37
FBgn0015772	  7.35  7.41
FBgn0015773	  3.06  3.06
FBgn0015776	  1.01  1.01
FBgn0015777	  4.33  4.34
FBgn0015778	  5.17  5.18
FBgn0015781	  3.13  3.16
FBgn0015789	 12.03 12.03
FBgn0015790	  2.64  2.64
FBgn0015791	  4.11  4.13
FBgn0015793	 13.52 13.53
FBgn0015795	  6.25  6.25
FBgn0015797	 18.41 18.58
FBgn0015799	  4.11  4.11
FBgn0015801	  3.30  3.30
FBgn0015803	  7.23  7.25
FBgn0015805	  9.59  9.63
FBgn0015808	  9.03  9.09
FBgn0015818	 19.59 19.61
FBgn0015828	 16.74 16.74
FBgn0015829	  6.13  6.13
FBgn0015831	 10.73 10.74
FBgn0015872	  5.17  5.19
FBgn0015904	  2.07  2.07
FBgn0015905	  8.46  8.56
FBgn0015919	  6.25  6.33
FBgn0015924	  4.11  4.11
FBgn0015925	  3.06  3.06
FBgn0015926	  7.35  7.35
FBgn0015929	  1.06  1.06
FBgn0015946	  3.06  3.07
FBgn0015949	  4.11  4.11
FBgn0016013	  7.35  7.35
FBgn0016032	 12.19 12.20
FBgn0016036	  8.55  8.65
FBgn0016038	 11.09 11.16
FBgn0016041	  6.53  6.68
FBgn0016047	  2.03  2.03
FBgn0016054	  2.03  2.03
FBgn0016059	 10.73 10.92
FBgn0016061	  1.01  1.01
FBgn0016070	 14.28 14.42
FBgn0016075	  6.25  6.33
FBgn0016076	  2.03  2.03
FBgn0016081	  3.16  3.19
FBgn0016119	 15.50 15.52
FBgn0016120	 14.02 14.10
FBgn0016123	  2.03  2.04
FBgn0016126	  7.60  7.61
FBgn0016131	  6.25  6.25
FBgn0016641	 10.85 10.85
FBgn0016650	  1.01  1.01
FBgn0016660	  -0.00  -0.00
FBgn0016672	  8.46  8.46
FBgn0016675	  4.11  4.11
FBgn0016684	  4.11  4.11
FBgn0016685	  6.32  6.33
FBgn0016687	 10.06 10.10
FBgn0016691	  7.76  7.78
FBgn0016694	  4.15  4.18
FBgn0016697	 15.44 15.57
FBgn0016698	 13.08 13.09
FBgn0016715	  3.06  3.06
FBgn0016726	  3.06  3.07
FBgn0016754	  4.11  4.11
FBgn0016756	 16.22 16.28
FBgn0016762	  4.15  4.16
FBgn0016794	 10.73 10.76
FBgn0016797	  2.21  2.21
FBgn0016917	  6.25  6.26
FBgn0016920	  -0.00  -0.00
FBgn0016926	 12.30 12.42
FBgn0016930	  2.07  2.07
FBgn0016970	  9.80  9.80
FBgn0016974	 13.67 13.78
FBgn0016977	  7.35  7.35
FBgn0016978	  6.32  6.33
FBgn0016983	  4.15  4.16
FBgn0017414	  8.74  8.74
FBgn0017424	  4.11  4.13
FBgn0017429	  3.16  3.16
FBgn0017430	  7.95  7.97
FBgn0017448	  4.53  4.56
FBgn0017457	  8.21  8.21
FBgn0017482	  2.03  2.03
FBgn0017545	 12.58 12.64
FBgn0017551	 16.60 16.96
FBgn0017556	  9.24  9.25
FBgn0017558	 14.28 14.35
FBgn0017561	  -0.00  -0.00
FBgn0017566	  6.25  6.26
FBgn0017567	 16.08 16.12
FBgn0017572	  3.09  3.09
FBgn0017577	 12.03 12.08
FBgn0017578	 21.38 21.59
FBgn0017579	  6.36  6.36
FBgn0017581	  6.25  6.26
FBgn0017590	  9.59  9.59
FBgn0019624	  8.46  8.48
FBgn0019637	  7.59  7.66
FBgn0019644	 10.73 10.80
FBgn0019650	  2.03  2.04
FBgn0019661	 13.08 13.09
FBgn0019662	  9.59  9.67
FBgn0019686	 15.24 15.24
FBgn0019809	  -0.00  -0.00
FBgn0019828	  3.06  3.07
FBgn0019830	  4.11  4.11
FBgn0019890	 14.60 14.60
FBgn0019925	  1.13  1.14
FBgn0019928	  5.34  5.34
FBgn0019929	  4.20  4.20
FBgn0019932	 10.85 10.88
FBgn0019936	  4.11  4.11
FBgn0019938	  4.86  4.86
FBgn0019949	  2.03  2.03
FBgn0019952	 21.58 21.92
FBgn0019957	 10.88 10.88
FBgn0019960	 14.28 14.31
FBgn0019968	  3.06  3.07
FBgn0019972	  6.53  6.54
FBgn0019982	  4.15  4.16
FBgn0019985	  1.01  1.01
FBgn0019990	 16.82 16.86
FBgn0020018	 10.01 10.06
FBgn0020235	  6.39  6.40
FBgn0020236	  3.26  3.27
FBgn0020238	 12.16 12.16
FBgn0020248	  2.18  2.20
FBgn0020249	  6.32  6.32
FBgn0020251	  7.35  7.35
FBgn0020258	  8.46  8.51
FBgn0020261	-nan	-nan
FBgn0020269	  8.64  8.66
FBgn0020270	  3.85  3.86
FBgn0020272	  8.74  8.74
FBgn0020277	  2.03  2.03
FBgn0020278	 10.85 10.85
FBgn0020279	 10.24 10.25
FBgn0020280	  7.35  7.35
FBgn0020294	  5.17  5.19
FBgn0020299	  2.05  2.05
FBgn0020300	  3.33  3.34
FBgn0020304	 13.08 13.24
FBgn0020305	 11.90 11.95
FBgn0020306	  9.54  9.87
FBgn0020307	  1.01  1.01
FBgn0020312	 11.88 11.89
FBgn0020370	  4.11  4.11
FBgn0020371	  9.06  9.25
FBgn0020376	 10.06 10.06
FBgn0020377	  2.07  2.08
FBgn0020378	  3.06  3.06
FBgn0020379	  4.11  4.13
FBgn0020381	  8.46  8.46
FBgn0020385	 19.41 19.42
FBgn0020386	  5.58  5.58
FBgn0020389	  6.46  6.46
FBgn0020399	-nan	-nan
FBgn0020407	 15.67 15.80
FBgn0020412	 10.01 10.06
FBgn0020415	  2.03  2.03
FBgn0020416	  2.03  2.04
FBgn0020429	  1.03  1.03
FBgn0020440	  7.35  7.35
FBgn0020443	 19.93 19.94
FBgn0020445	  -0.00  -0.00
FBgn0020493	  8.12  8.18
FBgn0020496	 11.09 11.10
FBgn0020503	 16.74 16.78
FBgn0020506	  4.15  4.16
FBgn0020508	  8.46  8.48
FBgn0020509	  5.52  5.52
FBgn0020510	 16.03 16.05
FBgn0020521	  1.01  1.01
FBgn0020545	  8.74  8.85
FBgn0020546	  5.34  5.34
FBgn0020556	  2.03  2.04
FBgn0020616	 14.44 14.47
FBgn0020617	  5.28  5.29
FBgn0020620	  6.82  6.83
FBgn0020622	 10.73 10.73
FBgn0020633	  3.30  3.30
FBgn0020640	 16.22 16.28
FBgn0020641	  3.06  3.07
FBgn0020642	  2.03  2.03
FBgn0020645	  9.69  9.73
FBgn0020647	  6.39  6.47
FBgn0020653	  4.24  4.27
FBgn0020765	  -0.00  -0.00
FBgn0020880	  2.05  2.05
FBgn0020887	 20.58 20.70
FBgn0020906	  3.16  3.16
FBgn0020907	  4.11  4.17
FBgn0020910	  9.80  9.84
FBgn0020912	  3.06  3.09
FBgn0020930	  4.29  4.31
FBgn0021742	  1.06  1.06
FBgn0021750	 16.60 16.67
FBgn0021760	 11.90 11.95
FBgn0021761	 14.93 15.09
FBgn0021764	  6.25  6.26
FBgn0021767	  4.24  4.24
FBgn0021768	  4.80  4.83
FBgn0021795	-nan	-nan
FBgn0021796	 20.95 20.96
FBgn0021800	  -0.00  -0.00
FBgn0021814	  3.41  3.42
FBgn0021825	 16.22 16.24
FBgn0021847	  5.23  5.28
FBgn0021856	  -0.00  -0.00
FBgn0021872	 17.12 17.31
FBgn0021874	  8.83  8.85
FBgn0021875	  9.59  9.63
FBgn0021895	  4.11  4.11
FBgn0021906	  9.10  9.18
FBgn0021944	  7.35  7.41
FBgn0021967	 10.97 10.99
FBgn0021995	  5.23  5.23
FBgn0022023	  2.03  2.03
FBgn0022027	 12.16 12.16
FBgn0022029	  -0.00  -0.00
FBgn0022069	 20.69 20.85
FBgn0022153	-nan	-nan
FBgn0022160	  2.03  2.04
FBgn0022213	 11.13 11.25
FBgn0022238	 11.90 12.01
FBgn0022338	  5.28  5.29
FBgn0022343	 13.22 13.32
FBgn0022344	  7.35  7.37
FBgn0022349	  2.07  2.07
FBgn0022355	  6.32  6.36
FBgn0022359	  7.76  7.78
FBgn0022361	  2.03  2.03
FBgn0022699	  4.11  4.13
FBgn0022700	 14.28 14.31
FBgn0022702	 12.32 12.33
FBgn0022710	 13.08 13.12
FBgn0022724	 12.03 12.04
FBgn0022740	  2.03  2.03
FBgn0022768	  9.69  9.78
FBgn0022770	  4.11  4.13
FBgn0022774	  4.20  4.20
FBgn0022786	 11.13 11.45
FBgn0022787	  2.03  2.04
FBgn0022800	  9.69  9.85
FBgn0022893	  -0.00  -0.00
FBgn0022935	  6.25  6.29
FBgn0022936	  5.04  5.13
FBgn0022942	 13.49 13.49
FBgn0022943	 10.61 10.61
FBgn0022959	  7.35  7.37
FBgn0022981	-nan	-nan
FBgn0022984	 26.19 27.45
FBgn0022985	  3.06  3.09
FBgn0022987	  8.46  8.56
FBgn0023000	  7.99  8.02
FBgn0023001	  1.05  1.05
FBgn0023023	  7.93  7.93
FBgn0023076	  3.09  3.09
FBgn0023090	-nan	-nan
FBgn0023091	  -0.00  -0.00
FBgn0023094	  5.17  5.19
FBgn0023095	  6.25  6.26
FBgn0023129	  1.01  1.01
FBgn0023130	  8.46  8.56
FBgn0023167	  1.01  1.01
FBgn0023169	  4.20  4.20
FBgn0023170	 15.67 15.73
FBgn0023171	  7.35  7.41
FBgn0023172	  5.46  5.46
FBgn0023174	 15.29 15.29
FBgn0023175	  7.84  7.87
FBgn0023177	  6.53  6.60
FBgn0023178	  6.25  6.26
FBgn0023179	  5.17  5.19
FBgn0023181	  7.06  7.06
FBgn0023197	  5.17  5.18
FBgn0023212	  5.17  5.18
FBgn0023214	  1.01  1.01
FBgn0023215	  9.69  9.69
FBgn0023216	  5.17  5.19
FBgn0023388	  5.17  5.18
FBgn0023415	  3.06  3.07
FBgn0023416	  3.06  3.06
FBgn0023441	  5.58  5.58
FBgn0023458	  3.06  3.09
FBgn0023477	  1.01  1.01
FBgn0023489	  1.01  1.01
FBgn0023495	  6.32  6.32
FBgn0023496	  2.03  2.03
FBgn0023506	 13.31 13.32
FBgn0023507	  8.23  8.23
FBgn0023508	  5.23  5.28
FBgn0023509	 10.73 10.86
FBgn0023511	  5.46  5.47
FBgn0023512	  4.15  4.18
FBgn0023513	  4.11  4.17
FBgn0023514	 14.28 14.62
FBgn0023515	 10.73 10.80
FBgn0023516	  5.17  5.18
FBgn0023517	  7.35  7.41
FBgn0023518	 10.73 10.86
FBgn0023519	  5.23  5.23
FBgn0023520	 14.44 14.44
FBgn0023521	  7.67  7.70
FBgn0023522	 10.85 10.92
FBgn0023523	  6.82  6.83
FBgn0023524	  2.03  2.03
FBgn0023525	  2.03  2.03
FBgn0023526	  4.15  4.18
FBgn0023527	 14.44 14.47
FBgn0023528	 15.64 15.88
FBgn0023529	  4.11  4.11
FBgn0023530	  9.59  9.59
FBgn0023531	  3.37  3.37
FBgn0023534	  4.15  4.18
FBgn0023536	 14.86 14.88
FBgn0023540	  3.37  3.38
FBgn0023541	  6.25  6.26
FBgn0023542	  6.60  6.61
FBgn0023549	  2.23  2.25
FBgn0023550	  8.93  8.94
FBgn0024150	  3.06  3.07
FBgn0024177	 13.67 13.78
FBgn0024183	  5.52  5.57
FBgn0024184	  -0.00  -0.00
FBgn0024187	  8.74  8.74
FBgn0024189	  4.11  4.11
FBgn0024191	 27.71 27.73
FBgn0024194	  7.35  7.35
FBgn0024196	  9.03  9.05
FBgn0024227	  9.59  9.63
FBgn0024230	  6.32  6.33
FBgn0024232	  2.03  2.03
FBgn0024236	-nan	-nan
FBgn0024238	  6.32  6.33
FBgn0024244	  1.04  1.04
FBgn0024248	  9.59  9.63
FBgn0024249	  1.01  1.01
FBgn0024250	  3.06  3.07
FBgn0024273	  4.43  4.43
FBgn0024277	 19.28 19.28
FBgn0024285	  9.43  9.47
FBgn0024288	  1.01  1.01
FBgn0024291	  1.01  1.01
FBgn0024294	  4.11  4.13
FBgn0024314	  8.83  8.83
FBgn0024315	  3.45  3.46
FBgn0024319	 10.85 10.92
FBgn0024320	 12.03 12.10
FBgn0024321	  1.01  1.01
FBgn0024326	 14.28 14.28
FBgn0024329	  9.69  9.73
FBgn0024330	  2.03  2.04
FBgn0024352	  8.46  8.48
FBgn0024360	 13.52 13.56
FBgn0024361	  3.23  3.24
FBgn0024362	  6.25  6.29
