gene	N	S	dN	dS	w
FBgn0003079	1661.4	555.6	0.0001	0.0815	0.001
FBgn0003082	1158.7	368.3	0.0149	0.1671	0.0893
FBgn0003087	465.3	131.7	0.0286	0.1374	0.2085
FBgn0003091	1503.5	533.5	0.0007	0.0969	0.0069
FBgn0003093	1803.6	413.4	0.0022	0.1019	0.0219
FBgn0003114	380.8	141.2	0.0107	0.1925	0.0556
FBgn0003116	889.8	325.2	0.0069	0.0829	0.0837
FBgn0003117	1113.3	329.7	0.014	0.1725	0.0811
FBgn0003118	1692.5	452.5	0.0078	0.1082	0.0724
FBgn0003124	1433.5	291.5	0.0085	0.1163	0.0733
FBgn0003129	836.3	273.7	0.0012	0.0661	0.0183
FBgn0003130	928.1	346.9	0.0033	0.1042	0.0315
FBgn0003134	745.1	235.9	0.0001	0.0844	0.001
FBgn0003137	6619.1	2074.9	0.0155	0.1502	0.1029
FBgn0003139	758.2	147.8	0.0153	0.2048	0.0745
FBgn0003140	708.8	233.2	0.0507	0.2224	0.2278
FBgn0003141	399.8	104.2	0.0002	0.157	0.001
FBgn0003145	1374.1	464.9	0.0029	0.1105	0.0265
FBgn0003149	2237.1	399.9	0.0018	0.0508	0.0359
FBgn0003159	2585.0	1108.0	0.0362	0.0742	0.488
FBgn0003162	725.3	246.7	0.0042	0.0685	0.0619
FBgn0003165	3298.3	1291.7	0.0034	0.0677	0.0504
FBgn0003169	1180.5	367.5	0.0034	0.0959	0.0355
FBgn0003174	3017.7	1053.3	0.0084	0.1258	0.067
FBgn0003175	4298.5	1674.5	0.0073	0.0929	0.0786
FBgn0003187	2070.9	593.1	0.0098	0.1294	0.076
FBgn0003189	5177.0	1495.0	0.0099	0.149	0.0667
FBgn0003204	1245.8	359.2	0.0033	0.1153	0.0284
FBgn0003205	435.8	131.2	0.0001	0.0633	0.001
FBgn0003206	493.5	82.5	0.0001	0.0928	0.001
FBgn0003209	2211.9	713.1	0.0097	0.0848	0.1149
FBgn0003210	2609.4	867.6	0.0066	0.1327	0.05
FBgn0003218	2996.3	891.7	0.0024	0.0894	0.0264
FBgn0003227	1904.1	741.9	0.0194	0.1332	0.146
FBgn0003231	1323.9	473.1	0.0286	0.0867	0.3296
FBgn0003248	885.9	257.1	0.0057	0.123	0.0462
FBgn0003249	888.7	257.3	0.0034	0.1078	0.0315
FBgn0003250	912.4	221.6	0.0002	0.17	0.001
FBgn0003254	1499.7	447.3	0.0137	0.1169	0.1171
FBgn0003255	2984.7	1089.3	0.0058	0.121	0.048
FBgn0003257	1189.7	289.3	0.0043	0.1802	0.0238
FBgn0003267	783.4	251.6	0.0116	0.13	0.0895
FBgn0003268	4851.8	1415.2	0.0073	0.1387	0.0528
FBgn0003270	466.6	124.4	0.0066	0.0998	0.066
FBgn0003274	259.8	79.2	0.0039	0.0388	0.1002
FBgn0003275	318.4	74.6	0.0003	0.2554	0.001
FBgn0003277	4302.8	1358.2	0.0007	0.0958	0.0073
FBgn0003278	2539.4	847.6	0.0043	0.1168	0.037
FBgn0003279	1003.9	199.1	0.003	0.0787	0.0385
FBgn0003285	1802.6	474.4	0.0218	0.1789	0.1216
FBgn0003292	1975.2	682.8	0.014	0.1377	0.1014
FBgn0003295	703.1	319.9	0.0145	0.116	0.1251
FBgn0003300	1224.0	306.0	0.0033	0.0932	0.0355
FBgn0003301	5088.5	1529.5	0.0118	0.1399	0.0843
FBgn0003302	732.5	263.5	0.0529	0.115	0.4599
FBgn0003308	2998.4	1006.6	0.0027	0.1565	0.0172
FBgn0003310	1414.2	373.8	0.0057	0.0807	0.0711
FBgn0003312	1134.1	425.9	0.0081	0.0609	0.1323
FBgn0003313	302.1	123.9	0.041	0.1623	0.2525
FBgn0003317	1390.3	355.7	0.0058	0.1006	0.0579
FBgn0003319	1803.9	536.1	0.009	0.0541	0.1666
FBgn0003321	1519.7	496.3	0.0297	0.1342	0.221
FBgn0003326	1870.9	520.1	0.006	0.1187	0.0506
FBgn0003330	1058.2	246.8	0.0019	0.1422	0.0135
FBgn0003334	1958.9	666.1	0.0089	0.103	0.0859
FBgn0003339	954.3	287.7	0.0021	0.1406	0.0153
FBgn0003345	895.3	409.7	0.0	0.0457	0.001
FBgn0003346	1336.3	436.7	0.0475	0.124	0.383
FBgn0003353	2005.1	559.9	0.0025	0.1041	0.0242
FBgn0003360	672.1	224.9	0.0	0.0222	0.001
FBgn0003366	5768.7	1890.3	0.0125	0.1709	0.073
FBgn0003371	2462.9	876.1	0.0071	0.0963	0.0734
FBgn0003373	360.5	203.5	0.2658	0.8311	0.3199
FBgn0003380	1249.1	373.9	0.0782	0.2151	0.3635
FBgn0003382	3607.6	1270.4	0.0081	0.1092	0.0744
FBgn0003386	1407.1	449.9	0.0036	0.0419	0.0859
FBgn0003388	1204.8	415.2	0.0017	0.1164	0.0144
FBgn0003390	1133.5	237.5	0.0091	0.1391	0.0652
FBgn0003391	3588.6	932.4	0.0017	0.1871	0.0091
FBgn0003392	1994.2	636.8	0.0005	0.0831	0.006
FBgn0003396	5398.5	2170.5	0.0105	0.0659	0.1599
FBgn0003401	1077.0	282.0	0.0251	0.1406	0.1788
FBgn0003410	767.7	174.3	0.0013	0.0963	0.0137
FBgn0003411	427.0	140.0	0.0047	0.1022	0.0461
FBgn0003415	5980.4	2299.6	0.0123	0.0888	0.1382
FBgn0003416	2874.1	821.9	0.0032	0.2208	0.0143
FBgn0003423	1629.8	413.2	0.017	0.1458	0.1164
FBgn0003429	2705.2	945.8	0.0119	0.0954	0.1248
FBgn0003430	770.0	196.0	0.0066	0.1522	0.0434
FBgn0003435	1277.9	363.1	0.0047	0.0407	0.1164
FBgn0003444	2303.7	798.3	0.0057	0.1258	0.0452
FBgn0003447	1229.9	306.1	0.0008	0.1173	0.0071
FBgn0003448	929.1	240.9	0.0022	0.0814	0.0267
FBgn0003449	543.0	105.0	0.0056	0.3201	0.0174
FBgn0003450	975.0	330.0	0.0053	0.1452	0.0362
FBgn0003459	2268.2	836.8	0.0639	0.0972	0.6578
FBgn0003460	947.1	285.9	0.0066	0.094	0.0698
FBgn0003462	371.3	87.7	0.0001	0.0942	0.001
FBgn0003463	2472.7	641.3	0.0029	0.1052	0.0274
FBgn0003464	3747.9	992.1	0.0068	0.1114	0.061
FBgn0003475	2478.3	578.7	0.0037	0.1171	0.0312
FBgn0003479	779.6	228.4	0.0026	0.1722	0.0152
FBgn0003480	743.9	279.1	0.0054	0.1597	0.034
FBgn0003482	590.1	210.9	0.0159	0.1079	0.1469
FBgn0003483	3256.4	1045.6	0.0305	0.1272	0.2399
FBgn0003495	774.1	200.9	0.0322	0.1479	0.2179
FBgn0003499	2637.3	1109.7	0.0058	0.0988	0.0589
FBgn0003502	1795.5	559.5	0.0023	0.0714	0.0317
FBgn0003507	2695.8	964.2	0.0302	0.1	0.3018
FBgn0003510	1201.7	388.3	0.0146	0.1213	0.1208
FBgn0003511	923.2	144.8	0.0065	0.1914	0.0342
FBgn0003512	1139.7	159.3	0.008	0.2102	0.0381
FBgn0003513	2321.6	717.4	0.0017	0.0932	0.0187
FBgn0003514	436.8	85.2	0.0001	0.1176	0.001
FBgn0003515	1479.7	518.3	0.0014	0.1391	0.0098
FBgn0003517	686.9	123.1	0.0001	0.1246	0.001
FBgn0003520	2286.9	785.1	0.0128	0.0954	0.1344
FBgn0003525	1182.8	254.2	0.0043	0.1127	0.0379
FBgn0003527	683.0	280.0	0.021	0.0896	0.2345
FBgn0003545	1479.4	404.6	0.002	0.1737	0.0118
FBgn0003557	2124.1	722.9	0.0014	0.1003	0.0143
FBgn0003559	1677.1	617.9	0.0042	0.09	0.0469
FBgn0003567	2202.1	617.9	0.0115	0.1587	0.0726
FBgn0003575	2978.9	972.1	0.0248	0.0938	0.264
FBgn0003598	2827.7	880.3	0.041	0.1101	0.3722
FBgn0003607	474.9	143.1	0.0174	0.1205	0.1441
FBgn0003612	1421.2	441.8	0.0699	0.1742	0.4014
FBgn0003638	2214.7	671.3	0.0152	0.1357	0.1118
FBgn0003651	1276.3	352.7	0.0001	0.0692	0.001
FBgn0003655	1285.9	352.1	0.034	0.1431	0.2378
FBgn0003656	3298.0	971.0	0.009	0.1368	0.0659
FBgn0003660	377.9	78.1	0.0026	0.1153	0.0229
FBgn0003676	1279.4	391.6	0.0001	0.1223	0.001
FBgn0003687	803.7	252.3	0.0012	0.0682	0.0181
FBgn0003701	3021.3	1109.7	0.0292	0.1325	0.2201
FBgn0003710	1124.3	231.7	0.0036	0.1227	0.0294
FBgn0003714	345.6	74.4	0.0707	0.3106	0.2275
FBgn0003716	1280.4	444.6	0.0032	0.1175	0.0271
FBgn0003719	2416.8	784.2	0.0114	0.1574	0.0723
FBgn0003720	1051.3	304.7	0.001	0.1314	0.0073
FBgn0003721	1693.5	439.5	0.1051	0.3109	0.3381
FBgn0003731	3408.2	869.8	0.0021	0.1627	0.0128
FBgn0003733	2127.7	641.3	0.0148	0.1683	0.0881
FBgn0003741	387.6	164.4	0.0358	0.1312	0.273
FBgn0003742	565.8	226.2	0.0311	0.1139	0.2733
FBgn0003744	1104.0	285.0	0.0001	0.0889	0.001
FBgn0003747	1007.7	324.3	0.0194	0.2207	0.0877
FBgn0003748	1444.7	343.3	0.018	0.1242	0.1451
FBgn0003751	569.5	132.5	0.0035	0.1425	0.0245
FBgn0003861	2887.4	907.6	0.0039	0.0871	0.0443
FBgn0003862	8022.4	3149.6	0.0122	0.1084	0.1124
FBgn0003865	566.5	174.5	0.0036	0.1742	0.0208
FBgn0003866	2054.2	807.8	0.0078	0.0732	0.107
FBgn0003867	832.2	226.8	0.0038	0.1763	0.0213
FBgn0003870	1836.6	602.4	0.0105	0.1007	0.1044
FBgn0003882	1007.6	378.4	0.0152	0.0828	0.183
FBgn0003884	1078.3	271.7	0.0001	0.0939	0.001
FBgn0003886	1033.5	313.5	0.0001	0.0854	0.001
FBgn0003888	1194.4	167.6	0.0017	0.103	0.0164
FBgn0003889	1067.8	270.2	0.0002	0.2002	0.001
FBgn0003890	1173.4	197.6	0.0017	0.1216	0.0142
FBgn0003891	5611.8	1933.2	0.023	0.0943	0.2444
FBgn0003892	3095.9	762.1	0.002	0.1235	0.0159
FBgn0003896	1167.0	435.0	0.0	0.03	0.001
FBgn0003900	1230.1	239.9	0.0084	0.1636	0.0512
FBgn0003941	341.6	42.4	0.0001	0.0778	0.001
FBgn0003942	328.0	140.0	0.0	0.0151	0.001
FBgn0003950	3044.2	1080.8	0.0488	0.1066	0.4577
FBgn0003961	828.8	224.2	0.0062	0.1316	0.0468
FBgn0003963	2559.1	1010.9	0.0298	0.0973	0.3058
FBgn0003964	1201.1	313.9	0.0017	0.1038	0.0162
FBgn0003965	896.6	240.4	0.0011	0.1689	0.0066
FBgn0003969	2120.7	741.3	0.0001	0.0824	0.001
FBgn0003975	1031.9	327.1	0.003	0.0573	0.0518
FBgn0003977	4254.7	1301.3	0.0124	0.163	0.0761
FBgn0003978	848.5	252.5	0.0158	0.1336	0.1186
FBgn0003979	347.8	75.2	0.0001	0.0512	0.001
FBgn0003980	363.7	140.3	0.0209	0.088	0.2378
FBgn0003984	1475.0	373.0	0.0075	0.0616	0.1221
FBgn0003997	943.4	286.6	0.0076	0.0489	0.1545
FBgn0004003	578.8	192.2	0.0089	0.0708	0.1263
FBgn0004034	1215.4	407.6	0.0033	0.0706	0.0471
FBgn0004045	1098.9	218.1	0.0037	0.0871	0.0424
FBgn0004047	1065.2	194.8	0.0165	0.2138	0.0773
FBgn0004049	2179.5	736.5	0.0052	0.0935	0.0554
FBgn0004050	1351.8	439.2	0.0083	0.1415	0.0588
FBgn0004052	225.2	44.8	0.0139	0.2696	0.0516
FBgn0004053	827.0	226.0	0.0259	0.1834	0.1414
FBgn0004054	559.8	196.2	0.0469	0.1324	0.3543
FBgn0004055	1088.5	375.5	0.0066	0.0908	0.0722
FBgn0004057	1386.7	185.3	0.0157	0.2603	0.0601
FBgn0004066	584.0	160.0	0.0052	0.1405	0.0368
FBgn0004087	423.0	123.0	0.0096	0.1483	0.0644
FBgn0004101	1068.3	278.7	0.0047	0.1069	0.0444
FBgn0004102	1273.0	353.0	0.0024	0.2074	0.0115
FBgn0004106	682.4	208.6	0.0001	0.0781	0.001
FBgn0004107	720.1	221.9	0.0042	0.1147	0.0366
FBgn0004108	1869.8	668.2	0.0011	0.0842	0.0129
FBgn0004110	993.6	251.4	0.0051	0.1251	0.0408
FBgn0004117	720.3	131.7	0.0	0.0419	0.001
FBgn0004118	1130.2	426.8	0.0001	0.06	0.001
FBgn0004132	448.7	91.3	0.0045	0.2416	0.0188
FBgn0004133	1483.3	427.7	0.0097	0.1588	0.061
FBgn0004143	497.3	141.7	0.0185	0.1534	0.1204
FBgn0004167	10222.9	2785.1	0.0023	0.1162	0.0196
FBgn0004168	1870.4	580.6	0.0258	0.1284	0.2009
FBgn0004169	831.9	359.1	0.0	0.0074	0.001
FBgn0004170	782.3	252.7	0.0104	0.099	0.1047
FBgn0004177	739.0	188.0	0.0001	0.0608	0.001
FBgn0004179	586.8	160.2	0.0321	0.1125	0.2853
FBgn0004181	790.9	310.1	0.0424	0.1106	0.3833
FBgn0004197	3223.8	997.2	0.0041	0.0741	0.0551
FBgn0004198	4556.9	1452.1	0.0238	0.1263	0.1888
FBgn0004227	1652.3	567.7	0.0119	0.0737	0.1617
FBgn0004228	211.4	37.6	0.0001	0.0531	0.001
FBgn0004237	877.3	268.7	0.0176	0.179	0.0982
FBgn0004242	1120.5	295.5	0.0854	0.2209	0.3864
FBgn0004244	1349.5	474.5	0.0174	0.1326	0.131
FBgn0004359	1015.0	242.0	0.0051	0.1365	0.0371
FBgn0004360	824.4	231.6	0.0012	0.1217	0.0101
FBgn0004362	285.4	50.6	0.0001	0.0922	0.001
FBgn0004363	668.9	177.1	0.0001	0.0504	0.001
FBgn0004367	5633.8	1917.2	0.0123	0.1608	0.0768
FBgn0004368	3901.4	1372.6	0.0073	0.1291	0.0566
FBgn0004369	3201.7	986.3	0.0029	0.0806	0.0354
FBgn0004370	4652.8	1311.2	0.0033	0.1371	0.024
FBgn0004372	1313.4	384.6	0.0355	0.1306	0.272
FBgn0004373	3636.1	1382.9	0.0078	0.0746	0.1041
FBgn0004374	2631.9	731.1	0.0078	0.121	0.0646
FBgn0004378	2525.2	672.8	0.0139	0.1402	0.0989
FBgn0004379	1903.2	520.8	0.0053	0.1351	0.0395
FBgn0004380	1630.4	400.6	0.0019	0.1639	0.0113
FBgn0004381	1802.3	549.7	0.0039	0.1701	0.0232
FBgn0004387	2935.0	860.0	0.0034	0.1223	0.0282
FBgn0004389	737.3	171.7	0.0082	0.1582	0.0517
FBgn0004390	2653.6	820.4	0.0088	0.1188	0.074
FBgn0004391	4522.8	1567.2	0.0152	0.118	0.1288
FBgn0004394	1954.0	707.0	0.0098	0.0726	0.1357
FBgn0004395	1594.2	421.8	0.0084	0.0581	0.1452
FBgn0004396	1193.0	346.0	0.006	0.0563	0.1064
FBgn0004397	2348.6	534.4	0.0001	0.1311	0.001
FBgn0004400	929.1	315.9	0.139	0.2008	0.6924
FBgn0004401	1665.1	482.9	0.006	0.099	0.061
FBgn0004406	2575.0	860.0	0.0099	0.1926	0.0512
FBgn0004407	787.5	295.5	0.0261	0.1636	0.1593
FBgn0004414	144.7	77.3	0.1666	0.2136	0.7798
FBgn0004419	1043.6	333.4	0.0019	0.0447	0.043
FBgn0004429	346.3	76.7	0.0121	0.3738	0.0324
FBgn0004431	327.5	98.5	0.0299	0.1157	0.2587
FBgn0004432	553.0	128.0	0.0036	0.1132	0.0322
FBgn0004435	860.6	327.4	0.0	0.0191	0.001
FBgn0004436	322.6	130.4	0.0001	0.0679	0.001
FBgn0004449	7857.2	2174.8	0.0076	0.1185	0.0645
FBgn0004456	2822.4	891.6	0.0149	0.1283	0.1163
FBgn0004463	2639.4	771.6	0.0015	0.1735	0.0088
FBgn0004465	965.1	285.9	0.0129	0.2111	0.0609
FBgn0004507	2140.6	391.4	0.0009	0.1094	0.0086
FBgn0004509	3381.5	1052.5	0.0084	0.0934	0.0902
FBgn0004510	1144.2	304.8	0.0161	0.1738	0.0927
FBgn0004511	1642.7	451.3	0.0024	0.1461	0.0167
FBgn0004512	2927.7	978.3	0.0035	0.109	0.032
FBgn0004513	2849.1	1056.9	0.0032	0.1667	0.0191
FBgn0004514	1466.8	336.2	0.0105	0.1525	0.0691
FBgn0004516	1233.7	296.3	0.0001	0.1132	0.001
FBgn0004552	183.2	53.8	0.0112	0.1297	0.0862
FBgn0004556	1563.1	497.9	0.0231	0.1124	0.2056
FBgn0004567	1002.6	350.4	0.0174	0.1549	0.1121
FBgn0004569	995.6	336.4	0.0072	0.1419	0.0506
FBgn0004573	1292.5	375.5	0.0008	0.1166	0.0068
FBgn0004574	1398.6	302.4	0.003	0.1232	0.0242
FBgn0004575	2178.9	761.1	0.0047	0.0677	0.0689
FBgn0004577	1520.5	549.5	0.0047	0.1498	0.0312
FBgn0004580	662.1	267.9	0.0001	0.0611	0.001
FBgn0004581	2925.7	704.3	0.0161	0.1588	0.1017
FBgn0004583	2982.9	1286.1	0.0061	0.082	0.0743
FBgn0004584	1538.1	561.9	0.0221	0.0813	0.2717
FBgn0004587	823.5	241.5	0.0001	0.0955	0.001
FBgn0004592	683.3	279.7	0.0869	0.1842	0.4719
FBgn0004594	223.5	70.5	0.0506	0.0792	0.6389
FBgn0004595	4209.6	1193.4	0.0155	0.1189	0.1304
FBgn0004597	641.1	159.9	0.0002	0.1797	0.001
FBgn0004598	3874.8	1156.2	0.0087	0.0692	0.1259
FBgn0004606	2864.2	723.8	0.0126	0.1342	0.0942
FBgn0004607	6555.7	2441.3	0.019	0.082	0.2317
FBgn0004611	3003.9	950.1	0.004	0.0791	0.0509
FBgn0004618	1618.1	403.9	0.0336	0.1973	0.1705
FBgn0004619	2202.6	767.4	0.0037	0.0967	0.038
FBgn0004620	2172.9	548.1	0.0032	0.1627	0.02
FBgn0004622	1401.2	287.8	0.0029	0.1373	0.0211
FBgn0004623	839.3	198.7	0.0001	0.0804	0.001
FBgn0004629	278.1	90.9	0.06	0.1824	0.329
FBgn0004635	872.5	192.5	0.0083	0.2191	0.0379
FBgn0004636	441.0	111.0	0.0001	0.0755	0.001
FBgn0004638	419.4	213.6	0.0	0.0235	0.001
FBgn0004643	1741.7	421.3	0.0104	0.1264	0.0826
FBgn0004644	1145.0	262.0	0.0117	0.128	0.0915
FBgn0004646	898.0	188.0	0.0022	0.1698	0.0132
FBgn0004647	6226.5	1858.5	0.0029	0.3498	0.0084
FBgn0004648	3244.1	1072.9	0.0088	0.1093	0.0803
FBgn0004649	4664.9	1266.1	0.0139	0.1495	0.0929
FBgn0004650	4483.5	1864.5	0.0255	0.0968	0.2631
FBgn0004652	2186.7	678.3	0.0032	0.0668	0.0483
FBgn0004654	1179.9	263.1	0.0061	0.1783	0.0341
FBgn0004655	3878.4	1326.6	0.0149	0.1008	0.1479
FBgn0004656	4449.0	1608.0	0.0149	0.0971	0.1539
FBgn0004657	2041.5	472.5	0.0269	0.1795	0.1499
FBgn0004666	1546.0	479.0	0.0104	0.0743	0.1403
FBgn0004687	389.5	69.5	0.0002	0.2455	0.001
FBgn0004698	2874.6	1007.4	0.0141	0.1116	0.1265
FBgn0004777	433.8	139.2	0.0072	0.0871	0.0822
FBgn0004778	349.0	104.0	0.0116	0.1188	0.0973
FBgn0004779	409.8	205.2	0.0126	0.1042	0.1206
FBgn0004784	1554.9	545.1	0.0051	0.1372	0.0374
FBgn0004795	2042.8	672.2	0.0055	0.0916	0.0597
FBgn0004797	1281.3	413.7	0.0016	0.166	0.0095
FBgn0004811	830.3	249.7	0.0227	0.1222	0.1855
FBgn0004832	748.1	139.9	0.0094	0.2126	0.0443
FBgn0004837	1353.2	425.8	0.0007	0.0962	0.0077
FBgn0004838	979.3	283.7	0.0031	0.0634	0.0491
FBgn0004839	2345.0	754.0	0.0061	0.1745	0.035
FBgn0004841	1304.0	355.0	0.0031	0.0841	0.0371
FBgn0004842	1231.4	322.6	0.0456	0.1354	0.3365
FBgn0004852	2984.8	951.2	0.0062	0.0956	0.0651
FBgn0004854	696.4	212.6	0.0133	0.1784	0.0743
FBgn0004855	328.9	58.1	0.0002	0.2204	0.001
FBgn0004856	1262.0	379.0	0.0048	0.0576	0.0835
FBgn0004858	1179.0	474.0	0.0034	0.0811	0.0425
FBgn0004859	3213.6	971.4	0.0275	0.1135	0.242
FBgn0004862	890.0	256.0	0.0091	0.1365	0.0668
FBgn0004863	798.9	215.1	0.0002	0.1504	0.001
FBgn0004864	2770.3	760.7	0.0059	0.1635	0.0359
FBgn0004865	2011.9	550.1	0.0134	0.0754	0.1781
FBgn0004867	623.2	177.8	0.0067	0.0694	0.0962
FBgn0004868	1097.0	232.0	0.0009	0.1195	0.0077
FBgn0004870	2169.8	728.2	0.0166	0.1456	0.1143
FBgn0004872	1879.4	649.6	0.0153	0.1356	0.1126
FBgn0004875	4234.2	1540.8	0.0072	0.0882	0.0818
FBgn0004876	2657.5	981.5	0.0053	0.0771	0.0692
FBgn0004878	1884.0	471.0	0.0103	0.1522	0.0679
FBgn0004882	2068.2	643.8	0.0173	0.1046	0.1651
FBgn0004885	3466.9	925.1	0.0058	0.1717	0.034
FBgn0004888	793.8	190.2	0.0001	0.0707	0.001
FBgn0004889	1219.3	277.7	0.0008	0.0562	0.0147
FBgn0004892	1272.6	455.4	0.0081	0.0795	0.1024
FBgn0004893	1547.1	684.9	0.0032	0.1151	0.0282
FBgn0004895	868.1	226.9	0.0189	0.1856	0.1016
FBgn0004896	1068.1	299.9	0.0076	0.133	0.0573
FBgn0004897	869.8	246.2	0.0046	0.0958	0.0479
FBgn0004898	604.0	209.0	0.0033	0.132	0.0249
FBgn0004901	1205.1	429.9	0.0051	0.1201	0.0428
FBgn0004903	1026.6	359.4	0.0245	0.0985	0.2487
FBgn0004907	574.5	169.5	0.024	0.2132	0.1127
FBgn0004908	404.1	147.9	0.0076	0.1734	0.044
FBgn0004910	405.0	174.0	0.0	0.0057	0.001
FBgn0004913	2198.4	741.6	0.0215	0.1316	0.1635
FBgn0004915	699.7	245.3	0.0001	0.0906	0.001
FBgn0004919	1330.0	458.0	0.0145	0.081	0.179
FBgn0004921	176.7	33.3	0.0057	0.4679	0.0123
FBgn0004924	2412.5	500.5	0.0185	0.1366	0.1355
FBgn0004926	747.2	188.8	0.0068	0.0483	0.1408
FBgn0004956	976.6	259.4	0.0084	0.168	0.0498
FBgn0004957	1243.6	331.4	0.0206	0.1265	0.1631
FBgn0004959	1337.9	375.1	0.0137	0.149	0.0917
FBgn0005198	4209.1	1331.9	0.0053	0.1422	0.0375
FBgn0005278	922.5	301.5	0.0022	0.1106	0.02
FBgn0005322	837.7	269.3	0.0121	0.0557	0.2177
FBgn0005355	1094.4	309.6	0.0056	0.2081	0.027
FBgn0005386	4922.4	1755.6	0.0114	0.1197	0.095
FBgn0005390	4003.3	1504.7	0.0213	0.0994	0.2142
FBgn0005391	1094.2	231.8	0.0065	0.0948	0.069
FBgn0005411	946.8	301.2	0.0053	0.1145	0.0464
FBgn0005427	1641.0	630.0	0.0115	0.085	0.135
FBgn0005533	315.7	77.3	0.0	0.0453	0.001
FBgn0005536	2774.4	951.6	0.008	0.0716	0.1118
FBgn0005558	1909.1	784.9	0.0122	0.0662	0.1849
FBgn0005561	1915.0	605.0	0.0213	0.0849	0.2504
FBgn0005564	1381.1	316.9	0.0037	0.0892	0.041
FBgn0005585	978.7	239.3	0.001	0.0741	0.0141
FBgn0005586	528.8	131.2	0.0001	0.1158	0.001
FBgn0005590	931.0	269.0	0.0131	0.1174	0.1118
FBgn0005593	634.4	121.6	0.006	0.0916	0.066
FBgn0005596	2545.4	751.6	0.0128	0.0884	0.1445
FBgn0005612	1572.0	435.0	0.0124	0.051	0.2427
FBgn0005613	1834.8	511.2	0.0055	0.1446	0.0381
FBgn0005614	2502.7	710.3	0.004	0.1013	0.0397
FBgn0005616	1727.3	549.7	0.0461	0.1673	0.2756
FBgn0005617	2305.9	799.1	0.0403	0.0926	0.4355
FBgn0005619	1958.0	583.0	0.0078	0.1321	0.0588
FBgn0005624	3380.5	1392.5	0.0117	0.0969	0.1205
FBgn0005626	1414.2	322.8	0.0022	0.0816	0.0264
FBgn0005631	3110.6	1074.4	0.0023	0.1156	0.0196
FBgn0005633	344.7	201.3	0.0	0.0154	0.001
FBgn0005636	1601.4	510.6	0.0303	0.1385	0.2188
FBgn0005638	1129.7	166.3	0.0489	0.4474	0.1094
FBgn0005640	1242.0	324.0	0.0197	0.075	0.2627
FBgn0005642	1927.5	679.5	0.0047	0.094	0.0502
FBgn0005648	526.6	145.4	0.0077	0.1576	0.0489
FBgn0005649	1074.3	335.7	0.0019	0.092	0.0205
FBgn0005654	1611.9	551.1	0.0088	0.1368	0.0645
FBgn0005655	630.1	149.9	0.0016	0.1224	0.0132
FBgn0005658	1141.8	328.2	0.0036	0.1092	0.0328
FBgn0005659	1224.9	329.1	0.005	0.1267	0.0396
FBgn0005660	1107.8	317.2	0.0166	0.1118	0.1487
FBgn0005664	1070.6	336.4	0.0136	0.1541	0.0879
FBgn0005666	20143.3	6655.7	0.0111	0.103	0.1078
FBgn0005670	1266.8	269.2	0.004	0.1587	0.025
FBgn0005671	1128.2	341.8	0.0009	0.0447	0.0201
FBgn0005672	542.4	159.6	0.0037	0.1402	0.0265
FBgn0005674	3873.9	1262.1	0.0092	0.1113	0.0827
FBgn0005677	2435.7	798.3	0.0012	0.0634	0.0197
FBgn0005683	1277.9	432.1	0.0361	0.159	0.227
FBgn0005694	941.8	414.2	0.0054	0.0846	0.0644
FBgn0005695	1322.8	384.2	0.0023	0.1299	0.0177
FBgn0005696	1377.9	449.1	0.0185	0.1609	0.1147
FBgn0005771	1113.4	497.6	0.0037	0.0676	0.0548
FBgn0005775	1647.1	422.9	0.0037	0.13	0.0287
FBgn0005777	1214.0	346.0	0.0066	0.073	0.0903
FBgn0005778	785.0	247.0	0.0065	0.136	0.0475
FBgn0005779	737.0	268.0	0.0271	0.1703	0.159
FBgn0008635	2342.4	549.6	0.0009	0.1336	0.0065
FBgn0008636	933.6	290.4	0.0033	0.0871	0.0378
FBgn0008646	1182.6	386.4	0.0051	0.088	0.0582
FBgn0010015	1503.7	362.3	0.0027	0.0855	0.0317
FBgn0010019	1308.9	359.1	0.0008	0.1128	0.0068
FBgn0010038	524.6	120.4	0.0136	0.2303	0.0589
FBgn0010044	518.7	117.3	0.0094	0.2078	0.0451
FBgn0010051	6566.5	1944.5	0.0028	0.1554	0.018
FBgn0010052	1273.1	463.9	0.0153	0.1152	0.1331
FBgn0010053	1104.5	317.5	0.0111	0.1639	0.0678
FBgn0010078	322.2	97.8	0.0	0.0317	0.001
FBgn0010097	1086.8	284.2	0.0001	0.1478	0.001
FBgn0010100	1855.8	505.2	0.0022	0.1173	0.0186
FBgn0010105	812.1	297.9	0.0064	0.0447	0.1425
FBgn0010109	1022.8	282.2	0.0039	0.1344	0.0291
FBgn0010113	2551.4	601.6	0.0133	0.1133	0.1176
FBgn0010114	2285.5	585.5	0.0022	0.0811	0.0273
FBgn0010173	1357.4	451.6	0.0037	0.0812	0.0461
FBgn0010194	2294.0	706.0	0.0049	0.091	0.0534
FBgn0010197	2652.2	920.8	0.0046	0.1504	0.0304
FBgn0010213	563.2	87.8	0.0036	0.109	0.0335
FBgn0010220	1166.9	396.1	0.0148	0.1345	0.1102
FBgn0010222	716.3	210.7	0.0086	0.1379	0.0626
FBgn0010223	970.9	226.1	0.0358	0.282	0.127
FBgn0010225	1779.2	614.8	0.0173	0.0999	0.173
FBgn0010226	590.6	156.4	0.0121	0.0332	0.3661
FBgn0010228	296.2	36.8	0.0001	0.1175	0.001
