gene	YN00_dN	YN00_dS	YN00_w	NG86_dN	NG86_dS	NG86_w
FBgn0002723	0.0049	0.0969	0.0509	0.005	0.0925	0.054
FBgn0002732	0.0058	0.0946	0.0615	0.0062	0.0701	0.0883
FBgn0002733	0.0044	0.1023	0.0429	0.0045	0.0891	0.0509
FBgn0002734	-0.0	0.1349	0.0	0.0	0.1404	-1.0
FBgn0002735	0.0021	0.0644	0.0321	0.0021	0.0573	0.0372
FBgn0002736	-0.0	0.121	0.0	0.0	0.0826	-1.0
FBgn0002772	0.0028	0.0273	0.104	0.0028	0.0296	0.0934
FBgn0002773	-0.0	0.0061	0.0	0.0	0.0065	-1.0
FBgn0002774	0.0203	0.1044	0.1941	0.0199	0.1089	0.183
FBgn0002775	0.0196	0.102	0.1922	0.0202	0.0933	0.217
FBgn0002778	0.0018	0.0903	0.0201	0.0027	0.0877	0.0308
FBgn0002780	0.0271	0.1498	0.1809	0.0265	0.1625	0.1632
FBgn0002783	0.007	0.1083	0.0643	0.0069	0.1094	0.0631
FBgn0002787	-0.0	0.131	0.0	0.0	0.1027	-1.0
FBgn0002789	0.0064	0.0679	0.0936	0.0071	0.0398	0.1793
FBgn0002791	0.0066	0.0942	0.0701	0.0065	0.1014	0.0637
FBgn0002838	0.0336	0.1297	0.2591	0.0324	0.1422	0.2278
FBgn0002842	0.0464	0.126	0.3685	0.0446	0.1413	0.3159
FBgn0002855	0.1677	0.1642	1.0214	0.1579	0.1898	0.8319
FBgn0002856	0.0354	0.1557	0.2276	0.0358	0.1499	0.2386
FBgn0002863	0.0385	0.1839	0.2096	0.0363	0.2139	0.1695
FBgn0002868	0.0096	-0.0	99.0	0.0107	0.0	-1.0
FBgn0002872	0.0496	0.0956	0.5195	0.0473	0.1102	0.4291
FBgn0002878	0.0164	0.1164	0.1412	0.0166	0.117	0.1421
FBgn0002887	0.0123	0.1031	0.1189	0.0121	0.1089	0.1114
FBgn0002891	0.0229	0.1347	0.1704	0.023	0.1345	0.1712
FBgn0002899	0.0129	0.1408	0.092	0.0127	0.1532	0.0832
FBgn0002901	0.0159	0.1255	0.1266	0.0149	0.1508	0.0991
FBgn0002905	0.0348	0.1317	0.2639	0.0346	0.1334	0.2594
FBgn0002906	0.0205	0.1549	0.1327	0.0205	0.1603	0.1278
FBgn0002909	0.0303	0.152	0.1991	0.0287	0.1799	0.1598
FBgn0002914	0.0177	0.093	0.1907	0.018	0.0869	0.2069
FBgn0002917	0.0024	0.1136	0.0209	0.0024	0.112	0.0212
FBgn0002921	0.0053	0.0936	0.0564	0.0062	0.0721	0.0864
FBgn0002922	0.0205	0.1431	0.143	0.0212	0.1221	0.1736
FBgn0002924	0.0153	0.16	0.0955	0.0172	0.1266	0.1356
FBgn0002926	0.02	0.1357	0.1471	0.0198	0.1437	0.138
FBgn0002930	0.0395	0.184	0.2149	0.0429	0.1287	0.3336
FBgn0002931	0.018	0.0537	0.3358	0.0162	0.0702	0.2309
FBgn0002932	0.0034	0.106	0.0325	0.0035	0.0988	0.0354
FBgn0002936	0.0017	0.1328	0.0128	0.0018	0.0945	0.0195
FBgn0002937	0.0112	0.168	0.0669	0.0114	0.157	0.0725
FBgn0002938	0.0031	0.153	0.0201	0.0032	0.1333	0.0237
FBgn0002939	0.0118	0.09	0.1309	0.011	0.112	0.098
FBgn0002940	0.0011	0.081	0.0134	0.0012	0.0594	0.0197
FBgn0002941	0.0052	0.119	0.0435	0.0051	0.1243	0.0409
FBgn0002945	0.0045	0.0772	0.0585	0.0047	0.0653	0.072
FBgn0002948	0.0287	0.1275	0.2254	0.0286	0.132	0.2166
FBgn0002962	0.037	0.0772	0.4793	0.0352	0.0873	0.4037
FBgn0002973	0.0025	0.0618	0.0403	0.0024	0.066	0.0367
FBgn0002985	0.0081	0.0881	0.0925	0.0078	0.101	0.077
FBgn0002989	0.0043	0.1456	0.0298	0.0045	0.126	0.0356
FBgn0003002	0.0007	0.1908	0.0034	0.0007	0.1256	0.0057
FBgn0003008	-0.0	0.0944	0.0	0.0	0.0836	-1.0
FBgn0003009	0.031	0.2039	0.1522	0.0314	0.1913	0.1642
FBgn0003011	0.0018	0.1797	0.0097	0.0027	0.153	0.0177
FBgn0003015	0.0317	0.1062	0.2983	0.0315	0.1075	0.2926
FBgn0003016	0.005	0.0948	0.0525	0.0051	0.0884	0.0573
FBgn0003023	0.0413	0.106	0.3897	0.041	0.1096	0.3738
FBgn0003034	0.0353	0.087	0.4057	0.0325	0.1099	0.2956
FBgn0003041	0.0042	0.0977	0.0435	0.004	0.1146	0.035
FBgn0003042	0.0086	0.12	0.0718	0.0089	0.1029	0.0869
FBgn0003044	0.0088	0.0939	0.0939	0.0087	0.1018	0.0853
FBgn0003046	0.0023	0.1632	0.0143	0.0024	0.139	0.0176
FBgn0003048	0.0109	0.0822	0.1321	0.0106	0.0893	0.1183
FBgn0003060	0.0377	0.2843	0.1328	0.0285	0.5397	0.0529
FBgn0003062	-0.0	0.0551	0.0	0.0	0.0666	-1.0
FBgn0003065	0.0085	0.1208	0.0704	0.0075	0.1591	0.0472
FBgn0003067	0.0053	0.1161	0.0456	0.0054	0.1036	0.0525
FBgn0003068	0.0187	0.2376	0.0788	0.0212	0.1644	0.129
FBgn0003071	0.009	0.1261	0.0711	0.0098	0.105	0.0929
FBgn0003074	0.0007	0.0935	0.0078	0.0008	0.0686	0.0114
FBgn0003076	0.0008	0.1428	0.0056	0.0016	0.1425	0.011
FBgn0003079	-0.0	0.0733	0.0	0.0	0.0892	-1.0
FBgn0003082	0.0155	0.1436	0.1078	0.0147	0.1688	0.087
FBgn0003087	0.0295	0.1194	0.2466	0.0285	0.1317	0.2167
FBgn0003091	0.0007	0.0951	0.007	0.0006	0.1134	0.0055
FBgn0003093	0.0022	0.1115	0.0195	0.0023	0.0787	0.0298
FBgn0003114	0.0112	0.1673	0.0669	0.0103	0.209	0.0494
FBgn0003116	0.0071	0.0752	0.0943	0.0071	0.0866	0.0824
FBgn0003117	0.0138	0.17	0.0811	0.0152	0.1557	0.0975
FBgn0003118	0.0078	0.1093	0.071	0.0078	0.1029	0.0762
FBgn0003124	0.0084	0.1241	0.0674	0.0095	0.0852	0.1109
FBgn0003129	0.0012	0.0653	0.0183	0.0012	0.0638	0.0188
FBgn0003130	0.0032	0.1056	0.0304	0.0032	0.1084	0.0293
FBgn0003134	-0.0	0.083	0.0	0.0	0.0876	-1.0
FBgn0003137	0.0153	0.146	0.1051	0.0155	0.145	0.107
FBgn0003139	0.0149	0.2162	0.0691	0.0174	0.1366	0.1273
FBgn0003140	0.0513	0.2034	0.2524	0.0494	0.2329	0.212
FBgn0003141	-0.0	0.1564	0.0	0.0	0.1442	-1.0
FBgn0003145	0.0029	0.1101	0.0263	0.0029	0.108	0.0269
FBgn0003149	0.0018	0.0588	0.0299	0.002	0.0325	0.0614
FBgn0003159	0.0358	0.0724	0.494	0.0335	0.0861	0.3889
FBgn0003162	0.0041	0.0721	0.0564	0.0041	0.0711	0.0575
FBgn0003165	0.0034	0.0626	0.0548	0.0032	0.0752	0.0426
FBgn0003169	0.0034	0.0963	0.035	0.0034	0.0969	0.0346
FBgn0003174	0.0082	0.1343	0.0607	0.0088	0.1232	0.0716
FBgn0003175	0.0071	0.0952	0.075	0.0071	0.1008	0.0702
FBgn0003187	0.0097	0.1316	0.0736	0.01	0.1231	0.0814
FBgn0003189	0.0098	0.1503	0.0654	0.0103	0.1316	0.0784
FBgn0003204	0.0033	0.1106	0.0295	0.0035	0.1021	0.0339
FBgn0003205	-0.0	0.061	0.0	0.0	0.063	-1.0
FBgn0003206	-0.0	0.0752	0.0	0.0	0.0593	-1.0
FBgn0003209	0.0096	0.0867	0.1102	0.0098	0.0832	0.1178
FBgn0003210	0.0064	0.1461	0.0439	0.0067	0.1358	0.0491
FBgn0003218	0.0023	0.0941	0.0245	0.0024	0.0835	0.0285
FBgn0003227	0.0196	0.1255	0.1561	0.0196	0.1425	0.1377
FBgn0003231	0.0279	0.0885	0.3157	0.0275	0.0919	0.2996
FBgn0003248	0.0055	0.1397	0.039	0.0057	0.1132	0.0506
FBgn0003249	0.0033	0.1167	0.0283	0.0035	0.0953	0.0364
FBgn0003250	-0.0	0.1845	0.0	0.0	0.1347	-1.0
FBgn0003254	0.0133	0.1258	0.1053	0.0139	0.1062	0.1304
FBgn0003255	0.0057	0.1218	0.047	0.0057	0.1308	0.0438
FBgn0003257	0.0042	0.1872	0.0224	0.0045	0.137	0.0329
FBgn0003267	0.0112	0.1445	0.0774	0.0115	0.1278	0.09
FBgn0003268	0.0071	0.1499	0.0475	0.0077	0.135	0.0568
FBgn0003270	0.006	0.1488	0.0404	0.0066	0.0953	0.0692
FBgn0003274	0.0037	0.0436	0.0858	0.0039	0.0369	0.1064
FBgn0003275	-0.0	0.2479	0.0	0.0	0.1995	-1.0
FBgn0003277	0.0007	0.091	0.0077	0.0009	0.0909	0.0103
FBgn0003278	0.0042	0.1297	0.0321	0.0046	0.1211	0.038
FBgn0003279	0.003	0.079	0.038	0.0034	0.0496	0.0682
FBgn0003285	0.0212	0.1913	0.1108	0.0232	0.1478	0.1569
FBgn0003292	0.0136	0.1467	0.0924	0.0138	0.1412	0.0978
FBgn0003295	0.0141	0.1179	0.1194	0.0134	0.1327	0.1012
FBgn0003300	0.0033	0.0911	0.0359	0.0035	0.0707	0.0496
FBgn0003301	0.0115	0.1474	0.0783	0.0126	0.128	0.0984
FBgn0003302	0.0523	0.1172	0.4459	0.0507	0.1257	0.4038
FBgn0003308	0.0026	0.1681	0.0155	0.0026	0.1561	0.017
FBgn0003310	0.0056	0.0832	0.0675	0.0059	0.0674	0.0881
FBgn0003312	0.0078	0.0629	0.1246	0.0082	0.0628	0.13
FBgn0003313	0.0402	0.1645	0.2443	0.0383	0.183	0.2093
FBgn0003317	0.0061	0.0806	0.076	0.006	0.0848	0.071
FBgn0003319	0.0088	0.0552	0.1593	0.0093	0.046	0.2016
FBgn0003321	0.0292	0.1359	0.2152	0.029	0.1374	0.2111
FBgn0003326	0.0059	0.1202	0.0492	0.006	0.1085	0.0557
FBgn0003330	0.0019	0.1374	0.0139	0.002	0.1087	0.0186
FBgn0003334	0.0087	0.1057	0.082	0.0089	0.1045	0.0849
FBgn0003339	0.0021	0.1335	0.0158	0.0021	0.1306	0.0161
FBgn0003345	-0.0	0.0458	0.0	0.0	0.062	-1.0
FBgn0003346	0.0481	0.1131	0.4255	0.0462	0.1269	0.3638
FBgn0003353	0.0026	0.098	0.0261	0.0025	0.1003	0.0252
FBgn0003360	-0.0	0.0257	0.0	0.0	0.0235	-1.0
FBgn0003366	0.0122	0.1751	0.0698	0.0134	0.1632	0.082
FBgn0003371	0.0068	0.104	0.0654	0.0067	0.1054	0.0639
FBgn0003373	0.2569	0.4472	0.5745	0.2117	0.6854	0.3089
FBgn0003380	0.0787	0.2003	0.3928	0.0823	0.1824	0.4511
FBgn0003382	0.008	0.1132	0.0703	0.0079	0.1165	0.068
FBgn0003386	0.0036	0.0406	0.0882	0.0036	0.0397	0.0906
FBgn0003388	0.0017	0.1167	0.0142	0.0016	0.1198	0.0137
FBgn0003390	0.0088	0.1564	0.0562	0.01	0.1046	0.0954
FBgn0003391	0.0016	0.2079	0.0079	0.0017	0.1665	0.0104
FBgn0003392	0.0005	0.0858	0.0057	0.0005	0.0797	0.0063
FBgn0003396	0.0105	0.0639	0.164	0.0099	0.0754	0.1315
FBgn0003401	0.0258	0.1226	0.2103	0.0258	0.1231	0.2093
FBgn0003410	0.0013	0.1019	0.0127	0.0014	0.0712	0.0199
FBgn0003411	0.0046	0.1105	0.0415	0.0047	0.0994	0.0473
FBgn0003415	0.0121	0.0891	0.1356	0.0121	0.096	0.1265
FBgn0003416	0.0032	0.2067	0.0155	0.0037	0.2078	0.0177
FBgn0003423	0.017	0.1389	0.1228	0.0205	0.11	0.1861
FBgn0003429	0.0116	0.1011	0.1145	0.0121	0.0987	0.1228
FBgn0003430	0.0066	0.1452	0.0452	0.0066	0.1358	0.0489
FBgn0003435	0.0048	0.0366	0.1315	0.0048	0.0373	0.1285
FBgn0003444	0.0054	0.1513	0.0355	0.0055	0.1385	0.0394
FBgn0003447	0.0008	0.1233	0.0066	0.0009	0.0986	0.0087
FBgn0003448	0.0022	0.0748	0.0293	0.0023	0.0667	0.0339
FBgn0003449	0.0056	0.2958	0.0189	0.0059	0.2103	0.0283
FBgn0003450	0.0053	0.133	0.0399	0.0051	0.1479	0.0344
FBgn0003459	0.063	0.0961	0.6553	0.0612	0.104	0.5883
FBgn0003460	0.0064	0.0942	0.0679	0.0064	0.0914	0.0699
FBgn0003462	-0.0	0.0822	0.0	0.0	0.0754	-1.0
FBgn0003463	0.0028	0.1089	0.026	0.003	0.0899	0.0331
FBgn0003464	0.0066	0.1157	0.0574	0.0073	0.0925	0.0787
FBgn0003475	0.0036	0.1172	0.0309	0.0039	0.0888	0.0436
FBgn0003479	0.0026	0.1632	0.0161	0.0026	0.1581	0.0166
FBgn0003480	0.0054	0.1557	0.0348	0.0066	0.1623	0.0406
FBgn0003482	0.0152	0.1208	0.1258	0.0156	0.1191	0.1311
FBgn0003483	0.0304	0.1246	0.244	0.0304	0.1279	0.2374
FBgn0003495	0.0317	0.1552	0.2041	0.033	0.1337	0.2469
FBgn0003499	0.0054	0.1131	0.0478	0.0053	0.1194	0.0447
FBgn0003502	0.0022	0.0726	0.0306	0.0022	0.0711	0.0314
FBgn0003507	0.0295	0.0991	0.2976	0.0296	0.1037	0.2852
FBgn0003510	0.0145	0.1196	0.1213	0.0143	0.123	0.1161
FBgn0003511	0.0066	0.184	0.0358	0.0072	0.1137	0.0631
FBgn0003512	0.008	0.2025	0.0396	0.0089	0.1114	0.0798
FBgn0003513	0.0017	0.091	0.019	0.0017	0.0878	0.0199
FBgn0003514	-0.0	0.1197	0.0	0.0	0.082	-1.0
FBgn0003515	0.0013	0.1412	0.0095	0.0013	0.1423	0.0093
FBgn0003517	-0.0	0.1235	0.0	0.0	0.0745	-1.0
FBgn0003520	0.0128	0.0926	0.1382	0.0125	0.1004	0.1241
FBgn0003525	0.0043	0.1	0.0433	0.0045	0.082	0.0555
FBgn0003527	0.0206	0.091	0.2265	0.0193	0.108	0.1788
FBgn0003545	0.0021	0.1614	0.0129	0.0021	0.1589	0.0131
FBgn0003557	0.0014	0.1167	0.0116	0.0014	0.1061	0.013
FBgn0003559	0.0039	0.1133	0.0344	0.004	0.0996	0.0403
FBgn0003567	0.0116	0.1536	0.0754	0.0116	0.1532	0.0757
FBgn0003575	0.0249	0.0897	0.2771	0.0246	0.0935	0.2628
FBgn0003598	0.0404	0.1112	0.3632	0.041	0.1073	0.3822
FBgn0003607	0.0165	0.1418	0.116	0.0169	0.1234	0.1373
FBgn0003612	0.0697	0.168	0.4149	0.0727	0.1529	0.4759
FBgn0003638	0.015	0.1373	0.109	0.0152	0.1275	0.1196
FBgn0003651	-0.0	0.0681	0.0	0.0	0.0587	-1.0
FBgn0003655	0.0341	0.1348	0.253	0.0341	0.1341	0.2541
FBgn0003656	0.0089	0.1402	0.0632	0.0095	0.1239	0.0767
FBgn0003660	0.0026	0.1311	0.0196	0.0028	0.0811	0.0351
FBgn0003676	-0.0	0.1294	0.0	0.0	0.1131	-1.0
FBgn0003687	0.0012	0.0725	0.0165	0.0012	0.063	0.0197
FBgn0003701	0.0293	0.1271	0.2307	0.0277	0.1521	0.182
FBgn0003710	0.0035	0.1382	0.0253	0.0039	0.0861	0.0449
FBgn0003714	0.0707	0.2933	0.241	0.0815	0.1784	0.4571
FBgn0003716	0.0032	0.1112	0.0288	0.0031	0.1241	0.0247
FBgn0003719	0.0117	0.1436	0.0813	0.0112	0.1683	0.0665
FBgn0003720	0.0009	0.1304	0.0073	0.001	0.1174	0.0082
FBgn0003721	0.1037	0.3004	0.3454	0.1115	0.2406	0.4633
FBgn0003731	0.002	0.1946	0.0103	0.0024	0.1398	0.0175
FBgn0003733	0.0148	0.1654	0.0896	0.0152	0.1661	0.0913
FBgn0003741	0.0358	0.1282	0.2795	0.0354	0.1545	0.2291
FBgn0003742	0.0313	0.1096	0.2859	0.0294	0.1287	0.2286
FBgn0003744	-0.0	0.0878	0.0	0.0	0.0744	-1.0
FBgn0003747	0.019	0.223	0.0854	0.0202	0.204	0.0992
FBgn0003748	0.0177	0.1266	0.1398	0.0197	0.0984	0.2005
FBgn0003751	0.0037	0.1078	0.0343	0.0037	0.1097	0.0335
FBgn0003861	0.0039	0.0797	0.0491	0.0038	0.0876	0.0432
FBgn0003862	0.012	0.1084	0.1106	0.0115	0.1239	0.093
FBgn0003865	0.0035	0.1863	0.0188	0.0035	0.1811	0.0193
FBgn0003866	0.0076	0.0772	0.0982	0.0074	0.0813	0.0915
FBgn0003867	0.004	0.1499	0.0264	0.0043	0.1563	0.0278
FBgn0003870	0.0104	0.101	0.1031	0.0103	0.1014	0.102
FBgn0003882	0.0151	0.0812	0.1862	0.0144	0.0933	0.1539
FBgn0003884	-0.0	0.0917	0.0	0.0	0.0742	-1.0
FBgn0003886	-0.0	0.0839	0.0	0.0	0.0811	-1.0
FBgn0003888	0.0017	0.1038	0.0162	0.0019	0.0513	0.0375
FBgn0003889	-0.0	0.2059	0.0	0.0	0.1675	-1.0
FBgn0003890	0.0017	0.127	0.0134	0.0019	0.0722	0.0264
FBgn0003891	0.0229	0.0916	0.2503	0.0222	0.1027	0.2163
FBgn0003892	0.0019	0.1382	0.0138	0.0021	0.0961	0.0215
FBgn0003896	-0.0	0.0295	0.0	0.0	0.0355	-1.0
FBgn0003900	0.0082	0.1575	0.0521	0.0088	0.1116	0.0789
FBgn0003941	-0.0	0.0478	0.0	0.0	0.0341	-1.0
FBgn0003942	-0.0	0.0186	0.0	0.0	0.0191	-1.0
FBgn0003950	0.0484	0.1046	0.4622	0.0478	0.1085	0.4406
FBgn0003961	0.0063	0.1174	0.0535	0.0062	0.1223	0.0504
FBgn0003963	0.0294	0.096	0.3058	0.0287	0.1046	0.2748
FBgn0003964	0.0016	0.1106	0.0149	0.0017	0.087	0.02
FBgn0003965	0.0011	0.1784	0.0061	0.0012	0.1431	0.0081
FBgn0003969	-0.0	0.0831	0.0	0.0	0.0891	-1.0
FBgn0003975	0.0029	0.0559	0.0526	0.003	0.0542	0.0547
FBgn0003977	0.012	0.1783	0.0674	0.0131	0.1488	0.0877
FBgn0003978	0.0156	0.1359	0.1146	0.0171	0.1188	0.144
FBgn0003979	-0.0	0.0504	0.0	0.0	0.0358	-1.0
FBgn0003980	0.0203	0.0841	0.242	0.0207	0.0855	0.2418
FBgn0003984	0.0072	0.0697	0.1038	0.0076	0.0547	0.1395
FBgn0003997	0.0074	0.0492	0.1499	0.0076	0.044	0.1727
FBgn0004003	0.008	0.0956	0.0839	0.0085	0.0752	0.1134
FBgn0004034	0.0032	0.0757	0.0425	0.0033	0.0727	0.0447
FBgn0004045	0.0037	0.0819	0.0447	0.004	0.0579	0.0684
FBgn0004047	0.016	0.239	0.0671	0.0195	0.1246	0.1568
FBgn0004049	0.0055	0.0778	0.0701	0.0054	0.0953	0.0572
FBgn0004050	0.0078	0.1647	0.0476	0.0081	0.1448	0.0556
FBgn0004052	0.0154	0.1807	0.0852	0.0169	0.1969	0.0859
FBgn0004053	0.0271	0.1475	0.1835	0.0268	0.1595	0.1678
FBgn0004054	0.0468	0.1276	0.3668	0.0448	0.1462	0.3064
FBgn0004055	0.0066	0.0873	0.075	0.0063	0.0964	0.0657
FBgn0004057	0.0156	0.2612	0.0597	0.0188	0.1148	0.164
FBgn0004066	0.0051	0.1412	0.0359	0.0053	0.1163	0.0456
FBgn0004087	0.0095	0.1436	0.0664	0.0095	0.1415	0.0675
FBgn0004101	0.0047	0.1032	0.0457	0.0049	0.0866	0.057
FBgn0004102	0.0024	0.2171	0.0108	0.0024	0.1791	0.0136
FBgn0004106	-0.0	0.0852	0.0	0.0	0.078	-1.0
FBgn0004107	0.0043	0.0987	0.0441	0.0042	0.1117	0.0374
FBgn0004108	0.0011	0.0846	0.0127	0.001	0.0897	0.0117
FBgn0004110	0.0049	0.1364	0.0362	0.0053	0.1014	0.0521
FBgn0004117	-0.0	0.0524	0.0	0.0	0.0325	-1.0
FBgn0004118	-0.0	0.0588	0.0	0.0	0.0725	-1.0
FBgn0004132	0.0046	0.2212	0.0209	0.0048	0.1848	0.026
FBgn0004133	0.0094	0.1703	0.0552	0.0097	0.144	0.0677
FBgn0004143	0.0185	0.1452	0.1274	0.019	0.1304	0.1456
FBgn0004167	0.0023	0.1164	0.0194	0.0024	0.1072	0.0223
FBgn0004168	0.0253	0.1292	0.1961	0.0265	0.1159	0.2291
FBgn0004169	-0.0	0.0101	0.0	0.0	0.0126	-1.0
FBgn0004170	0.0101	0.1077	0.0934	0.0114	0.0967	0.1184
FBgn0004177	-0.0	0.0635	0.0	0.0	0.0522	-1.0
FBgn0004179	0.0307	0.1271	0.2418	0.0338	0.0974	0.3467
FBgn0004181	0.0418	0.108	0.3868	0.0421	0.1067	0.3944
FBgn0004197	0.004	0.0785	0.0507	0.0041	0.0704	0.0583
FBgn0004198	0.0235	0.1269	0.1854	0.0246	0.1234	0.1993
FBgn0004227	0.0118	0.0744	0.159	0.0117	0.083	0.1409
FBgn0004228	-0.0	0.0407	0.0	0.0	0.0378	-1.0
FBgn0004237	0.0176	0.1617	0.1091	0.0185	0.1829	0.1012
FBgn0004242	0.0849	0.2073	0.4094	0.0899	0.1758	0.5113
FBgn0004244	0.0171	0.1329	0.129	0.019	0.1286	0.1477
FBgn0004359	0.005	0.1377	0.0364	0.0059	0.1004	0.0583
FBgn0004360	0.0012	0.1216	0.0099	0.0012	0.1067	0.0117
FBgn0004362	-0.0	0.0866	0.0	0.0	0.0577	-1.0
FBgn0004363	-0.0	0.0495	0.0	0.0	0.0453	-1.0
FBgn0004367	0.0123	0.1561	0.0788	0.0123	0.169	0.0729
FBgn0004368	0.0072	0.1296	0.0556	0.0071	0.1373	0.0519
FBgn0004369	0.0028	0.084	0.0332	0.0028	0.0792	0.0357
FBgn0004370	0.0032	0.1493	0.0213	0.0036	0.1241	0.0289
FBgn0004372	0.0345	0.1409	0.2449	0.0355	0.1257	0.2821
FBgn0004373	0.0078	0.0712	0.1094	0.0074	0.0833	0.0885
FBgn0004374	0.0077	0.1266	0.0605	0.0083	0.1044	0.0799
FBgn0004378	0.0136	0.147	0.0926	0.0143	0.1271	0.1125
FBgn0004379	0.0051	0.1581	0.0324	0.0054	0.1256	0.0429
FBgn0004380	0.002	0.1309	0.0149	0.0026	0.1342	0.0191
FBgn0004381	0.004	0.1653	0.0239	0.0045	0.1642	0.0273
FBgn0004387	0.0034	0.1226	0.0278	0.0035	0.1157	0.0299
FBgn0004389	0.008	0.1695	0.0471	0.0087	0.1149	0.0758
FBgn0004390	0.0085	0.1307	0.065	0.0087	0.1167	0.0745
FBgn0004391	0.015	0.1187	0.1262	0.0152	0.1192	0.1276
FBgn0004394	0.0101	0.0662	0.1522	0.0095	0.079	0.1197
FBgn0004395	0.0081	0.0668	0.121	0.0086	0.0546	0.1583
FBgn0004396	0.006	0.0539	0.1117	0.006	0.0529	0.1138
FBgn0004397	0.0029	0.1245	0.0236	0.0032	0.0828	0.0391
FBgn0004400	0.1378	0.1961	0.7028	0.1336	0.2122	0.6298
FBgn0004401	0.0062	0.0866	0.0717	0.0061	0.0933	0.0649
FBgn0004406	0.0098	0.1871	0.0526	0.0096	0.197	0.0489
FBgn0004407	0.0261	0.1585	0.1649	0.0248	0.1838	0.135
FBgn0004414	0.1624	0.1912	0.8494	0.1434	0.2502	0.573
FBgn0004419	0.0019	0.0425	0.0454	0.0019	0.0447	0.0425
FBgn0004429	0.0115	0.4256	0.027	0.0125	0.2627	0.0474
FBgn0004431	0.0295	0.1133	0.26	0.0299	0.1106	0.2705
FBgn0004432	0.0036	0.1101	0.0329	0.0039	0.0846	0.0457
FBgn0004435	-0.0	0.0213	0.0	0.0	0.0231	-1.0
FBgn0004436	-0.0	0.0676	0.0	0.0	0.0793	-1.0
FBgn0004449	0.0075	0.1205	0.0625	0.0079	0.1051	0.0755
FBgn0004456	0.0149	0.1252	0.1187	0.015	0.1262	0.1192
FBgn0004463	0.0016	0.155	0.0101	0.0017	0.1638	0.0105
FBgn0004465	0.013	0.1924	0.0678	0.0148	0.1882	0.0785
FBgn0004507	0.0009	0.107	0.0088	0.001	0.0703	0.0146
FBgn0004509	0.0083	0.0922	0.0905	0.0083	0.0927	0.0895
FBgn0004510	0.016	0.1717	0.0931	0.0162	0.1597	0.1015
FBgn0004511	0.0024	0.1424	0.017	0.0025	0.1247	0.02
FBgn0004512	0.0035	0.1058	0.0327	0.0036	0.1038	0.0348
FBgn0004513	0.0033	0.1406	0.0237	0.0031	0.1791	0.0171
FBgn0004514	0.0104	0.153	0.0678	0.0113	0.1075	0.1054
FBgn0004516	-0.0	0.1153	0.0	0.0	0.0915	-1.0
FBgn0004552	0.0109	0.1266	0.0859	0.0111	0.1162	0.0957
FBgn0004556	0.0242	0.0939	0.258	0.0227	0.1136	0.1994
FBgn0004567	0.0169	0.1656	0.1021	0.0184	0.1587	0.1157
FBgn0004569	0.0068	0.176	0.0384	0.0069	0.1548	0.0446
FBgn0004573	0.0008	0.1173	0.0066	0.0008	0.1016	0.008
FBgn0004574	0.003	0.1113	0.0271	0.0043	0.0873	0.0497
FBgn0004575	0.0046	0.0681	0.0671	0.0046	0.0679	0.0672
FBgn0004577	0.0049	0.128	0.0383	0.0045	0.1621	0.0277
FBgn0004580	-0.0	0.0568	0.0	0.0	0.084	-1.0
FBgn0004581	0.0164	0.1435	0.1142	0.0167	0.1322	0.1262
FBgn0004583	0.0061	0.0797	0.0762	0.0057	0.0949	0.0598
FBgn0004584	0.0219	0.0802	0.273	0.0209	0.0919	0.227
FBgn0004587	-0.0	0.0956	0.0	0.0	0.0856	-1.0
FBgn0004592	0.0862	0.1735	0.4969	0.0839	0.1925	0.4357
FBgn0004594	0.0567	0.0562	1.0081	0.0509	0.0746	0.6824
FBgn0004595	0.0151	0.1256	0.1202	0.0164	0.106	0.1549
FBgn0004597	-0.0	0.1382	0.0	0.0	0.1544	-1.0
FBgn0004598	0.0086	0.0696	0.1237	0.0091	0.0661	0.1372
FBgn0004606	0.0122	0.1547	0.0787	0.0136	0.1072	0.1273
FBgn0004607	0.019	0.0793	0.2398	0.0179	0.0953	0.1877
FBgn0004611	0.0041	0.0748	0.0543	0.004	0.0787	0.0506
FBgn0004618	0.0332	0.1971	0.1685	0.0372	0.1503	0.2474
FBgn0004619	0.0039	0.0803	0.0483	0.0035	0.1035	0.0342
FBgn0004620	0.0033	0.1493	0.022	0.0033	0.141	0.0235
FBgn0004622	0.0028	0.1467	0.0193	0.0031	0.0918	0.034
FBgn0004623	-0.0	0.0806	0.0	0.0	0.0677	-1.0
FBgn0004629	0.057	0.1874	0.3039	0.0574	0.1851	0.3099
FBgn0004635	0.0081	0.2432	0.0331	0.01	0.1518	0.0661
FBgn0004636	-0.0	0.0858	0.0	0.0	0.0659	-1.0
FBgn0004638	-0.0	0.0286	0.0	0.0	0.0366	-1.0
FBgn0004643	0.0106	0.1108	0.0961	0.011	0.0971	0.1134
FBgn0004644	0.0114	0.1358	0.0842	0.0128	0.0939	0.1366
FBgn0004646	0.0022	0.1645	0.0137	0.0024	0.1239	0.0192
FBgn0004647	0.0029	0.4045	0.0071	0.003	0.353	0.0086
FBgn0004648	0.0088	0.1063	0.0825	0.0085	0.1157	0.0735
FBgn0004649	0.0137	0.1537	0.0893	0.0148	0.1324	0.1115
FBgn0004650	0.0248	0.0981	0.2529	0.0238	0.113	0.2108
FBgn0004652	0.0032	0.0672	0.0476	0.0032	0.0643	0.0503
