gene	JC	K2P
FBgn0000008	  9.31  9.31
FBgn0011570	  3.11  3.11
FBgn0011573	  4.22  4.22
FBgn0011581	  4.07  4.07
FBgn0011582	  7.15  7.16
FBgn0011584	  7.34  7.35
FBgn0011586	 11.54 11.54
FBgn0011589	  5.80  5.81
FBgn0011591	  5.20  5.21
FBgn0011603	  2.60  2.60
FBgn0011604	  6.80  6.81
FBgn0011606	  3.61  3.61
FBgn0011638	  6.88  6.89
FBgn0011640	  6.07  6.08
FBgn0011648	  8.48  8.48
FBgn0011653	  3.75  3.76
FBgn0011655	  6.72  6.74
FBgn0011661	 12.10 12.14
FBgn0011666	  6.88  6.88
FBgn0011669	 12.30 12.31
FBgn0011672	  6.22  6.25
FBgn0011676	  3.69  3.69
FBgn0011693	  6.16  6.17
FBgn0011701	  6.35  6.36
FBgn0011704	 13.33 13.37
FBgn0011705	  5.66  5.66
FBgn0011706	  9.97  9.99
FBgn0011708	  5.34  5.36
FBgn0011710	  6.20  6.20
FBgn0011715	  7.83  7.86
FBgn0011723	  7.13  7.14
FBgn0011725	  7.75  7.76
FBgn0011737	  3.08  3.08
FBgn0011739	  9.40  9.41
FBgn0011740	 11.44 11.44
FBgn0011742	  8.91  8.92
FBgn0011743	  6.21  6.22
FBgn0011745	  7.03  7.05
FBgn0011746	  6.57  6.58
FBgn0011747	 15.64 15.88
FBgn0011754	  7.24  7.25
FBgn0011758	  7.67  7.68
FBgn0011760	 15.20 15.23
FBgn0011763	  2.97  2.98
FBgn0011766	  3.98  3.99
FBgn0011768	  8.64  8.65
FBgn0011774	  5.98  5.99
FBgn0011785	  9.16  9.16
FBgn0011802	 12.24 12.29
FBgn0011812	 11.13 11.14
FBgn0011817	  7.51  7.54
FBgn0011818	  6.04  6.05
FBgn0011824	  7.93  7.93
FBgn0011826	  5.88  5.88
FBgn0011836	  7.93  7.93
FBgn0011837	 12.34 12.37
FBgn0011840	  4.17  4.18
FBgn0011850	  8.79  8.79
FBgn0011851	  5.88  5.90
FBgn0011858	  6.91  6.92
FBgn0011859	  4.97  4.97
FBgn0011860	  9.39  9.42
FBgn0011861	  5.78  5.78
FBgn0011862	  3.34  3.34
FBgn0011864	  4.99  4.99
FBgn0011866	  2.77  2.78
FBgn0011867	  5.59  5.59
FBgn0011868	  9.73  9.74
FBgn0011869	  2.71  2.71
FBgn0011896	  7.22  7.22
FBgn0011897	  7.08  7.08
FBgn0011902	  7.94  7.96
FBgn0011906	  3.43  3.43
FBgn0011919	 14.37 14.42
FBgn0011921	  8.07  8.08
FBgn0011948	  8.34  8.34
FBgn0011952	  5.56  5.56
FBgn0011955	  6.06  6.06
FBgn0011956	  7.50  7.50
FBgn0011958	  5.36  5.38
FBgn0011959	  4.97  4.98
FBgn0011965	  7.72  7.73
FBgn0011966	  4.90  4.91
FBgn0011970	  5.37  5.38
FBgn0011971	  7.69  7.71
FBgn0011974	  5.03  5.03
FBgn0011982	  6.26  6.27
FBgn0011983	  7.74  7.74
FBgn0011986	  6.62  6.65
FBgn0011994	  6.49  6.49
FBgn0011999	  4.55  4.56
FBgn0012001	 12.04 12.05
FBgn0012002	 15.07 15.08
FBgn0012003	  6.93  6.93
FBgn0012004	  3.92  3.92
FBgn0012010	  5.29  5.30
FBgn0012016	  4.17  4.17
FBgn0012017	  3.01  3.01
FBgn0012027	  6.98  6.99
FBgn0012036	  7.91  7.92
FBgn0012037	  9.68  9.69
FBgn0012042	  5.95  5.96
FBgn0012051	  1.81  1.81
FBgn0013269	  3.19  3.19
FBgn0013272	  9.81  9.82
FBgn0013305	  4.01  4.01
FBgn0013307	  3.63  3.64
FBgn0013323	  5.22  5.23
FBgn0013348	  7.20  7.20
FBgn0013432	  3.12  3.12
FBgn0013433	  8.73  8.74
FBgn0013435	  4.33  4.33
FBgn0013469	  9.51  9.52
FBgn0013531	  4.24  4.25
FBgn0013548	  5.26  5.28
FBgn0013563	  4.40  4.40
FBgn0013576	  9.07  9.09
FBgn0013687	  2.23  2.23
FBgn0013702	  4.96  5.00
FBgn0013707	  4.23  4.25
FBgn0013710	  4.64  4.67
FBgn0013717	  8.26  8.27
FBgn0013718	 17.81 17.82
FBgn0013725	  7.59  7.59
FBgn0013726	  3.03  3.04
FBgn0013746	  6.63  6.64
FBgn0013749	 15.54 15.54
FBgn0013750	  4.38  4.40
FBgn0013751	  6.20  6.22
FBgn0013753	  6.03  6.05
FBgn0013755	  5.54  5.55
FBgn0013759	 10.88 10.90
FBgn0013762	  9.45  9.48
FBgn0013763	  8.12  8.13
FBgn0013764	  4.49  4.49
FBgn0013765	  2.97  2.98
FBgn0013767	  5.35  5.35
FBgn0013770	  5.83  5.84
FBgn0013773	  8.40  8.42
FBgn0013799	  8.81  8.82
FBgn0013810	  7.12  7.12
FBgn0013811	  1.83  1.83
FBgn0013812	  7.67  7.68
FBgn0013813	  2.24  2.24
FBgn0013949	  6.18  6.18
FBgn0013953	  5.56  5.56
FBgn0013973	  5.25  5.26
FBgn0013981	  7.05  7.08
FBgn0013983	  5.35  5.36
FBgn0013987	  6.79  6.80
FBgn0013995	  6.34  6.34
FBgn0013997	 10.12 10.13
FBgn0014007	 11.13 11.16
FBgn0014009	  3.61  3.61
FBgn0014010	  7.40  7.41
FBgn0014011	  5.64  5.65
FBgn0014019	  5.22  5.23
FBgn0014020	  7.66  7.67
FBgn0014022	  4.96  4.97
FBgn0014023	  3.97  3.98
FBgn0014026	 11.07 11.08
FBgn0014028	 11.14 11.23
FBgn0014029	  7.72  7.73
FBgn0014031	  7.79  7.79
FBgn0014073	  5.47  5.48
FBgn0014075	  5.99  5.99
FBgn0014092	 16.51 16.54
FBgn0014127	  6.71  6.71
FBgn0014133	  7.59  7.60
FBgn0014135	 11.97 11.97
FBgn0014141	  8.07  8.08
FBgn0014143	  5.04  5.05
FBgn0014163	 18.03 18.06
FBgn0014184	 10.43 10.43
FBgn0014189	  9.09  9.10
FBgn0014343	  2.51  2.51
FBgn0014366	  7.04  7.05
FBgn0014380	  6.33  6.33
FBgn0014388	  3.39  3.39
FBgn0014391	  4.03  4.03
FBgn0014395	  8.05  8.08
FBgn0014396	  6.05  6.05
FBgn0014411	  4.43  4.45
FBgn0014417	  5.79  5.80
FBgn0014427	  6.63  6.64
FBgn0014454	  7.81  7.81
FBgn0014455	  5.80  5.81
FBgn0014464	  6.22  6.23
FBgn0014465	  5.33  5.33
FBgn0014466	  8.84  8.86
FBgn0014848	  6.29  6.30
FBgn0014849	  9.56  9.57
FBgn0014850	  6.66  6.66
FBgn0014851	  8.75  8.75
FBgn0014857	  6.49  6.49
FBgn0014859	  6.61  6.63
FBgn0014861	 10.51 10.54
FBgn0014868	  7.85  7.89
FBgn0014869	  4.76  4.77
FBgn0014870	  7.97  7.99
FBgn0014877	  4.77  4.78
FBgn0014879	  4.89  4.90
FBgn0014930	 12.75 12.79
FBgn0014931	  8.72  8.72
FBgn0014949	  9.37  9.40
FBgn0015000	  7.26  7.27
FBgn0015010	  9.81  9.83
FBgn0015011	  6.42  6.42
FBgn0015019	 11.80 11.85
FBgn0015025	  9.41  9.41
FBgn0015032	  2.48  2.48
FBgn0015033	  5.42  5.43
FBgn0015035	  4.90  4.91
FBgn0015039	  7.00  7.01
FBgn0015040	  6.22  6.23
FBgn0015075	  6.38  6.38
FBgn0015218	  8.19  8.19
FBgn0015221	  2.87  2.87
FBgn0015222	  6.70  6.70
FBgn0015229	 10.52 10.57
FBgn0015230	  4.30  4.30
FBgn0015239	  8.87  8.88
FBgn0015240	  6.57  6.58
FBgn0015247	  2.85  2.86
FBgn0015268	  8.40  8.41
FBgn0015269	  5.54  5.55
FBgn0015270	 16.52 16.54
FBgn0015271	  3.49  3.49
FBgn0015279	 14.57 14.60
FBgn0015282	  5.45  5.46
FBgn0015286	  2.57  2.57
FBgn0015288	 10.17 10.26
FBgn0015295	  7.61  7.63
FBgn0015296	  5.30  5.31
FBgn0015298	  4.41  4.43
FBgn0015299	  8.55  8.57
FBgn0015300	  7.13  7.14
FBgn0015321	 10.25 10.28
FBgn0015336	  5.60  5.61
FBgn0015338	  3.06  3.07
FBgn0015359	  5.38  5.38
FBgn0015360	  7.96  7.99
FBgn0015371	 10.04 10.04
FBgn0015372	  5.50  5.52
FBgn0015380	  5.38  5.38
FBgn0015381	  1.42  1.42
FBgn0015391	  5.01  5.03
FBgn0015399	  6.94  6.95
FBgn0015402	  5.97  5.98
FBgn0015509	  8.23  8.26
FBgn0015513	  6.74  6.75
FBgn0015519	  5.08  5.08
FBgn0015520	  5.20  5.20
FBgn0015521	  7.18  7.19
FBgn0015524	  3.29  3.31
FBgn0015527	  6.75  6.76
FBgn0015544	  4.85  4.86
FBgn0015546	  4.54  4.54
FBgn0015550	  6.66  6.66
FBgn0015553	  3.61  3.62
FBgn0015558	  2.97  2.97
FBgn0015568	  9.85  9.86
FBgn0015569	  3.30  3.31
FBgn0015572	  5.79  5.80
FBgn0015575	  5.66  5.67
FBgn0015576	  4.10  4.11
FBgn0015582	 13.79 13.82
FBgn0015585	  5.91  5.92
FBgn0015591	  5.00  5.01
FBgn0015609	 11.43 11.45
FBgn0015615	  6.30  6.31
FBgn0015618	  2.01  2.01
FBgn0015621	  4.73  4.74
FBgn0015623	  5.19  5.21
FBgn0015625	  5.70  5.71
FBgn0015663	 10.07 10.08
FBgn0015664	  2.54  2.54
FBgn0015721	  8.14  8.15
FBgn0015737	  6.09  6.11
FBgn0015754	  5.72  5.74
FBgn0015756	 11.93 11.96
FBgn0015765	  5.63  5.64
FBgn0015766	  4.12  4.13
FBgn0015770	  6.99  6.99
FBgn0015772	  8.36  8.39
FBgn0015773	  4.94  4.94
FBgn0015776	  5.89  5.90
FBgn0015778	 14.11 14.11
FBgn0015781	  5.29  5.31
FBgn0015789	  4.64  4.64
FBgn0015790	 11.38 11.41
FBgn0015791	  5.28  5.29
FBgn0015793	  6.63  6.63
FBgn0015794	 13.92 13.93
FBgn0015795	  3.59  3.60
FBgn0015797	  8.36  8.39
FBgn0015801	  4.97  4.98
FBgn0015803	  6.50  6.51
FBgn0015805	  8.78  8.78
FBgn0015818	  3.43  3.43
FBgn0015828	  8.52  8.53
FBgn0015829	  6.57  6.58
FBgn0015831	  9.13  9.16
FBgn0015872	  7.30  7.32
FBgn0015904	  3.13  3.13
FBgn0015905	  3.05  3.05
FBgn0015919	 11.61 11.63
FBgn0015924	  3.18  3.19
FBgn0015925	  4.23  4.24
FBgn0015926	  7.00  7.01
FBgn0015929	  4.38  4.38
FBgn0015946	  5.25  5.25
FBgn0015949	  8.76  8.77
FBgn0016013	  4.39  4.41
FBgn0016036	  6.78  6.79
FBgn0016038	  7.55  7.56
FBgn0016047	  4.23  4.24
FBgn0016053	  7.09  7.10
FBgn0016054	  3.27  3.28
FBgn0016059	  9.24  9.25
FBgn0016061	  6.05  6.07
FBgn0016070	  7.98  8.00
FBgn0016078	 12.07 12.09
FBgn0016081	  6.21  6.22
FBgn0016119	  9.03  9.06
FBgn0016120	  5.50  5.51
FBgn0016123	  7.09  7.11
FBgn0016126	 13.93 14.00
FBgn0016131	  7.08  7.08
FBgn0016641	  9.12  9.14
FBgn0016650	  8.16  8.16
FBgn0016660	  4.44  4.45
FBgn0016675	 10.36 10.36
FBgn0016685	  4.55  4.55
FBgn0016687	  9.24  9.26
FBgn0016694	  7.83  7.83
FBgn0016697	  5.93  5.94
FBgn0016698	  7.71  7.73
FBgn0016715	  7.23  7.24
FBgn0016726	  8.51  8.53
FBgn0016754	  5.13  5.13
FBgn0016762	  7.23  7.25
FBgn0016794	 11.81 11.82
FBgn0016917	  3.02  3.03
FBgn0016920	  9.21  9.23
FBgn0016926	  4.25  4.25
FBgn0016930	  4.95  4.95
FBgn0016970	  8.32  8.33
FBgn0016977	  5.33  5.33
FBgn0016983	  2.13  2.13
FBgn0017414	  5.20  5.20
FBgn0017424	  9.35  9.36
FBgn0017429	  6.71  6.71
FBgn0017430	  3.89  3.89
FBgn0017448	  7.27  7.29
FBgn0017457	  6.72  6.72
FBgn0017482	  3.13  3.13
FBgn0017545	 14.84 14.86
FBgn0017551	 12.80 12.82
FBgn0017556	  4.36  4.36
FBgn0017558	  9.72  9.73
FBgn0017561	  6.17  6.17
FBgn0017566	 12.00 12.01
FBgn0017567	 10.94 10.95
FBgn0017572	  5.36  5.36
FBgn0017577	  5.29  5.30
FBgn0017578	  6.22  6.22
FBgn0017579	  5.96  6.00
FBgn0017581	  5.55  5.55
FBgn0017590	  7.53  7.54
FBgn0019624	  8.19  8.22
FBgn0019637	  2.57  2.58
FBgn0019644	  3.23  3.24
FBgn0019650	  7.97  7.97
FBgn0019662	  6.10  6.13
FBgn0019686	  8.97  8.99
FBgn0019809	  4.53  4.53
FBgn0019830	  5.90  5.92
FBgn0019890	  9.77  9.78
FBgn0019925	  4.71  4.72
FBgn0019928	  4.97  4.98
FBgn0019929	  8.51  8.51
FBgn0019932	  4.75  4.75
FBgn0019936	  6.06  6.07
FBgn0019938	  5.00  5.00
FBgn0019949	  4.32  4.33
FBgn0019952	  7.84  7.85
FBgn0019957	  5.42  5.43
FBgn0019960	  6.55  6.57
FBgn0019972	  5.91  5.91
FBgn0019985	 10.73 10.75
FBgn0019990	  7.60  7.60
FBgn0020018	  5.53  5.53
FBgn0020224	  9.40  9.41
FBgn0020235	  2.16  2.16
FBgn0020236	  6.78  6.78
FBgn0020238	  8.38  8.39
FBgn0020249	  7.72  7.73
FBgn0020251	  7.34  7.35
FBgn0020258	  6.48  6.49
FBgn0020261	  4.64  4.65
FBgn0020277	  6.24  6.25
FBgn0020278	  6.75  6.75
FBgn0020279	 10.32 10.32
FBgn0020280	  5.57  5.58
FBgn0020299	 10.17 10.19
FBgn0020300	 10.92 10.95
FBgn0020305	  7.87  7.87
FBgn0020306	  3.90  3.92
FBgn0020307	  5.78  5.78
FBgn0020309	 10.81 10.82
FBgn0020312	  5.18  5.19
FBgn0020370	  5.22  5.22
FBgn0020371	  3.59  3.59
FBgn0020376	  5.95  5.95
FBgn0020377	  6.35  6.36
FBgn0020378	  4.80  4.80
FBgn0020379	  4.56  4.56
FBgn0020381	  3.61  3.61
FBgn0020385	  5.31  5.31
FBgn0020386	  5.82  5.82
FBgn0020407	  4.54  4.55
FBgn0020412	  6.74  6.75
FBgn0020416	  5.32  5.33
FBgn0020440	  8.13  8.15
FBgn0020443	 10.40 10.42
FBgn0020445	  6.09  6.09
FBgn0020493	  6.35  6.37
FBgn0020496	  8.89  8.89
FBgn0020503	 11.53 11.55
FBgn0020508	  9.13  9.14
FBgn0020509	  5.19  5.19
FBgn0020510	  6.27  6.28
FBgn0020521	  3.98  3.98
FBgn0020545	  5.09  5.10
FBgn0020546	  5.66  5.67
FBgn0020556	  5.24  5.26
FBgn0020616	  5.48  5.50
FBgn0020617	  5.26  5.26
FBgn0020618	  5.98  5.98
FBgn0020620	  6.72  6.73
FBgn0020622	  6.05  6.05
FBgn0020633	  5.80  5.81
FBgn0020640	  6.75  6.77
FBgn0020642	  7.83  7.84
FBgn0020647	  5.51  5.54
FBgn0020653	  4.02  4.03
FBgn0020655	 13.53 13.56
FBgn0020765	  3.34  3.34
FBgn0020880	  7.47  7.48
FBgn0020887	  8.73  8.74
FBgn0020906	  6.38  6.42
FBgn0020907	  6.80  6.81
FBgn0020912	  2.34  2.34
FBgn0021742	  5.04  5.04
FBgn0021750	  5.55  5.56
FBgn0021761	 10.33 10.35
FBgn0021764	  6.85  6.87
FBgn0021765	  8.41  8.44
FBgn0021767	  9.71  9.72
FBgn0021768	  5.99  6.00
FBgn0021795	 13.53 13.55
FBgn0021796	  9.26  9.26
FBgn0021814	  3.80  3.81
FBgn0021825	  7.56  7.60
FBgn0021847	  7.11  7.12
FBgn0021856	  -0.00  -0.00
FBgn0021874	  6.92  6.95
FBgn0021875	  6.04  6.05
FBgn0021895	  3.27  3.28
FBgn0021906	  6.11  6.13
FBgn0021944	  7.36  7.37
FBgn0021967	  6.64  6.65
FBgn0021995	  2.13  2.14
FBgn0022023	  3.60  3.60
FBgn0022027	  4.58  4.58
FBgn0022029	  8.97  8.98
FBgn0022069	  7.28  7.29
FBgn0022153	  8.14  8.15
FBgn0022160	  3.08  3.09
FBgn0022213	  5.98  6.00
FBgn0022224	  8.59  8.60
FBgn0022238	  5.17  5.18
FBgn0022288	 11.76 11.78
FBgn0022338	  4.23  4.23
FBgn0022343	  4.34  4.34
FBgn0022344	 10.70 10.71
FBgn0022349	  3.49  3.50
FBgn0022355	  5.89  5.90
FBgn0022359	  7.80  7.82
FBgn0022361	  2.69  2.69
FBgn0022699	  9.02  9.03
FBgn0022700	 13.71 13.71
FBgn0022702	  9.27  9.29
FBgn0022724	  9.23  9.23
FBgn0022740	  7.28  7.28
FBgn0022768	 17.55 17.59
FBgn0022770	  8.97  8.99
FBgn0022774	  7.82  7.83
FBgn0022786	  6.24  6.25
FBgn0022787	  7.84  7.85
FBgn0022800	  6.12  6.13
FBgn0022893	 15.19 15.25
FBgn0022935	 10.43 10.45
FBgn0022936	 12.71 12.76
FBgn0022942	 12.10 12.15
FBgn0022943	 10.33 10.34
FBgn0022981	  9.32  9.34
FBgn0022984	  6.16  6.18
FBgn0022987	  9.70  9.72
FBgn0023000	  7.35  7.37
FBgn0023001	  5.78  5.80
FBgn0023023	  9.83  9.86
FBgn0023076	  7.42  7.42
FBgn0023081	  9.52  9.53
FBgn0023095	  6.30  6.33
FBgn0023129	  3.46  3.46
FBgn0023130	 11.67 11.73
FBgn0023143	 17.40 17.45
FBgn0023167	  3.72  3.72
FBgn0023169	  3.44  3.44
FBgn0023170	  8.87  8.88
FBgn0023171	  5.20  5.21
FBgn0023172	  6.72  6.74
FBgn0023174	 10.05 10.07
FBgn0023175	  5.71  5.72
FBgn0023177	  3.32  3.33
FBgn0023178	  7.09  7.10
FBgn0023179	  5.03  5.04
FBgn0023181	  7.71  7.74
FBgn0023197	  7.39  7.42
FBgn0023212	  8.23  8.24
FBgn0023214	  9.59  9.60
FBgn0023215	  7.02  7.04
FBgn0023216	  7.63  7.65
FBgn0023388	 14.92 14.96
FBgn0023395	 14.70 14.72
FBgn0023407	 16.03 16.10
FBgn0023415	  6.22  6.23
FBgn0023416	  7.41  7.48
FBgn0023458	  6.21  6.21
FBgn0023489	  4.57  4.58
FBgn0023495	  8.12  8.13
FBgn0023496	  5.58  5.59
FBgn0023506	 15.32 15.33
FBgn0023507	  8.30  8.31
FBgn0023508	  4.01  4.01
FBgn0023509	  7.55  7.58
FBgn0023511	  3.10  3.10
FBgn0023512	  4.25  4.27
FBgn0023513	  2.85  2.87
FBgn0023514	  6.33  6.36
FBgn0023515	  4.01  4.01
FBgn0023516	  5.63  5.65
FBgn0023517	  3.38  3.39
FBgn0023518	  7.27  7.31
FBgn0023519	  3.51  3.51
FBgn0023520	  7.06  7.08
FBgn0023521	  6.96  6.98
FBgn0023523	  5.63  5.64
FBgn0023524	  4.93  4.93
FBgn0023526	  6.89  6.90
FBgn0023527	  7.53  7.54
FBgn0023528	  5.32  5.33
FBgn0023529	  6.91  6.91
FBgn0023530	  7.10  7.10
FBgn0023531	  7.42  7.46
FBgn0023534	  9.20  9.23
FBgn0023536	  6.32  6.34
FBgn0023537	  9.67  9.71
FBgn0023540	  4.76  4.77
FBgn0023542	  4.56  4.57
FBgn0023545	  5.64  5.64
FBgn0023549	  4.79  4.80
FBgn0023550	  5.67  5.68
FBgn0024177	  5.22  5.23
FBgn0024183	  6.00  6.03
FBgn0024184	  4.94  4.94
FBgn0024187	  4.91  4.91
FBgn0024188	  9.63  9.63
FBgn0024191	 11.49 11.49
FBgn0024196	  7.42  7.42
FBgn0024227	 10.95 10.98
FBgn0024230	  5.92  5.93
FBgn0024232	  6.69  6.69
FBgn0024236	  7.47  7.48
FBgn0024244	  2.45  2.46
FBgn0024249	  7.47  7.48
FBgn0024250	  8.17  8.18
FBgn0024273	  6.52  6.52
FBgn0024277	  8.69  8.70
FBgn0024285	  5.54  5.55
FBgn0024288	  7.58  7.58
FBgn0024291	  5.45  5.45
FBgn0024294	  8.73  8.74
FBgn0024315	  4.33  4.34
FBgn0024319	  6.25  6.27
FBgn0024320	  3.27  3.27
FBgn0024321	  4.28  4.28
FBgn0024326	 10.34 10.36
FBgn0024330	  1.02  1.02
FBgn0024352	  6.47  6.47
FBgn0024360	  4.51  4.51
FBgn0024361	  3.61  3.62
FBgn0024362	  9.67  9.70
FBgn0024364	  2.86  2.87
FBgn0024365	  4.23  4.25
FBgn0024366	  8.67  8.71
FBgn0024371	  5.41  5.42
FBgn0024432	  4.02  4.02
FBgn0024509	  5.86  5.87
FBgn0024542	  6.31  6.31
FBgn0024555	  7.68  7.69
FBgn0024689	  7.18  7.18
FBgn0024698	  7.93  7.93
FBgn0024728	 11.74 11.74
FBgn0024732	  8.17  8.17
FBgn0024734	 11.31 11.33
FBgn0024740	  4.14  4.15
FBgn0024754	  4.59  4.59
FBgn0024806	  7.72  7.74
FBgn0024814	  4.70  4.70
FBgn0024833	  6.35  6.36
FBgn0024846	  9.52  9.53
FBgn0024897	  3.42  3.43
FBgn0024909	  3.42  3.43
FBgn0024921	  5.58  5.59
FBgn0024941	  3.14  3.14
FBgn0024944	  4.86  4.87
FBgn0024945	  2.65  2.65
FBgn0024947	  2.05  2.05
FBgn0024956	  4.13  4.14
FBgn0024957	  9.39  9.42
FBgn0024963	  2.55  2.55
FBgn0024973	  8.69  8.70
FBgn0024975	  8.44  8.46
FBgn0024980	  5.16  5.17
FBgn0024983	  5.06  5.08
FBgn0024985	  4.41  4.43
FBgn0024986	  6.40  6.43
FBgn0024989	  4.54  4.55
FBgn0024991	  6.60  6.61
FBgn0024992	  8.25  8.25
FBgn0024993	  8.20  8.21
FBgn0024994	 10.71 10.74
FBgn0024995	  8.00  8.02
FBgn0024996	  9.92  9.94
FBgn0024997	  7.51  7.52
FBgn0024998	 11.38 11.40
FBgn0025109	  7.28  7.28
FBgn0025185	 19.67 19.67
FBgn0025334	  5.92  5.92
FBgn0025335	  6.65  6.67
FBgn0025352	  9.00  9.02
FBgn0025360	  5.52  5.53
FBgn0025378	  4.25  4.25
FBgn0025382	  5.07  5.08
FBgn0025383	  4.34  4.35
FBgn0025388	  6.69  6.71
FBgn0025391	  6.73  6.74
FBgn0025393	  6.06  6.09
FBgn0025394	  5.20  5.21
FBgn0025457	  6.24  6.26
FBgn0025463	  8.72  8.75
FBgn0025469	  7.88  7.92
FBgn0025519	  7.82  7.84
FBgn0025525	  9.15  9.16
FBgn0025558	  7.62  7.63
FBgn0025571	  8.12  8.13
FBgn0025573	  5.04  5.04
FBgn0025578	  4.53  4.54
FBgn0025583	 11.45 11.47
FBgn0025592	  6.81  6.81
FBgn0025595	  6.85  6.86
FBgn0025608	  6.92  6.95
FBgn0025612	  9.86  9.87
FBgn0025615	  4.58  4.59
FBgn0025621	  6.40  6.41
FBgn0025625	  4.74  4.74
FBgn0025627	  2.96  2.96
FBgn0025628	  8.12  8.15
FBgn0025631	  4.11  4.12
FBgn0025632	  3.48  3.48
FBgn0025637	  3.54  3.54
FBgn0025639	 12.09 12.12
FBgn0025640	  9.29  9.29
FBgn0025641	  5.84  5.85
FBgn0025642	  4.05  4.05
FBgn0025644	  4.72  4.74
FBgn0025678	 10.62 10.64
FBgn0025679	  5.99  5.99
FBgn0025681	  4.86  4.89
FBgn0025692	  2.90  2.91
FBgn0025700	  8.22  8.24
FBgn0025702	  3.48  3.48
FBgn0025709	  9.63  9.65
FBgn0025716	  9.83  9.83
FBgn0025720	  7.78  7.78
FBgn0025724	  6.23  6.25
FBgn0025725	  4.21  4.21
FBgn0025741	 14.50 14.50
FBgn0025743	  5.00  5.00
FBgn0025777	  8.83  8.83
FBgn0025781	  5.47  5.48
FBgn0025802	  3.73  3.73
FBgn0025807	  6.63  6.64
FBgn0025808	  6.26  6.26
FBgn0025814	 11.82 11.88
FBgn0025815	  7.56  7.58
FBgn0025820	  5.46  5.46
FBgn0025832	 11.63 11.65
FBgn0025833	  8.33  8.35
FBgn0025835	  8.30  8.30
FBgn0025836	  8.43  8.48
FBgn0025864	  5.85  5.87
FBgn0025865	  8.82  8.85
FBgn0025866	  4.40  4.41
FBgn0025874	  5.13  5.13
FBgn0025878	  4.46  4.47
FBgn0025885	 14.02 14.02
FBgn0026015	  4.92  4.95
FBgn0026056	 10.83 10.83
FBgn0026058	  3.42  3.42
FBgn0026059	  9.54  9.55
FBgn0026060	  5.03  5.03
FBgn0026079	  7.45  7.49
FBgn0026080	  4.87  4.88
FBgn0026083	  4.01  4.01
FBgn0026085	  6.69  6.71
FBgn0026088	  9.14  9.16
FBgn0026089	  3.27  3.28
FBgn0026136	  2.77  2.77
FBgn0026141	  9.27  9.30
FBgn0026143	  6.07  6.07
FBgn0026144	  5.34  5.35
FBgn0026149	  7.63  7.63
FBgn0026150	  7.32  7.33
FBgn0026160	  5.96  5.97
FBgn0026162	  8.58  8.58
FBgn0026175	 11.23 11.28
FBgn0026176	  8.38  8.40
FBgn0026179	  8.66  8.67
FBgn0026181	  7.31  7.32
FBgn0026192	  8.19  8.20
FBgn0026238	 11.09 11.09
FBgn0026239	  6.63  6.64
FBgn0026250	  6.11  6.12
FBgn0026252	  5.03  5.05
FBgn0026257	  4.61  4.61
FBgn0026259	 12.26 12.32
FBgn0026261	  3.29  3.30
FBgn0026263	  4.07  4.07
FBgn0026268	 10.59 10.61
FBgn0026309	  9.70  9.72
FBgn0026313	  5.95  5.97
FBgn0026314	  8.64  8.69
FBgn0026315	 11.96 11.98
FBgn0026316	  4.61  4.61
FBgn0026317	  7.14  7.17
FBgn0026319	  6.66  6.67
FBgn0026324	  4.78  4.78
FBgn0026326	  5.72  5.74
FBgn0026369	 11.82 11.83
FBgn0026371	  7.77  7.78
FBgn0026373	  9.70  9.73
FBgn0026374	  8.79  8.79
FBgn0026378	  6.67  6.70
FBgn0026379	  8.90  8.91
FBgn0026380	  6.20  6.22
FBgn0026384	  3.77  3.77
FBgn0026385	  2.10  2.10
FBgn0026392	 10.15 10.16
FBgn0026394	  3.96  3.96
FBgn0026396	  5.07  5.08
FBgn0026398	  6.58  6.58
FBgn0026399	  7.14  7.14
FBgn0026402	  5.90  5.94
FBgn0026404	  8.23  8.24
FBgn0026411	  9.36  9.38
FBgn0026415	  8.59  8.61
FBgn0026427	  8.37  8.37
FBgn0026428	  7.91  7.96
FBgn0026432	  6.15  6.16
FBgn0026438	  4.42  4.43
FBgn0026439	  1.52  1.52
FBgn0026479	 11.26 11.27
FBgn0026533	 14.18 14.22
FBgn0026562	  5.81  5.81
FBgn0026566	  6.46  6.47
FBgn0026570	 10.71 10.72
FBgn0026573	 14.55 14.55
FBgn0026575	  6.72  6.77
FBgn0026576	  3.28  3.29
FBgn0026577	 11.45 11.47
FBgn0026582	  6.42  6.43
FBgn0026592	  5.31  5.32
FBgn0026593	  7.35  7.36
FBgn0026597	  6.15  6.16
FBgn0026598	  4.71  4.72
FBgn0026602	 10.97 11.01
FBgn0026616	 10.14 10.14
FBgn0026619	  5.19  5.20
FBgn0026630	  9.88  9.90
FBgn0026634	  4.45  4.45
FBgn0026666	  6.08  6.10
FBgn0026702	  7.14  7.16
FBgn0026718	  5.53  5.53
FBgn0026722	  7.46  7.49
FBgn0026738	  6.92  6.93
FBgn0026741	  6.76  6.77
FBgn0026749	  6.41  6.42
FBgn0026751	  8.57  8.58
FBgn0026754	  3.49  3.49
FBgn0026755	  7.31  7.32
FBgn0026756	  4.11  4.11
FBgn0026761	  5.09  5.09
FBgn0026787	  5.33  5.34
FBgn0026872	  5.07  5.08
FBgn0026873	  3.90  3.90
FBgn0026874	 10.19 10.21
FBgn0026876	  9.01  9.08
FBgn0026878	  5.89  5.90
