# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "sim.saf" "-t" "gene" "-F" "SAF" "-o" "fc_sim-specific.txt" "nodup_sorted_w501_1.bam" "nodup_sorted_w501_2.bam" "nodup_sorted_w501_3.bam" 
Geneid	Chr	Start	End	Strand	Length	nodup_sorted_w501_1.bam	nodup_sorted_w501_2.bam	nodup_sorted_w501_3.bam
Scf_2L.2850064.2850261	Scf_2L	2850064	2850261	.	198	74	63	94
Scf_2L.2854093.2854656	Scf_2L	2854093	2854656	.	564	243	202	341
Scf_2L.2864529.2865113	Scf_2L	2864529	2865113	.	585	227	158	246
Scf_2L.2865294.2865697	Scf_2L	2865294	2865697	.	404	148	127	191
Scf_2L.2870007.2870323	Scf_2L	2870007	2870323	.	317	82	44	87
Scf_2L.2870426.2871005	Scf_2L	2870426	2871005	.	580	219	138	248
Scf_2L.2877668.2877880	Scf_2L	2877668	2877880	.	213	121	117	148
Scf_2L.2896857.2897092	Scf_2L	2896857	2897092	.	236	122	103	148
Scf_2L.2901558.2902163	Scf_2L	2901558	2902163	.	606	298	260	350
Scf_2L.2907564.2907990	Scf_2L	2907564	2907990	.	427	190	140	255
Scf_2L.2909119.2909285	Scf_2L	2909119	2909285	.	167	125	64	133
Scf_2L.2915808.2916726	Scf_2L	2915808	2916726	.	919	494	435	576
Scf_2L.2918544.2918927	Scf_2L	2918544	2918927	.	384	183	104	257
Scf_2L.2934842.2935177	Scf_2L	2934842	2935177	.	336	160	198	215
Scf_2L.2935383.2936413	Scf_2L	2935383	2936413	.	1031	444	430	492
Scf_2L.2937090.2937415	Scf_2L	2937090	2937415	.	326	102	155	147
Scf_2L.2937548.2937764	Scf_2L	2937548	2937764	.	217	34	40	48
Scf_2L.2937922.2938560	Scf_2L	2937922	2938560	.	639	340	314	395
Scf_2L.2968743.2969256	Scf_2L	2968743	2969256	.	514	226	135	214
Scf_2L.2982632.2983260	Scf_2L	2982632	2983260	.	629	567	520	590
Scf_2L.2995508.2996038	Scf_2L	2995508	2996038	.	531	234	146	236
Scf_2L.2996799.2997767	Scf_2L	2996799	2997767	.	969	489	306	516
Scf_2L.2998943.2999698	Scf_2L	2998943	2999698	.	756	506	372	488
Scf_2L.2999942.3000208	Scf_2L	2999942	3000208	.	267	137	166	149
Scf_2L.3005199.3005949	Scf_2L	3005199	3005949	.	751	301	256	315
Scf_2L.3006077.3006333	Scf_2L	3006077	3006333	.	257	94	67	68
Scf_2L.3006438.3006760	Scf_2L	3006438	3006760	.	323	92	82	126
Scf_2L.3017199.3017611	Scf_2L	3017199	3017611	.	413	226	161	285
Scf_2L.3018693.3019125	Scf_2L	3018693	3019125	.	433	249	134	226
Scf_2L.3019435.3020004	Scf_2L	3019435	3020004	.	570	210	145	229
Scf_2L.3020140.3020259	Scf_2L	3020140	3020259	.	120	31	29	43
Scf_2L.3027621.3027913	Scf_2L	3027621	3027913	.	293	180	128	207
Scf_2L.3033141.3033360	Scf_2L	3033141	3033360	.	220	102	112	117
Scf_2L.3033736.3034803	Scf_2L	3033736	3034803	.	1068	580	373	581
Scf_2L.3034988.3035102	Scf_2L	3034988	3035102	.	115	35	19	37
Scf_2L.3037561.3037824	Scf_2L	3037561	3037824	.	264	211	133	197
Scf_2L.3039351.3040252	Scf_2L	3039351	3040252	.	902	414	329	460
Scf_2L.3043086.3043356	Scf_2L	3043086	3043356	.	271	247	182	284
Scf_2L.3043488.3043780	Scf_2L	3043488	3043780	.	293	53	61	62
Scf_2L.3044331.3044517	Scf_2L	3044331	3044517	.	187	43	78	69
Scf_2L.3044623.3044827	Scf_2L	3044623	3044827	.	205	103	91	134
Scf_2L.3045824.3046764	Scf_2L	3045824	3046764	.	941	641	494	729
Scf_2L.3144672.3145150	Scf_2L	3144672	3145150	.	479	178	120	214
Scf_2L.3153252.3153945	Scf_2L	3153252	3153945	.	694	323	265	377
Scf_2L.3154094.3154456	Scf_2L	3154094	3154456	.	363	244	144	248
Scf_2L.3161430.3163165	Scf_2L	3161430	3163165	.	1736	1171	736	1250
Scf_2L.3163384.3163572	Scf_2L	3163384	3163572	.	189	63	52	75
Scf_2L.3172357.3172694	Scf_2L	3172357	3172694	.	338	164	136	213
Scf_2L.3179739.3179948	Scf_2L	3179739	3179948	.	210	133	86	171
Scf_2L.3205775.3206156	Scf_2L	3205775	3206156	.	382	171	158	187
Scf_2L.3206862.3207118	Scf_2L	3206862	3207118	.	257	144	135	158
Scf_2L.3207725.3208779	Scf_2L	3207725	3208779	.	1055	446	296	488
Scf_2L.3214070.3214284	Scf_2L	3214070	3214284	.	215	71	31	58
Scf_2L.3214462.3214830	Scf_2L	3214462	3214830	.	369	308	220	249
Scf_2L.3215015.3215209	Scf_2L	3215015	3215209	.	195	63	45	67
Scf_2L.3217056.3217262	Scf_2L	3217056	3217262	.	207	149	119	154
Scf_2L.3228902.3229663	Scf_2L	3228902	3229663	.	762	279	224	370
Scf_2L.3231056.3231318	Scf_2L	3231056	3231318	.	263	138	95	142
Scf_2L.3232755.3233374	Scf_2L	3232755	3233374	.	620	381	242	391
Scf_2L.3236076.3237087	Scf_2L	3236076	3237087	.	1012	487	305	510
Scf_2L.3245922.3246037	Scf_2L	3245922	3246037	.	116	87	59	127
Scf_2L.3247046.3248263	Scf_2L	3247046	3248263	.	1218	554	378	609
Scf_2L.3282028.3282474	Scf_2L	3282028	3282474	.	447	210	174	246
Scf_2L.3309113.3309830	Scf_2L	3309113	3309830	.	718	424	283	426
Scf_2L.3310741.3311435	Scf_2L	3310741	3311435	.	695	232	211	267
Scf_2L.3311905.3313059	Scf_2L	3311905	3313059	.	1155	502	351	565
Scf_2L.3316007.3317329	Scf_2L	3316007	3317329	.	1323	617	437	703
Scf_2L.3325299.3325917	Scf_2L	3325299	3325917	.	619	227	197	301
Scf_2L.3326024.3326509	Scf_2L	3326024	3326509	.	486	134	80	137
Scf_2L.3329319.3329731	Scf_2L	3329319	3329731	.	413	210	153	207
Scf_2L.3331921.3332348	Scf_2L	3331921	3332348	.	428	255	145	214
Scf_2L.3336797.3336962	Scf_2L	3336797	3336962	.	166	78	58	75
Scf_2L.3337068.3339035	Scf_2L	3337068	3339035	.	1968	1416	1174	1324
Scf_2L.3339147.3339832	Scf_2L	3339147	3339832	.	686	159	216	194
Scf_2L.3339966.3340144	Scf_2L	3339966	3340144	.	179	56	42	55
Scf_2L.3364890.3365063	Scf_2L	3364890	3365063	.	174	123	87	141
Scf_2L.3366499.3367185	Scf_2L	3366499	3367185	.	687	502	515	528
Scf_2L.3367314.3367807	Scf_2L	3367314	3367807	.	494	211	219	257
Scf_2L.3367938.3368319	Scf_2L	3367938	3368319	.	382	111	115	139
Scf_2L.3373540.3374790	Scf_2L	3373540	3374790	.	1251	469	341	556
Scf_2L.3389784.3389955	Scf_2L	3389784	3389955	.	172	132	85	135
Scf_2L.3398134.3398760	Scf_2L	3398134	3398760	.	627	572	278	646
Scf_2L.3404464.3405237	Scf_2L	3404464	3405237	.	774	407	345	509
Scf_2L.3421127.3421601	Scf_2L	3421127	3421601	.	475	177	169	227
Scf_2L.3439196.3439825	Scf_2L	3439196	3439825	.	630	625	447	729
Scf_2L.3464670.3465369	Scf_2L	3464670	3465369	.	700	498	420	599
Scf_2L.3477117.3477846	Scf_2L	3477117	3477846	.	730	354	215	447
Scf_2L.3487089.3487515	Scf_2L	3487089	3487515	.	427	186	164	212
Scf_2L.3490355.3491017	Scf_2L	3490355	3491017	.	663	619	412	643
Scf_2L.3492267.3492479	Scf_2L	3492267	3492479	.	213	154	83	134
Scf_2L.3498231.3498602	Scf_2L	3498231	3498602	.	372	165	100	183
Scf_2L.3504315.3504922	Scf_2L	3504315	3504922	.	608	326	209	373
Scf_2L.3506801.3507148	Scf_2L	3506801	3507148	.	348	118	75	133
Scf_2L.3507326.3507891	Scf_2L	3507326	3507891	.	566	266	185	236
Scf_2L.3508182.3510183	Scf_2L	3508182	3510183	.	2002	946	542	1042
Scf_2L.3510392.3510811	Scf_2L	3510392	3510811	.	420	237	117	229
Scf_2L.3520643.3521066	Scf_2L	3520643	3521066	.	424	199	132	184
Scf_2L.3531097.3531239	Scf_2L	3531097	3531239	.	143	73	69	69
Scf_2L.3535461.3535621	Scf_2L	3535461	3535621	.	161	145	71	119
Scf_2L.3538381.3539015	Scf_2L	3538381	3539015	.	635	262	149	227
Scf_2L.3539615.3540892	Scf_2L	3539615	3540892	.	1278	579	393	637
Scf_2L.3545627.3549466	Scf_2L	3545627	3549466	.	3840	3089	2785	3217
Scf_2L.3552065.3556865	Scf_2L	3552065	3556865	.	4801	2085	1700	2411
Scf_2L.3564483.3565203	Scf_2L	3564483	3565203	.	721	201	138	231
Scf_2L.3565806.3566004	Scf_2L	3565806	3566004	.	199	66	69	94
Scf_2L.3566113.3566938	Scf_2L	3566113	3566938	.	826	294	223	371
Scf_2L.3582839.3583698	Scf_2L	3582839	3583698	.	860	482	272	553
Scf_2L.3605210.3605393	Scf_2L	3605210	3605393	.	184	115	88	181
Scf_2L.3615501.3616430	Scf_2L	3615501	3616430	.	930	303	230	410
Scf_2L.3617575.3619287	Scf_2L	3617575	3619287	.	1713	648	454	775
Scf_2L.3621011.3621184	Scf_2L	3621011	3621184	.	174	92	75	127
Scf_2L.3622398.3622747	Scf_2L	3622398	3622747	.	350	78	71	75
Scf_2L.3622859.3623408	Scf_2L	3622859	3623408	.	550	257	238	301
Scf_2L.3623628.3625130	Scf_2L	3623628	3625130	.	1503	1735	1572	1992
Scf_2L.3629630.3629799	Scf_2L	3629630	3629799	.	170	94	61	121
Scf_2L.3638292.3638556	Scf_2L	3638292	3638556	.	265	124	81	145
Scf_2L.3638842.3640367	Scf_2L	3638842	3640367	.	1526	993	955	1135
Scf_2L.3641601.3642128	Scf_2L	3641601	3642128	.	528	240	141	270
Scf_2L.3654775.3656106	Scf_2L	3654775	3656106	.	1332	944	677	1169
Scf_2L.3656797.3657070	Scf_2L	3656797	3657070	.	274	99	77	138
Scf_2L.3657504.3657787	Scf_2L	3657504	3657787	.	284	95	98	125
Scf_2L.3658286.3658760	Scf_2L	3658286	3658760	.	475	290	172	290
Scf_2L.3665053.3665470	Scf_2L	3665053	3665470	.	418	200	141	261
Scf_2L.3688103.3688466	Scf_2L	3688103	3688466	.	364	217	146	221
Scf_2L.3706803.3707007	Scf_2L	3706803	3707007	.	205	79	98	119
Scf_2L.3713727.3714193	Scf_2L	3713727	3714193	.	467	204	102	193
Scf_2L.3718736.3718970	Scf_2L	3718736	3718970	.	235	109	87	155
Scf_2L.3719169.3719336	Scf_2L	3719169	3719336	.	168	60	41	82
Scf_2L.3724019.3724603	Scf_2L	3724019	3724603	.	585	294	169	312
Scf_2L.3724714.3724840	Scf_2L	3724714	3724840	.	127	55	24	57
Scf_2L.3739971.3740945	Scf_2L	3739971	3740945	.	975	436	292	487
Scf_2L.3741115.3741755	Scf_2L	3741115	3741755	.	641	452	389	567
Scf_2L.3741945.3742328	Scf_2L	3741945	3742328	.	384	134	83	152
Scf_2L.3870562.3871186	Scf_2L	3870562	3871186	.	625	296	220	351
Scf_2L.3883324.3883616	Scf_2L	3883324	3883616	.	293	142	109	190
Scf_2L.3884086.3885026	Scf_2L	3884086	3885026	.	941	630	450	729
Scf_2L.3890965.3891886	Scf_2L	3890965	3891886	.	922	591	285	581
Scf_2L.3895367.3895826	Scf_2L	3895367	3895826	.	460	240	131	276
Scf_2L.3899385.3900006	Scf_2L	3899385	3900006	.	622	398	252	485
Scf_2L.3916203.3916373	Scf_2L	3916203	3916373	.	171	121	70	121
Scf_2L.3920680.3921694	Scf_2L	3920680	3921694	.	1015	521	368	615
Scf_2L.3954872.3955017	Scf_2L	3954872	3955017	.	146	124	63	101
Scf_2L.3958022.3958152	Scf_2L	3958022	3958152	.	131	36	121	97
Scf_2L.3959413.3959740	Scf_2L	3959413	3959740	.	328	179	83	178
Scf_2L.3960416.3960555	Scf_2L	3960416	3960555	.	140	90	42	126
Scf_2L.3978487.3978666	Scf_2L	3978487	3978666	.	180	103	90	99
Scf_2L.4028283.4028755	Scf_2L	4028283	4028755	.	473	243	145	239
Scf_2L.4033937.4034529	Scf_2L	4033937	4034529	.	593	301	164	269
Scf_2L.4044040.4045071	Scf_2L	4044040	4045071	.	1032	553	286	679
Scf_2L.4071145.4071300	Scf_2L	4071145	4071300	.	156	129	89	148
Scf_2L.4073430.4074071	Scf_2L	4073430	4074071	.	642	349	254	420
Scf_2L.4074441.4075169	Scf_2L	4074441	4075169	.	729	324	202	384
Scf_2L.4129891.4130496	Scf_2L	4129891	4130496	.	606	332	221	383
Scf_2L.4146978.4147209	Scf_2L	4146978	4147209	.	232	121	101	133
Scf_2L.4163552.4165272	Scf_2L	4163552	4165272	.	1721	1237	1063	1428
Scf_2L.4178507.4178707	Scf_2L	4178507	4178707	.	201	128	61	116
Scf_2L.4179339.4180994	Scf_2L	4179339	4180994	.	1656	1234	1068	1343
Scf_2L.4182441.4183220	Scf_2L	4182441	4183220	.	780	294	237	375
Scf_2L.4186420.4186625	Scf_2L	4186420	4186625	.	206	47	55	65
Scf_2L.4186726.4187696	Scf_2L	4186726	4187696	.	971	528	515	592
Scf_2L.4187837.4188067	Scf_2L	4187837	4188067	.	231	72	75	79
Scf_2L.4211147.4211421	Scf_2L	4211147	4211421	.	275	125	131	121
Scf_2L.4215082.4215264	Scf_2L	4215082	4215264	.	183	50	74	67
Scf_2L.4215371.4215676	Scf_2L	4215371	4215676	.	306	128	159	186
Scf_2L.4218186.4218565	Scf_2L	4218186	4218565	.	380	325	233	336
Scf_2L.4228744.4229538	Scf_2L	4228744	4229538	.	795	348	273	420
Scf_2L.4232269.4232636	Scf_2L	4232269	4232636	.	368	179	77	176
Scf_2L.4233242.4233678	Scf_2L	4233242	4233678	.	437	239	183	298
Scf_2L.4239880.4240434	Scf_2L	4239880	4240434	.	555	260	187	282
Scf_2L.4240580.4241168	Scf_2L	4240580	4241168	.	589	204	236	276
Scf_2L.4249659.4250195	Scf_2L	4249659	4250195	.	537	222	163	304
Scf_2L.4282326.4282518	Scf_2L	4282326	4282518	.	193	128	74	150
Scf_2L.4283533.4284431	Scf_2L	4283533	4284431	.	899	444	391	564
Scf_2L.4284552.4285217	Scf_2L	4284552	4285217	.	666	270	235	297
Scf_2L.4287623.4289247	Scf_2L	4287623	4289247	.	1625	878	656	866
Scf_2L.4290942.4291393	Scf_2L	4290942	4291393	.	452	234	210	269
Scf_2L.4291495.4291739	Scf_2L	4291495	4291739	.	245	53	45	57
Scf_2L.4294749.4295769	Scf_2L	4294749	4295769	.	1021	555	393	613
Scf_2L.4299441.4299565	Scf_2L	4299441	4299565	.	125	93	72	99
Scf_2L.4300480.4301161	Scf_2L	4300480	4301161	.	682	250	192	239
Scf_2L.4301381.4301924	Scf_2L	4301381	4301924	.	544	135	148	188
Scf_2L.4302789.4303406	Scf_2L	4302789	4303406	.	618	419	263	423
Scf_2L.4304342.4304950	Scf_2L	4304342	4304950	.	609	255	174	262
Scf_2L.4305257.4305422	Scf_2L	4305257	4305422	.	166	55	47	72
Scf_2L.4305799.4306715	Scf_2L	4305799	4306715	.	917	396	349	502
Scf_2L.4309344.4309954	Scf_2L	4309344	4309954	.	611	257	211	292
Scf_2L.4310908.4311013	Scf_2L	4310908	4311013	.	106	82	69	85
Scf_2L.4312414.4312585	Scf_2L	4312414	4312585	.	172	116	96	160
Scf_2L.4379886.4380253	Scf_2L	4379886	4380253	.	368	199	196	229
Scf_2L.4381670.4382365	Scf_2L	4381670	4382365	.	696	464	436	495
Scf_2L.4459350.4459653	Scf_2L	4459350	4459653	.	304	136	85	142
Scf_2L.4466835.4467288	Scf_2L	4466835	4467288	.	454	247	196	265
Scf_2L.4468095.4469053	Scf_2L	4468095	4469053	.	959	282	250	286
Scf_2L.4469321.4475101	Scf_2L	4469321	4475101	.	5781	3990	3096	4089
Scf_2L.4475206.4476487	Scf_2L	4475206	4476487	.	1282	458	337	483
Scf_2L.4488233.4488526	Scf_2L	4488233	4488526	.	294	186	100	214
Scf_2L.4515177.4515360	Scf_2L	4515177	4515360	.	184	80	102	102
Scf_2L.4614724.4614843	Scf_2L	4614724	4614843	.	120	58	34	57
Scf_2L.4614974.4615134	Scf_2L	4614974	4615134	.	161	82	49	99
Scf_2L.4630363.4631375	Scf_2L	4630363	4631375	.	1013	488	312	500
Scf_2L.4631588.4632822	Scf_2L	4631588	4632822	.	1235	1179	968	1181
Scf_2L.4633708.4633952	Scf_2L	4633708	4633952	.	245	134	125	151
Scf_2L.4638524.4638683	Scf_2L	4638524	4638683	.	160	88	64	114
Scf_2L.4650682.4651210	Scf_2L	4650682	4651210	.	529	212	167	271
Scf_2L.4657956.4658546	Scf_2L	4657956	4658546	.	591	386	299	406
Scf_2L.4663297.4663643	Scf_2L	4663297	4663643	.	347	136	100	152
Scf_2L.4667105.4667453	Scf_2L	4667105	4667453	.	349	141	130	148
Scf_2L.4667635.4667872	Scf_2L	4667635	4667872	.	238	79	43	69
Scf_2L.4668084.4668272	Scf_2L	4668084	4668272	.	189	42	33	52
Scf_2L.4670621.4671154	Scf_2L	4670621	4671154	.	534	201	145	262
Scf_2L.4703176.4703502	Scf_2L	4703176	4703502	.	327	185	100	199
Scf_2L.4711880.4712799	Scf_2L	4711880	4712799	.	920	565	409	580
Scf_2L.4738387.4739237	Scf_2L	4738387	4739237	.	851	382	343	460
Scf_2L.4758430.4758727	Scf_2L	4758430	4758727	.	298	105	66	94
Scf_2L.4758836.4759560	Scf_2L	4758836	4759560	.	725	301	246	319
Scf_2L.4760316.4760515	Scf_2L	4760316	4760515	.	200	134	102	147
Scf_2L.4761189.4761819	Scf_2L	4761189	4761819	.	631	249	206	273
Scf_2L.4763112.4763471	Scf_2L	4763112	4763471	.	360	120	91	132
Scf_2L.4778920.4779423	Scf_2L	4778920	4779423	.	504	169	138	198
Scf_2L.4781027.4781213	Scf_2L	4781027	4781213	.	187	147	110	165
Scf_2L.4782187.4782377	Scf_2L	4782187	4782377	.	191	150	85	147
Scf_2L.4784479.4784894	Scf_2L	4784479	4784894	.	416	179	111	167
Scf_2L.4785005.4785318	Scf_2L	4785005	4785318	.	314	82	55	93
Scf_2L.4787122.4787495	Scf_2L	4787122	4787495	.	374	167	106	201
Scf_2L.4789879.4790806	Scf_2L	4789879	4790806	.	928	498	369	527
Scf_2L.4794245.4795550	Scf_2L	4794245	4795550	.	1306	648	507	734
Scf_2L.4810120.4811333	Scf_2L	4810120	4811333	.	1214	633	517	662
Scf_2L.4816467.4816600	Scf_2L	4816467	4816600	.	134	82	78	108
Scf_2L.4820329.4820561	Scf_2L	4820329	4820561	.	233	85	65	95
Scf_2L.4820731.4820885	Scf_2L	4820731	4820885	.	155	56	50	77
Scf_2L.4822573.4823296	Scf_2L	4822573	4823296	.	724	310	213	359
Scf_2L.4823898.4824034	Scf_2L	4823898	4824034	.	137	42	20	58
Scf_2L.4824140.4824690	Scf_2L	4824140	4824690	.	551	180	118	189
Scf_2L.4856304.4856548	Scf_2L	4856304	4856548	.	245	134	97	145
Scf_2L.4856662.4857154	Scf_2L	4856662	4857154	.	493	89	95	135
Scf_2L.4857487.4857796	Scf_2L	4857487	4857796	.	310	64	79	93
Scf_2L.4857910.4858098	Scf_2L	4857910	4858098	.	189	73	53	72
Scf_2L.4865782.4867134	Scf_2L	4865782	4867134	.	1353	1047	940	1142
Scf_2L.4868710.4869269	Scf_2L	4868710	4869269	.	560	278	146	325
Scf_2L.4873335.4873762	Scf_2L	4873335	4873762	.	428	222	124	231
Scf_2L.4874196.4875265	Scf_2L	4874196	4875265	.	1070	464	343	508
Scf_2L.4884328.4884474	Scf_2L	4884328	4884474	.	147	118	58	113
Scf_2L.4892682.4893418	Scf_2L	4892682	4893418	.	737	574	351	548
Scf_2L.4893693.4894123	Scf_2L	4893693	4894123	.	431	148	135	195
Scf_2L.4905802.4906236	Scf_2L	4905802	4906236	.	435	173	116	177
Scf_2L.4906548.4907254	Scf_2L	4906548	4907254	.	707	371	225	379
Scf_2L.4907437.4907675	Scf_2L	4907437	4907675	.	239	119	104	163
Scf_2L.4909637.4909854	Scf_2L	4909637	4909854	.	218	124	111	167
Scf_2L.4909955.4910062	Scf_2L	4909955	4910062	.	108	41	21	38
Scf_2L.4920783.4921229	Scf_2L	4920783	4921229	.	447	167	157	198
Scf_2L.4921406.4922037	Scf_2L	4921406	4922037	.	632	564	451	515
Scf_2L.4958436.4959018	Scf_2L	4958436	4959018	.	583	252	190	361
Scf_2L.4959174.4960370	Scf_2L	4959174	4960370	.	1197	712	545	756
Scf_2L.4960771.4961257	Scf_2L	4960771	4961257	.	487	191	184	271
Scf_2L.4962306.4962899	Scf_2L	4962306	4962899	.	594	216	214	221
Scf_2L.4964386.4964959	Scf_2L	4964386	4964959	.	574	340	267	351
Scf_2L.4965175.4965348	Scf_2L	4965175	4965348	.	174	30	31	30
Scf_2L.4965504.4966605	Scf_2L	4965504	4966605	.	1102	537	535	582
Scf_2L.4984625.4984955	Scf_2L	4984625	4984955	.	331	153	144	153
Scf_2L.4985254.4985691	Scf_2L	4985254	4985691	.	438	220	206	232
Scf_2L.4991526.4991744	Scf_2L	4991526	4991744	.	219	126	74	138
Scf_2L.5000274.5001148	Scf_2L	5000274	5001148	.	875	395	335	465
Scf_2L.5013912.5014091	Scf_2L	5013912	5014091	.	180	120	108	131
Scf_2L.5019058.5021686	Scf_2L	5019058	5021686	.	2629	1235	728	1133
Scf_2L.5030774.5030967	Scf_2L	5030774	5030967	.	194	96	74	90
Scf_2L.5031195.5031446	Scf_2L	5031195	5031446	.	252	100	62	92
Scf_2L.5036991.5037297	Scf_2L	5036991	5037297	.	307	153	120	175
Scf_2L.5037399.5037561	Scf_2L	5037399	5037561	.	163	59	46	71
Scf_2L.5041688.5042504	Scf_2L	5041688	5042504	.	817	723	452	720
Scf_2L.5044385.5045200	Scf_2L	5044385	5045200	.	816	435	307	500
Scf_2L.5045691.5046075	Scf_2L	5045691	5046075	.	385	163	111	198
Scf_2L.5050150.5050764	Scf_2L	5050150	5050764	.	615	422	273	435
Scf_2L.5053506.5053795	Scf_2L	5053506	5053795	.	290	149	81	177
Scf_2L.5063319.5063939	Scf_2L	5063319	5063939	.	621	363	262	410
Scf_2L.5068021.5068338	Scf_2L	5068021	5068338	.	318	289	127	280
Scf_2L.5071313.5071838	Scf_2L	5071313	5071838	.	526	313	188	313
Scf_2L.5073481.5073818	Scf_2L	5073481	5073818	.	338	159	101	196
Scf_2L.5078598.5079502	Scf_2L	5078598	5079502	.	905	452	231	460
Scf_2L.5080251.5080830	Scf_2L	5080251	5080830	.	580	246	174	300
Scf_2L.5083261.5084660	Scf_2L	5083261	5084660	.	1400	707	478	808
Scf_2L.5086488.5086652	Scf_2L	5086488	5086652	.	165	125	59	130
Scf_2L.5096906.5097077	Scf_2L	5096906	5097077	.	172	90	97	116
Scf_2L.5100525.5102229	Scf_2L	5100525	5102229	.	1705	861	668	1037
Scf_2L.5105355.5105876	Scf_2L	5105355	5105876	.	522	435	292	429
Scf_2L.5109712.5110373	Scf_2L	5109712	5110373	.	662	380	313	406
Scf_2L.5110744.5111052	Scf_2L	5110744	5111052	.	309	44	60	77
Scf_2L.5111160.5113475	Scf_2L	5111160	5113475	.	2316	1119	920	1300
Scf_2L.5113748.5114742	Scf_2L	5113748	5114742	.	995	748	660	750
Scf_2L.5114848.5115845	Scf_2L	5114848	5115845	.	998	853	670	878
Scf_2L.5119363.5119785	Scf_2L	5119363	5119785	.	423	211	196	240
Scf_2L.5120295.5120572	Scf_2L	5120295	5120572	.	278	123	91	146
Scf_2L.5133624.5134860	Scf_2L	5133624	5134860	.	1237	544	293	570
Scf_2L.5135048.5135184	Scf_2L	5135048	5135184	.	137	33	15	37
Scf_2L.5135466.5135702	Scf_2L	5135466	5135702	.	237	118	84	114
Scf_2L.5135994.5136730	Scf_2L	5135994	5136730	.	737	220	117	226
Scf_2L.5137623.5137925	Scf_2L	5137623	5137925	.	303	197	100	208
Scf_2L.5138789.5139153	Scf_2L	5138789	5139153	.	365	147	136	176
Scf_2L.5139363.5139898	Scf_2L	5139363	5139898	.	536	122	117	147
Scf_2L.5141394.5141716	Scf_2L	5141394	5141716	.	323	124	92	160
Scf_2L.5144380.5146140	Scf_2L	5144380	5146140	.	1761	940	577	985
Scf_2L.5147765.5147961	Scf_2L	5147765	5147961	.	197	169	80	150
Scf_2L.5149737.5150434	Scf_2L	5149737	5150434	.	698	295	215	306
Scf_2L.5150948.5151379	Scf_2L	5150948	5151379	.	432	201	168	211
Scf_2L.5151505.5151723	Scf_2L	5151505	5151723	.	219	84	37	92
Scf_2L.5172098.5172278	Scf_2L	5172098	5172278	.	181	47	43	48
Scf_2L.5172391.5172652	Scf_2L	5172391	5172652	.	262	131	64	103
Scf_2L.5198665.5198869	Scf_2L	5198665	5198869	.	205	83	72	89
Scf_2L.5199175.5199376	Scf_2L	5199175	5199376	.	202	71	70	88
Scf_2L.5208943.5209467	Scf_2L	5208943	5209467	.	525	390	288	406
Scf_2L.5236716.5240001	Scf_2L	5236716	5240001	.	3286	2639	2156	2996
Scf_2L.5266088.5266657	Scf_2L	5266088	5266657	.	570	594	369	622
Scf_2L.5320688.5320839	Scf_2L	5320688	5320839	.	152	81	64	108
Scf_2L.5324816.5326012	Scf_2L	5324816	5326012	.	1197	746	664	947
Scf_2L.5328823.5328989	Scf_2L	5328823	5328989	.	167	52	39	70
Scf_2L.5329204.5329635	Scf_2L	5329204	5329635	.	432	212	160	214
Scf_2L.5330815.5331019	Scf_2L	5330815	5331019	.	205	163	89	154
Scf_2L.5337167.5337322	Scf_2L	5337167	5337322	.	156	138	92	158
Scf_2L.5346963.5347119	Scf_2L	5346963	5347119	.	157	39	28	47
Scf_2L.5347232.5348530	Scf_2L	5347232	5348530	.	1299	702	456	728
Scf_2L.5351907.5352587	Scf_2L	5351907	5352587	.	681	424	275	452
Scf_2L.5428729.5428996	Scf_2L	5428729	5428996	.	268	152	133	213
Scf_2L.5439734.5440151	Scf_2L	5439734	5440151	.	418	270	186	289
Scf_2L.5451330.5451551	Scf_2L	5451330	5451551	.	222	88	80	116
Scf_2L.5466624.5467279	Scf_2L	5466624	5467279	.	656	394	287	431
Scf_2L.5485762.5487466	Scf_2L	5485762	5487466	.	1705	865	597	945
Scf_2L.5525733.5525941	Scf_2L	5525733	5525941	.	209	106	70	118
Scf_2L.5526178.5526314	Scf_2L	5526178	5526314	.	137	52	36	57
Scf_2L.5528785.5529707	Scf_2L	5528785	5529707	.	923	558	423	631
Scf_2L.5537978.5538133	Scf_2L	5537978	5538133	.	156	88	58	101
Scf_2L.5541593.5542096	Scf_2L	5541593	5542096	.	504	235	215	247
Scf_2L.5580116.5580412	Scf_2L	5580116	5580412	.	297	150	75	141
Scf_2L.5581096.5581326	Scf_2L	5581096	5581326	.	231	86	60	94
Scf_2L.5581475.5582246	Scf_2L	5581475	5582246	.	772	434	299	421
Scf_2L.5590906.5591707	Scf_2L	5590906	5591707	.	802	358	292	423
Scf_2L.5600337.5601047	Scf_2L	5600337	5601047	.	711	293	198	347
Scf_2L.5603437.5604598	Scf_2L	5603437	5604598	.	1162	837	536	925
Scf_2L.5605825.5606711	Scf_2L	5605825	5606711	.	887	391	276	548
Scf_2L.5608414.5608521	Scf_2L	5608414	5608521	.	108	48	17	40
Scf_2L.5608669.5609228	Scf_2L	5608669	5609228	.	560	267	161	284
Scf_2L.5609412.5609647	Scf_2L	5609412	5609647	.	236	114	61	87
Scf_2L.5613501.5613832	Scf_2L	5613501	5613832	.	332	255	167	245
Scf_2L.5614406.5615199	Scf_2L	5614406	5615199	.	794	345	211	347
Scf_2L.5615547.5616384	Scf_2L	5615547	5616384	.	838	433	366	530
