P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3
FBgn0036488	47	69	112	31	56	52	180	60	102	92	68	90
FBgn0036489	3434.351	4060.314	4276.337	1394.819	1441.988	1219.602	2894.387	2301.405	3032.801	1264.546	1184.552	1057.238
FBgn0036490	0	0	3	1	0	0	0	0	0	0	0	0
FBgn0036491	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036492	0	0	0	0	0	0	6	4	14	6	2	2
FBgn0036493	1261.004	1335.999	1297	909	964.999	901.999	1233.003	2047.998	1697	1097	1262	1117
FBgn0036494	0	0	0	1	3	0	0	0	0	0	0	0
FBgn0036495	1832.001	1835	2155	917	909	1099	1277	839	990.03	516	625	633
FBgn0036496	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0036497	0	0	0	0	0	0	8	0	0	0	0	0
FBgn0036498	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036499	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0036500	280	316	394	142	148	192	188	228	163	118	147	133
FBgn0036501	233	286	308	111	82	117	83	82	135	50	49	37
FBgn0036502	3	17	19	5	1	0	17	22	29	8	8	7
FBgn0036503	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036504	1	0	2	0	0	0	13.015	12	10	6.173	11.589	12
FBgn0036505	670	698	846	245	263	295	854.141	817	911	379.826	397.411	362
FBgn0036509	1448.248	1418.47	1446.472	671.216	702.09	681.537	1716.593	2414.32	2099.087	1014.96	1052.063	1067.982
FBgn0036510	170	197	246	62	58	60	143	145	187	59	56	61
FBgn0036512	953	1055	989	291	267	203	1131	1060	1248	289	261	277
FBgn0036514	124	221	311	81	65	69	182	183	256	109	108	78
FBgn0036515	493	583	656	238	237	251	881.003	708	782.003	275	312	227
FBgn0036516	243	231	251	109.001	113.001	107	172	181	224	63	78	67
FBgn0036518	185.001	188.941	190.822	112	109.422	104.999	95	138	145	44.999	55	44
FBgn0036519	90	100.059	113.178	42	39.578	34	113	124.001	94	60	54	62
FBgn0036520	6	5	14	4	4	7	1	0	0	0	0	0
FBgn0036522	52	70	65	45	61	39	103	95	92	66	68	80
FBgn0036527	1957	2179	1924	805	862	691	2071.99	1821	2178	883	854	899
FBgn0036528	3580.003	3845	3642	1093	1086	1012	4469	4086.093	4782.245	1801	1801	1645
FBgn0036529	1419.473	1348.852	1464.689	229.741	301.556	247	802	815	871	523.999	568	502
FBgn0036531	0	0	5	0	2	3	19	15	13	26	42	34
FBgn0036532	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036534	2419.001	2440.178	2022	994	1108	846	1969	2584	2494	1209	1152	920
FBgn0036536	37	28	43	14	14	5	40.001	53	54	30	22	16
FBgn0036544	0	0	0	2	4	0	913	1655.002	1228.001	712	805	644
FBgn0036545	1385	1422	1878	467	488	475	499	406	556	462	435	463
FBgn0036547	377.709	470	467	78	85	103	33	65	54	76	85	85
FBgn0036549	140	137	167	54	55	72	146	94	131	70	68	60
FBgn0036550	338	349	366	62	65	55	46	20	30	6	8	13
FBgn0036551	355	371	382	150	161	176	179	108	139	44	56	63
FBgn0036552	2	5	4	0	1	0	15	3	7	4	1	4
FBgn0036553	10	11	8	9	1	4	1	6	5	1	4	1
FBgn0036556	662	605	545	306	456	380	387	508	410	272	317	280
FBgn0036557	237	276	352	103	82	111	179	188	243.001	118	91	105
FBgn0036560	8	13	12	8	18	15	9	20	18	7	11	12
FBgn0036565	11	12	7	3	0	2	3	0	5	2	8	1
FBgn0036566	1791.059	1816.014	1693.973	706	862	779	1501.783	2073.464	1867.608	745.822	822.891	715.774
FBgn0036567	1	3	4.027	2	5	3	12.265	36.536	19.392	6.178	8.109	18.226
FBgn0036568	0	0	0	0	0	3	2	0	0	0	0	3
FBgn0036569	59	70	94	44	34	44	38	60	62	26	40	35
FBgn0036570	207	187	237	110	97	90	145	146	160	59	71	70
FBgn0036571	294	277	276	120	114	123	272	304	323	117	123	133
FBgn0036574	139	201	156	53	52	45	151	173	167	55	49	36
FBgn0036575	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036576	261	329	348	247	255	259.001	221	286.399	267	172	210	160
FBgn0036579	323	362	380	135	141	140	286	204	274	117	116	106
FBgn0036580	357	452	609	229	227	179	702	509.006	682	330	374	352
FBgn0036581	496	515	693	233	205	210	340	273	454	189	157	212
FBgn0036583	0	0	0	1	0	0	0	0	0	0	0	1
FBgn0036584	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036585	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036586	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036587	16	17	19	14	17	20	21	33	53	17	20	27
FBgn0036590	0	0	2	0	0	0	0	0	0	0	0	0
FBgn0036593	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036594	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036595	0	0	0	0	1	1	0	0	1	1	0	0
FBgn0036596	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036597	0	0	0	0	0	0	1	9	1	1	2	1
FBgn0036598	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036602	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0036607	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036609	1	0	1	0	0	0	0	0	0	0	0	0
FBgn0036610	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036612	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0036614	141	143	176	44	67	45	177	174	203	59	39	53
FBgn0036617	0	0	0	0	0	0	8	10	5	7	2	0
FBgn0036618	0	0	0	0	0	0	1	1	1	0	0	0
FBgn0036619	0	0	0	3	0	0	4	7	8	4	2	2
FBgn0036621	1240.999	1350	1203	326	369.999	217	1048.999	1247	1221.001	364	376	292
FBgn0036622	786.999	828	995	301	328	325	989.001	930	1026	360	356	400
FBgn0036623	941.192	901	942.933	272	246	225	1071.035	792	1181	314	328	329
FBgn0036624	410	457	418	179	179	115	320	324.001	361	157	155	112
FBgn0036627	16	7	9	16	15	10	31	59	42	8	9	19
FBgn0036629	29	47	32	25	14	14	23	37	29	10	14	3
FBgn0036638	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036639	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036640	7	5	4	0	0	1	21	28	40	37	30	35
FBgn0036641	238	258	298	112	136	88	391	313	366	165	199	164
FBgn0036643	172	195	249	121	176	159	170	160	188	137	117	160
FBgn0036648	139	186	192	90	79	68	236	212	261	148	123	122
FBgn0036652	0	1	0	0	0	0	0	0	0	0	0	1
FBgn0036654	1	3	3	0	1	1	4	0	4	0	0	1
FBgn0036655	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036659	1	6	1	0	1	1	5	9	9	0	1	3
FBgn0036661	324	326	428	124	171	169	304	296	326	144.999	155	163
FBgn0036662	5106.999	5465	5080	1019	1019	783	3731	3809	3953.022	875	792	607
FBgn0036663	6291.001	6400	5598.002	3109	3375.001	2601	4556.037	6404.004	5701	2694	2718	2295.002
FBgn0036665	18	8	9	0	0	0	11	2	18	0	3	0
FBgn0036666	691.003	636.003	726	276	282	290	462	506	483.309	201	196	185
FBgn0036667	1494	1631	2171	795	871	826	1766	937.999	1710.351	780	858	858
FBgn0036668	1401.958	1335	1214	693	777	585	1333	1601	1614	898	875	719
FBgn0036670	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0036671	505	531	515	208	219	206	353	342	326	114	173	189
FBgn0036676	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036677	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036678	0	0	0	0	0	0	0	0	0	0	3	0
FBgn0036679	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0036680	13	16	10	8	9	9	0	0	0	1	1	2
FBgn0036681	0	0	0	4	0	0	0	0	0	0	0	0
FBgn0036684	1113	955.012	888	241	270	198	1034	1182	1211	509	545	389
FBgn0036685	451.001	513	556	209	251	207.999	485	487	551	200	208	159
FBgn0036686	694	756	859	286	286	280	458	572	527	258	225	228
FBgn0036688	85	99	98	38	53	40	170	199	238	71	66	55
FBgn0036689	30	43	36	1	4	8	10	4	0	0	1	2
FBgn0036690	111	129	123	15	25	3	56	66	93	3	6	4
FBgn0036691	136	152	185	52	66	52	90	96	114	67	61	51
FBgn0036695	708	803	961	278	282	250	2221.012	2322	2553	919	1005	800
FBgn0036696	29	28	58	13	9	6	34	30	32	15	23	19
FBgn0036697	67	88	116	48	51	46	109	94	125	34	63	54
FBgn0036698	13	14	24	14	0	12	6	15	19	6	3	2
FBgn0036702	606	688	755	287	303	245	505	732	619	269	269	281
FBgn0036704	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0036706	1	0	1	0	0	0	0	2	0	0	0	0
FBgn0036707	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036708	0	1	0	0	0	0	4	0	1	0	0	0
FBgn0036709	0	0	0	0	0	0	2	1	0	1	7	0
FBgn0036710	64	66	83	41	27	41	65	78	111	43	41	45
FBgn0036711	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036712	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036713	0	0	0	0	0	0	2	0	0	0	0	0
FBgn0036715	88	152	165	4	4	2	5	4	2	1	0	1
FBgn0036716	11	18	6	0	6	15	1	0	0	0	3	40
FBgn0036723	53	48	33	9	10	8	13	15	10	6	0	5
FBgn0036725	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0036726	333	433.002	454	210	206	225	409	298	387	147	161	170
FBgn0036727	2319.006	2373.001	2864	1957	1994	1925	6109.927	6103.669	6518	4528	5147	5346
FBgn0036728	936.001	968	1402	526.547	574	420	945	762	1035	508	505	419
FBgn0036729	1	1	1	0	0	0	3	0	4	0	0	0
FBgn0036731	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0036732	58.001	73	51	23	41	35	23	40	47	20	32	20
FBgn0036733	114	99	151	38	43	67	62	78	52	36	62	55
FBgn0036734	752	1012	1177	317.343	343.355	319.97	757	869	923	390	371	353
FBgn0036735	621	499	454	240	238	209	302	428	420	269	208	201
FBgn0036738	1	13	1	0	0	0	0	0	1	0	0	0
FBgn0036740	516	542	656	217	212	183	571	544	540	161	186	181
FBgn0036741	6049.199	7047.501	6693	3845	4299	3562	4847.55	5313.918	5332.964	2083.999	2258.999	2223.001
FBgn0036742	95	160	198	42	84	59	32	77	63	19	35	25
FBgn0036745	1486	1693.947	2015	411	484	500	1261	840	1419.61	378	389	431
FBgn0036746	916	877	788	462	521	426	556	1020	722	430	479	446
FBgn0036747	1	0	0	0	0	0	0	0	0	3	0	0
FBgn0036749	116	109	137	70	91	64	449	406	501.99	389	399	392
FBgn0036750	3	1	1	3	6	6	15	13	15	14	11	14
FBgn0036751	0	1	0	0	0	0	1	0	1	0	0	0
FBgn0036752	2	3	1	5	25	52	11	6	11	8	9	16
FBgn0036754	85	104	208	100	59	65	67.972	66	43	45.671	56	38
FBgn0036756	65	129	149	24	25	19	692	726	696	310.037	467	484
FBgn0036757	0	0	2	0	0	0	43	46	58	65	43	28
FBgn0036759	841.263	915.302	1122.438	571.348	660.184	672.773	482.854	534	479.001	263	293	329
FBgn0036760	252	303	399	156	179	176	320	283	387	121	122	125
FBgn0036761	190	231	219	101	97	93	129	152	173.001	99	96	99
FBgn0036762	494	500	516	236	256	283	469	522	455	227	239	215
FBgn0036763	197	244	260	108	67	61	226	227.007	261	122	97	90
FBgn0036764	720	788	979	323	262	256	473	415	475	129	143	95
FBgn0036765	1268	1482	1562.538	540	496	473.189	1133	1282	1390	565	530.506	560
FBgn0036766	2	0	0	0	0	0	20	0	0	0	0	1
FBgn0036768	13	3	4	0	1	3	2	10	10	4	1	8
FBgn0036769	13	9	14	3	1	9	7	8	7	3	4	7
FBgn0036770	144	177	181	107	128	150	274	387	380	98	111	92
FBgn0036771	143	135	174.84	75	70.122	79.77	106	90	92	45	56	60
FBgn0036772	138	148	210.16	59	58.878	40.23	170	145	243	82	93	75
FBgn0036773	575	471	573	202	258	221	410.015	428	418	191	218	202.001
FBgn0036774	189	226	320	108	89	96	144	87	134.003	74	79	75
FBgn0036775	306	368	484	162	127	143	234	185	202.906	95	108	122
FBgn0036777	22	15	24	1	7	9	8	22	15	5	12	8
FBgn0036778	20	13	14	6	7	10	10	17	9	3	5	6
FBgn0036780	0	0	0	0	0	3	0	0	1	0	0	0
FBgn0036781	0	0	0	0	0	0	0	0	0	0	1	4
FBgn0036782	8	6	5	4	3	1	18	45	38	12	7	0
FBgn0036783	0	6	0	0	0	0	6	15	5	3	9	0
FBgn0036784	2	0	0	0	0	0	7	3	5	6	2	2
FBgn0036785	1	10	1	0	0	0	4	0	0	0	0	0
FBgn0036786	4	3	6	2	3	9	0	0	0	0	0	0
FBgn0036789	68	143	125	58	65	18	14	12	15	10	14	9
FBgn0036790	13	4	9	2	5	4	2	3	6	0	3	4
FBgn0036793	10184.383	9196.12	9605.007	2537	2786	2985	5722	5268	6126.036	2331	2504	2670
FBgn0036795	7028	6636	8781.05	1755	1820	1900	4263.367	3664.097	4468.63	1478	1602	1645
FBgn0036796	10498.632	10147.944	11053.261	3256	3242	3382.004	10640.089	9088.061	11912.818	4194.833	4601	4875.001
FBgn0036799	0	0	0	0	0	0	4	1	2	2	1	2
FBgn0036801	238	331.001	353	202.001	239.002	189.001	246	271	295.001	126	162.999	122.999
FBgn0036804	182	191	253	77	58	90	104	127	175	49	69	68
FBgn0036805	895	898	1266.257	386	436	487	793	623	822	324	371	427
FBgn0036806	62	60	62	8	3	5	19	32	33	10	15	13
FBgn0036807	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036808	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036809	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0036810	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036811	145	166	227	70	67	101	186	164	199	58	80	102
FBgn0036812	35	46	74	19	34	26	40	23	29	16	22	28
FBgn0036813	463	402.215	491	243	236	223	316	295	344	173	184	160
FBgn0036814	280	473	317	164	163	145	316	496	354	173	177	101
FBgn0036815	11	5	8	7	1	6	21	4	13	5	5	5
FBgn0036816	180.001	186	219	64	124	84	392.999	429.999	461	218	238	242
FBgn0036817	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036818	14	32	25	8	10	9	50	56	52	26	20	26
FBgn0036819	175	228	236	66	50	50	195	160	180	55	63	54
FBgn0036820	589	581	834	291	274	318	192	138	157	293	209	276
FBgn0036821	9	22	41	5	4	10	21	29	28	10	6	9
FBgn0036822	0	0	1	0	0	2	0	0	0	0	0	1
FBgn0036824	1625	1938	2267	497	511	433	869	743	1018	424	358	324
FBgn0036825	127	170.215	213	103	94	87.003	939	790.073	887.005	113	149	99
FBgn0036826	17	21	39	5	3	5	5	1	4	2	1	0
FBgn0036827	178	198	226	75	64	78	132	101	167	46	51	56
FBgn0036828	373	417.931	404.924	148	192	176	435	575	556	243	273	218
FBgn0036829	0	1.069	1.076	0	0	0	0	0	0	0	0	0
FBgn0036830	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0036831	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036832	0	0	0	0	0	0	3	0	0	0	0	0
FBgn0036833	1	0	0	0	0	1	0	0	0	0	0	0
FBgn0036834	32	33	28	15	15	22	243	276	278	115	98	115
FBgn0036835	0	0	0	0	1	0	0	0	0	0	1	0
FBgn0036836	197	258	244	120	94	123	114	180	171	25	21	18
FBgn0036837	662	1266.035	1596.527	535	677.001	496	1730	1955	2100	730	864	707
FBgn0036838	121	212.964	262.472	75	89	106	135	117	141.001	82	84	81
FBgn0036839	1	3	2	0	0	0	2	0	1	0	0	1
FBgn0036842	857	900	852	322	311	272	383	551	432	229	246	196
FBgn0036843	311	348	367	72	86	69	304	342	287	131	152	163
FBgn0036844	140	167.001	149	119	109.001	108	102	108	108	92	111	108
FBgn0036846	196	171	194	55	83	55	135	126	143	57	72	48
FBgn0036847	594	519	735	224	141	118	425	301	559	200	127	127
FBgn0036848	348	409	500	163	151	185	128	133	173	44	60	65
FBgn0036849	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036850	46	46	44	29	23	33	42	47	44	22	15	15
FBgn0036851	83	124	113	48	50	34	154	168	187	42	42	25
FBgn0036853	147	171	217	79	75	96	140	85	119	74	49	63
FBgn0036857	10	18.07	10	4.073	3	5.513	24	15	34	11	5	9
FBgn0036858	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036859	0	1	3	0	0	0	0	3	0	0	0	0
FBgn0036860	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0036861	0	0	0	0	0	0	1	0	1	0	0	0
FBgn0036862	21	19	26	15	16	24	22	42	27	25	13	21
FBgn0036868	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0036874	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036875	8	26	20	6	4	2	1	0	4	11	5	3
FBgn0036877	0	1	0	2	0	0	9	1	3	3	0	0
FBgn0036878	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036879	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036880	0	0	0	1	1	0	3	0	0	0	0	0
FBgn0036881	40	31	26	12	9	3	3	0	1	1	0	3
FBgn0036882	0	22.615	0	16	9.982	13	12	18	6	5	11	11
FBgn0036886	270	315	508	164	142	145	213	199	276	122	132	147
FBgn0036887	592	643	792	191	183	194	183	173	240	123	108	136
FBgn0036888	1963	1928	2392	838	818	849	1605.024	2367.036	1900.001	1058	1096	1066
FBgn0036889	61	59	93	27	37	24	84	72	93	39	34	56
FBgn0036890	0	0	3	4	1	4	3	3	4	0	0	1
FBgn0036891	134.014	180.919	159.479	53.96	43.521	59.087	12	16	14	15	12	28
FBgn0036892	787.986	779.083	803.568	278.04	292.479	241.913	826	796	955	360	340	289
FBgn0036893	304	310	386	85	113	90	152	153	204	68	56	61
FBgn0036895	3	8	5	2	0	1	6	0	0	0	0	0
FBgn0036896	211	189	193.999	154	162	137	185.002	274	246	155	215	184
FBgn0036897	208	212	216	63	43	55	154	202	186	74	68.001	85
FBgn0036899	0	1	0	0	0	0	4	0	0	0	0	0
FBgn0036900	181	232	229	66	102	70	105	177	154	75	88	87
FBgn0036906	122	105	145	48	37	53	57	45	53	31	38	21
FBgn0036908	862	1017	1220.396	393	401	366	323	187	295	193	168	185
FBgn0036909	113.001	139.63	193.897	33	62	32	70	44	61	45	47	41
FBgn0036910	5	11	2	6	1	3	8	10	20	11	14	12
FBgn0036911	172	191.999	270	89	81	102	260	197	247	115	111	129
FBgn0036913	642	749	694	342	346	297	1791.951	2609.853	2260.891	980.296	1154.217	989.362
FBgn0036915	222	286	313	153	139	116	246	355	308	156	129	134
FBgn0036916	177	156	264	104	66	45	109	82	136	52	65	46
FBgn0036918	466	515	684	259	216	211	513.001	362	516.003	263	226	235
FBgn0036919	14094.031	14446	14831.69	3261	3234	2638	14318.958	12846	15757.117	3402	3316.05	2703
FBgn0036920	136	160	151	61	41	54	166	152	227	100	59	79
FBgn0036921	2078	2126.619	2429.612	712.364	762	711	1156	1316	1249	565	611.537	648
FBgn0036922	84	63	107	23	27	34	95	85	121	40	25	33
FBgn0036923	0	0	0	0	0	0	0	1	1	0	0	0
FBgn0036924	0	2	0	0	0	0	8	0	0	0	0	0
FBgn0036925	0	2	6	0	0	0	1	0	0	0	0	0
FBgn0036926	6.121	12.125	32.067	10.212	13.657	7.6	4	8	3.087	4	2	4.294
FBgn0036927	29	15	17	17	9	9	13	10	1	16	15	16
FBgn0036928	139	150	204	52	70	53	117	111	131	73	63	77
FBgn0036929	1331	1305	1581	381	390	393	651.003	614.88	629	327	398	353
FBgn0036931	3	1	13	4	2	3	11	11	10	1	2	2
FBgn0036932	362	385	472	169	217	207	278.002	281	346	231	185	205
FBgn0036934	106	153	144	33	43	40	39	32	43	13	24	12
FBgn0036935	0	0	0	0	0	0	0	2	0	0	0	0
FBgn0036936	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036937	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036938	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036939	0	1	1	0	0	0	31	0	8	5	3	2
FBgn0036940	0	2	0	0	1	0	5	1	6	1	1	0
FBgn0036941	0	3	2	4	0	2	2	2	4	0	0	2
FBgn0036942	129	132	163	9	7	20	103.999	138	167	52	49	79
FBgn0036945	136	128	142	50	56	76	115	105	148	73	65	57
FBgn0036947	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036948	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036949	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036950	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036951	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036952	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036953	0	0	0	0	0	0	31	14	24	0	0	0
FBgn0036956	4	2	8	0	0	1	10	0	11	0	2	0
FBgn0036958	442.001	396	441	161	209	177	331.001	421	485.001	200	241.001	180
FBgn0036959	56	47	39	18	12	19	302	272	323	156	163	219
FBgn0036962	4	2	0	0	0	0	1	0	0	0	0	0
FBgn0036964	281	295	379	113	119	110	223	189	242	92	112	110
FBgn0036967	485.001	492.003	482	156	172	154	400	399	450.001	176	191	167
FBgn0036973	99	96	109	50	66	44	118	111	138	26	36	50
FBgn0036974	1802	2128.514	2437.936	827.001	862.001	840.001	1919.394	1884.001	2147.001	774	873	676
FBgn0036975	421	647.485	690.067	217	258	266	282	263	270	82	72	82
FBgn0036977	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036978	0	0	0	0	0	0	0	2	0	0	0	0
FBgn0036979	1	0	0	0	1	0	1	0	0	0	0	2
FBgn0036980	560	519	496	292	384	389	283	347	344	266	353	341
FBgn0036984	8	23	16	2	4	1	790	781.002	908	293	306	285
FBgn0036985	8	2	3	0	4	0	6	9	4	8	1	1
FBgn0036986	0	0	0	0	0	0	8	11	7	1	0	1
FBgn0036987	179	195	232	97	62	76	152	117	179	89	64	69
FBgn0036988	203	209	281	96	128	127	356	430	396	146	172	157
FBgn0036990	148	190.002	309	69	86	78	113	120	164.615	77	76	54
FBgn0036991	113	76	95	39	74	56	111	107	148	64	62	31
FBgn0036992	2	5	9	5	1	5	8	1	0	4	0	3
FBgn0036993	82	115	133	40	39	42	81	55	124	51	32	33
FBgn0036994	105	109	125	51	57	43	91	139	138	78	82	97
FBgn0036995	0	1	0	0	1	0	0	0	1	0	0	0
FBgn0036996	3	0	1	0	0	5	67	0	0	0	0	0
FBgn0036997	2	7	4	1	1	5	4	7	18	3	2	3
FBgn0036998	169	205	240	73	68	76	219	200	295	95	94	76
FBgn0036999	720.414	712.399	782	160	125	105	1930	1828	2203	396	345	298
FBgn0037000	1703.586	2074.601	2410	668	744	596	6344.021	7313.021	8064.111	2577	2704	2449
FBgn0037001	2871.963	3036	3214	1134	1001	1032	4082	3821.019	4190.978	1296	1329	1324
FBgn0037005	312	401	262	144	146	157	3174.53	2704.069	3180	1000	986	935
FBgn0037007	1868	1695.653	1939	878	958	1034	912	1050	1040.004	746	946	810.001
FBgn0037008	277	350	322	91	67	67	75	75	101	42	52	51
FBgn0037009	373	351	521	227	214	231	325.441	249.802	401.061	198.141	182.532	178.919
FBgn0037011	392	402.023	493	222	226	232	380	306	425	149	210	140
FBgn0037012	53	45	47	85	122	147	89	129	85	56	86	119
FBgn0037013	0	0	0	0	0	0	16	15	1	10	10	13
FBgn0037014	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037015	0	0	0	0	0	3	0	0	0	0	0	0
FBgn0037016	239	324	350	106	90	98	80	131	124	45	32	44
FBgn0037017	129	132	158.529	43	49	41	47	34	56	21	24	24
FBgn0037018	185	160	233	72	79	75	223	128	220	57	87	107
FBgn0037019	377	368	364.992	145	171	145	315	271	353	110	101	131
FBgn0037020	367	486	525	224	297	313	207	148	222	82	130	142
FBgn0037021	309	377	308	127	170	121	285	482	352	139	178	102
FBgn0037022	463	463.001	518.004	143	180	172	580	466	603	190	203	171
FBgn0037023	0	1	1	0	0	0	0	0	0	0	0	0
FBgn0037024	1484	1608	1704	555	482	532	1487	1175.001	1429	576	670	625.281
FBgn0037025	1	0	4	0	0	0	11	4	5	2	0	1
FBgn0037026	575.001	536	602.001	228	219	199.001	467	545	591	248	263	222
FBgn0037027	1155	1150	1236	492.999	492	437	769	935	970	450	437	441
FBgn0037028	23	22	34	3	1	7	10	4	13	0	0	0
FBgn0037030	97	59.033	120	23	27	24	144.847	185.579	161.885	157.135	158.882	161.452
FBgn0037031	423	343	664	490	442	543	26	54	29	14	21	13
FBgn0037035	2	0	1	1	0	0	1	2	5	1	0	0
FBgn0037037	397.032	392.015	438.032	203.042	207.065	202.023	298	338	303.033	179	222	216
FBgn0037040	32	53	48	76	72	96	121	88	151	80	117	111
FBgn0037042	0	0	0	0	0	0	8.545	15.107	31.798	18.282	20.401	37.971
FBgn0037044	85	103	121	42	48	56	90	78	62	46	52	21
FBgn0037045	140	238	182	74	82	74	81	74	67	62	66	79
FBgn0037046	6	9	29	8	3	1	12	17	12	4	4	1
FBgn0037050	0	2	1	0	0	0	0	0	0	0	0	0
FBgn0037051	1290.022	1334	1767	711	677	596	849	1120.004	964	608	605	544
FBgn0037057	31	65	62	33	38	26	118	137	177	61	79	78
FBgn0037059	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0037060	166	250.001	315	85	81.001	45	171.999	120	220.999	103	65	64
FBgn0037061	74.916	94	120	57	48	46	68	47	97	54	54	34
FBgn0037063	792.003	866	959	400	398	460	613	566	631	351	352	375
FBgn0037064	6	3	4	1	0	0	11	2	1	0	0	1
FBgn0037065	14	13	18	4	0	4	10	0	0	4	0	1
FBgn0037067	0	1	0	2	0	2	2	8	4	0	0	0
FBgn0037068	2	4	4	1	4	2	0	0	0	0	0	0
FBgn0037069	0	2	2	0	0	0	0	0	0	0	0	0
FBgn0037070	219.001	254	294	105	138	89	209	163	183	61	71	68
FBgn0037071	116	117.019	148	75	54	31	124	124	191	34	88	59.325
FBgn0037073	1036.763	1120.322	1474.188	609.474	622.847	591.051	937	1056	930	633	719	531
FBgn0037074	3290.237	3188.679	3034.812	2071.527	2783.152	2792.949	3106	4950	4691	3231	3888	3863
FBgn0037076	229	254	219	53	33	61	438	414	550	100	84	62
FBgn0037078	0	0	2	1	1	0	18	4	6	2	7	1
FBgn0037081	442.891	511.356	534.743	294.818	298.586	250.33	490.236	544.501	602.787	342.258	290.788	244.688
FBgn0037082	75	65	82	42	35	43	40.115	63.037	61.781	48.215	26.894	36.055
FBgn0037084	356	385	491	167	129.001	166	221	218	223	131	167	170
FBgn0037085	4	1	5	2	3	0	0	0	0	0	0	0
FBgn0037086	4	2	0	1	0	0	2	0	0	0	0	0
FBgn0037087	143	177	262	82	56	60	137	135	152	111	101	78
FBgn0037090	80	67	104	32	41	23	16	55	28	29	31	19
FBgn0037092	458.321	498.981	473.519	186.117	236.771	236.636	721.813	641.288	805.479	300.577	309.754	228.144
FBgn0037093	1190	1320	1316	428	521	384	980	1267.001	1234	579	579	477
FBgn0037094	1182	1187.001	1138	541	680.002	657.002	873	1381.001	1199.002	542.999	602.001	682.001
FBgn0037098	1104	1152	980	535	589	429	1192.002	1658.463	1612	620	677	539
FBgn0037099	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037100	0	0	0	0	0	0	0	0	5	0	0	0
FBgn0037101	0	0	0	0	0	1	6	0	0	0	0	2
FBgn0037102	373	391	433	147	145	148	240	210	267	94	120	85
FBgn0037105	238	253	286	131	126	82	173	169	175	89	82	111
