chromosome	geneName	geneId	transId	transLength	Ps	Pn	Ds	Dn	DoS	alphaMK
2L	CG13258	FBgn0032582	FBtr0305564	811	25	17	13	1	1.11022302462516e-16	-7.84
2L	CG13272	FBgn0086673	FBtr0080914	3336	76	98	43	30	0	-0.848245614035088
2L	CG13278	FBgn0032602	FBtr0080933	1487	62	16	32	6	-1.11022302462516e-16	-0.376344086021505
2L	CG13280	FBgn0032609	FBtr0080931	1624	61	20	20	17	-1.11022302462516e-16	0.61427193828351
2L	CG13282	FBgn0032612	FBtr0080929	1681	41	37	42	11	1.11022302462516e-16	-2.44567627494457
2L	CG13283	FBgn0032613	FBtr0080928	2123	54	67	47	50	5.55111512312578e-17	-0.166296296296296
2L	CG13284	FBgn0032614	FBtr0080927	1316	44	13	21	4	0	-0.551136363636364
2L	CG13384	FBgn0032036	FBtr0079655	2430	58	11	22	3	0	-0.390804597701149
2L	CG13385	FBgn0032039	FBtr0079660	1238	59	48	19	32	0	0.516949152542373
2L	CG13386	FBgn0032040	FBtr0079661	984	48	41	13	13	0	0.145833333333333
2L	CG13390	FBgn0032031	FBtr0079723	1230	56	22	12	6	0	0.214285714285714
2L	CG13392	FBgn0032033	FBtr0079720	754	17	10	10	7	-1.11022302462516e-16	0.159663865546218
2L	CG13397	FBgn0014417	FBtr0079711	2741	112	88	37	18	0	-0.615079365079365
2L	CG13398	FBgn0032042	FBtr0079710	2774	67	24	21	4	0	-0.880597014925373
2L	CG13689	FBgn0031270	FBtr0078071	683	12	17	4	6	1.11022302462516e-16	0.0555555555555555
2L	CG13690	FBgn0031252	FBtr0078090	1219	26	17	18	9	0	-0.307692307692308
2L	CG13692	FBgn0031254	FBtr0078057	665	14	9	15	3	0	-2.21428571428571
2L	CG13693	FBgn0031235	FBtr0078126	1660	12	6	29	1	0	-13.5
2L	CG13694	FBgn0031219	FBtr0078160	1124	4	10	12	21	0	-0.428571428571429
2L	CG13766	FBgn0031834	FBtr0079330	1819	53	16	18	12	-1.11022302462516e-16	0.547169811320755
2L	CG13771	FBgn0031844	FBtr0079323	1427	25	13	22	13	0	0.12
2L	CG13773	FBgn0042092	FBtr0079372	1081	49	16	12	6	5.55111512312578e-17	0.346938775510204
2L	CG13775	FBgn0031874	FBtr0079363	1945	83	56	30	10	0	-1.02409638554217
2L	CG13784	FBgn0031897	FBtr0330199	3749	122	75	35	9	-5.55111512312578e-17	-1.39071038251366
2L	CG13786	FBgn0031900	FBtr0333353	2185	91	88	36	25	0	-0.392527472527473
2L	CG13793	FBgn0031935	FBtr0302518	1927	83	56	31	64	1.11022302462516e-16	0.673192771084337
2L	CG13794	FBgn0031936	FBtr0079507	2027	88	74	32	44	0	0.388429752066116
2L	CG13795	FBgn0031937	FBtr0300709	2234	89	48	55	23	1.11022302462516e-16	-0.289692232535418
2L	CG13796	FBgn0031939	FBtr0079503	2765	78	53	26	5	1.11022302462516e-16	-2.53333333333333
2L	CG13946	FBgn0040725	FBtr0078004	406	21	23	6	5	1.11022302462516e-16	-0.314285714285714
2L	CG13947	FBgn0031277	FBtr0078005	483	23	9	14	6	0	0.0869565217391304
2L	CG13949	FBgn0031288	FBtr0078017	780	27	21	6	6	0	0.222222222222222
2L	CG13950	FBgn0031289	FBtr0078018	1073	47	19	10	2	0	-1.02127659574468
2L	CG13962	FBgn0032824	FBtr0081314	651	14	9	7	14	-1.11022302462516e-16	0.678571428571429
2L	CG13965	FBgn0032834	FBtr0081308	535	18	13	6	11	0	0.606060606060606
2L	CG13970	FBgn0032851	FBtr0089388	765	18	9	12	7	0	0.142857142857143
2L	CG13982	FBgn0031811	FBtr0079256	2643	60	43	26	2	0	-8.31666666666667
2L	CG13983	FBgn0031792	FBtr0079285	877	54	19	13	13	0	0.648148148148148
2L	CG13984	FBgn0260452	FBtr0079247	657	10	5	5	7	0	0.642857142857143
2L	CG13989	FBgn0031786	FBtr0079204	855	22	15	10	15	1.11022302462516e-16	0.545454545454545
2L	CG13991	FBgn0031785	FBtr0079202	5629	348	43	104	32	0	0.598419540229885
2L	CG13992	FBgn0031756	FBtr0079237	2313	113	110	22	31	0	0.309163574079361
2L	CG13993	FBgn0031776	FBtr0079191	595	8	2	11	2	0	-375
2L	CG13994	FBgn0031772	FBtr0079188	631	20	8	8	10	-1.11022302462516e-16	0.68
2L	CG13995	FBgn0031770	FBtr0079187	3379	87	13	22	2	5.55111512312578e-17	-0.64367816091954
2L	CG13998	FBgn0040949	FBtr0079241	331	17	9	4	4	0	0.470588235294118
2L	CG13999	FBgn0031753	FBtr0079150	1041	33	13	9	2	1.11022302462516e-16	-0.772727272727273
2L	CG14000	FBgn0031749	FBtr0079153	1363	59	20	34	21	0	0.451170298627926
2L	CG14005	FBgn0031739	FBtr0079160	1396	48	27	25	31	0	0.546370967741935
2L	CG14006	FBgn0031733	FBtr0079167	1591	36	31	49	86	5.55111512312578e-17	0.509366925064599
2L	CG14010	FBgn0031725	FBtr0302933	2988	51	29	11	5	0	-0.250980392156863
2L	CG14011	FBgn0031722	FBtr0079118	1482	55	39	12	17	1.11022302462516e-16	0.499465240641711
2L	CG14013	FBgn0031720	FBtr0079121	955	42	4	16	8	0	0.80952380952381
2L	CG14014	FBgn0031718	FBtr0114511	1127	67	11	13	2	0	-0.0671641791044775
2L	CG14015	FBgn0031716	FBtr0079126	2148	108	32	21	5	0	-0.244444444444444
2L	CG14017	FBgn0031721	FBtr0079104	1179	46	29	21	16	0	0.172554347826087
2L	CG14020	FBgn0031707	FBtr0329966	1213	73	33	15	1	5.55111512312578e-17	-5.78082191780822
2L	CG14024	FBgn0031697	FBtr0079082	1798	79	32	26	4	0	-1.63291139240506
2L	CG14034	FBgn0250847	FBtr0110802	1116	77	22	19	11	1.11022302462516e-16	0.506493506493507
2L	CG14036	FBgn0031677	FBtr0079029	438	8	2	7	13	0	0.865384615384615
2L	CG14040	FBgn0031676	FBtr0079009	1605	40	17	24	8	0	-275
2L	CG14042	FBgn0260451	FBtr0110983	2665	26	20	3	6	0	0.615384615384615
2L	CG14043	FBgn0031659	FBtr0078995	1986	78	25	50	13	1.11022302462516e-16	-0.232741617357002
2L	CG14044	FBgn0031650	FBtr0078990	1318	55	33	7	8	1.11022302462516e-16	475
2L	CG14069	FBgn0032315	FBtr0080175	379	14	20	6	3	0	-1.85714285714286
2L	CG14070	FBgn0032313	FBtr0080177	1082	42	13	20	7	0	0.115646258503401
2L	CG14071	FBgn0032312	FBtr0080178	659	14	9	5	5	0	0.357142857142857
2L	CG14072	FBgn0032318	FBtr0080145	521	16	14	6	9	1.11022302462516e-16	0.416666666666667
2L	CG1416	FBgn0032961	FBtr0085903	1644	15	8	22	12	0	0.0222222222222221
2L	CG1421	FBgn0032966	FBtr0085928	747	9	9	8	22	0	0.636363636363636
2L	CG14273	FBgn0032024	FBtr0079605	1061	27	42	20	30	1.66533453693773e-16	-0.037037037037037
2L	CG14274	FBgn0032023	FBtr0079604	1608	43	11	6	2	0	0.232558139534884
2L	CG14275	FBgn0032022	FBtr0079602	849	32	16	8	2	0	-1
2L	CG14277	FBgn0032008	FBtr0079595	679	30	5	12	7	0	0.714285714285714
2L	CG1428	FBgn0032967	FBtr0085929	2031	24	24	50	37	0	-0.351351351351351
2L	CG14339	FBgn0031301	FBtr0077954	3266	164	33	45	33	-1.11022302462516e-16	0.725609756097561
2L	CG14340	FBgn0031302	FBtr0077955	1030	42	30	14	6	0	-0.666666666666667
2L	CG14341	FBgn0031315	FBtr0077964	646	20	24	14	5	0	-2.36
2L	CG14346	FBgn0031337	FBtr0077926	860	27	6	13	16	1.11022302462516e-16	0.819444444444444
2L	CG14352	FBgn0031351	FBtr0077876	1030	41	18	14	30	0	0.795121951219512
2L	CG14397	FBgn0032914	FBtr0300444	533	2	4	7	1	0	-13
2L	CG14400	FBgn0032896	FBtr0081449	905	18	18	22	13	-5.55111512312578e-17	-0.692307692307692
2L	CG14401	FBgn0032900	FBtr0307163	1294	19	9	10	20	0	0.763157894736842
2L	CG14402	FBgn0032894	FBtr0081425	1688	19	5	19	9	0	0.444444444444444
2L	CG14535	FBgn0031955	FBtr0079564	5606	189	60	33	5	1.11022302462516e-16	-1.09523809523809
2L	CG14537	FBgn0031954	FBtr0079526	811	34	16	12	5	0	-0.129411764705882
2L	CG14538	FBgn0031943	FBtr0079484	713	36	17	7	6	0	0.449074074074074
2L	CG14913	FBgn0032331	FBtr0113035	1716	85	42	27	32	5.55111512312578e-17	0.583088235294118
2L	CG14915	FBgn0032335	FBtr0080193	506	19	20	8	1	-1.11022302462516e-16	-7.42105263157895
2L	CG14921	FBgn0032345	FBtr0080227	953	25	8	14	5	0	104
2L	CG14926	FBgn0032360	FBtr0080251	763	14	20	11	8	0	-0.964285714285714
2L	CG14929	FBgn0032365	FBtr0100456	1515	15	12	14	7	0	-0.6
2L	CG14930	FBgn0032366	FBtr0080245	866	28	21	17	49	0	0.739795918367347
2L	CG14931	FBgn0032374	FBtr0300370	912	23	13	10	11	0	0.486166007905138
2L	CG14932	FBgn0032375	FBtr0300384	808	15	14	14	55	0	0.762424242424242
2L	CG14937	FBgn0032377	FBtr0080264	1596	55	37	24	23	-1.11022302462516e-16	0.29802371541502
2L	CG14945	FBgn0032402	FBtr0080294	2486	52	19	33	9	0	-0.33974358974359
2L	CG14946	FBgn0032405	FBtr0302029	2524	49	12	12	1	1.11022302462516e-16	-1.93877551020408
2L	CG14947	FBgn0032406	FBtr0080297	1035	41	45	21	15	0	-0.536585365853659
2L	CG15136	FBgn0032625	FBtr0080954	747	12	11	10	17	-5.55111512312578e-17	0.46078431372549
2L	CG15140	FBgn0032631	FBtr0302408	1266	36	34	20	11	-5.55111512312578e-17	-0.717171717171717
2L	CG15141	FBgn0032635	FBtr0080979	1683	41	28	16	7	-1.11022302462516e-16	-0.560975609756098
2L	CG15142	FBgn0032645	FBtr0080995	773	23	16	9	19	0	0.670480549199085
2L	CG15143	FBgn0032647	FBtr0080993	3513	138	90	80	93	5.55111512312578e-17	0.438990182328191
2L	CG15144	FBgn0032648	FBtr0303652	3362	108	48	75	55	0	0.393939393939394
2L	CG15145	FBgn0032649	FBtr0080991	2787	71	62	88	90	-1.11022302462516e-16	0.146165884194053
2L	CG15147	FBgn0032654	FBtr0080988	636	11	5	8	5	0	0.272727272727273
2L	CG15152	FBgn0032665	FBtr0081034	674	7	4	9	3	0	-0.714285714285714
2L	CG15153	FBgn0032663	FBtr0081045	1317	35	32	17	6	0	-1.59047619047619
2L	CG15155	FBgn0032669	FBtr0081048	909	24	15	20	10	0	-0.25
2L	CG15160	FBgn0032688	FBtr0081070	4012	65	34	39	7	-1.11022302462516e-16	-1.91428571428571
2L	CG15161	FBgn0032692	FBtr0081078	1643	43	37	20	15	0	-0.147286821705426
2L	CG15167	FBgn0032709	FBtr0081101	450	7	11	9	3	5.55111512312578e-17	-3.71428571428571
2L	CG15169	FBgn0032734	FBtr0081136	1390	19	35	22	26	0	-0.558704453441295
2L	CG15170	FBgn0032733	FBtr0081184	1718	39	51	49	32	1.11022302462516e-16	-1.00240384615385
2L	CG15172	FBgn0032740	FBtr0081140	617	5	1	8	24	0	0.933333333333333
2L	CG15219	FBgn0040519	FBtr0306060	505	2	4	6	6	0	-1
2L	CG15253	FBgn0028948	FBtr0080782	942	28	25	9	4	0	-1.00892857142857
2L	CG15254	FBgn0028949	FBtr0080783	825	27	7	14	6	0	0.395061728395062
2L	CG15255	FBgn0028950	FBtr0080785	988	27	15	17	3	0	-2.14814814814815
2L	CG15256	FBgn0028880	FBtr0300847	784	15	7	6	5	0	0.44
2L	CG15258	FBgn0032563	FBtr0080743	707	39	9	13	11	0	0.727272727272727
2L	CG15260	FBgn0028850	FBtr0300846	814	35	30	10	50	0	0.828571428571429
2L	CG15262	FBgn0028852	FBtr0080733	1560	55	22	24	63	0	0.847619047619048
2L	CG15263	FBgn0028853	FBtr0080729	1048	56	56	19	4	0	-3.75
2L	CG15269	FBgn0028878	FBtr0080704	2122	103	49	42	11	0	-0.816416593115622
2L	CG15270	FBgn0028879	FBtr0080702	6072	199	74	46	15	0	-0.14036850921273
2L	CG15278	FBgn0032554	FBtr0305558	995	25	16	5	4	1.11022302462516e-16	0.2
2L	CG15279	FBgn0028886	FBtr0080685	2531	73	21	29	5	0	-0.668493150684931
2L	CG15282	FBgn0028855	FBtr0080656	563	7	6	6	2	5.55111512312578e-17	-1.57142857142857
2L	CG15283	FBgn0028844	FBtr0300837	641	21	21	5	3	0	-0.666666666666667
2L	CG15286	FBgn0028531	FBtr0080625	1841	63	33	33	61	1.11022302462516e-16	0.716627634660421
2L	CG15293	FBgn0028526	FBtr0080603	1180	32	43	22	34	0	0.130514705882353
2L	CG15356	FBgn0031377	FBtr0077869	4294	173	68	40	19	1.11022302462516e-16	0.17249771828415
2L	CG15357	FBgn0040719	FBtr0077871	485	13	11	8	9	0	0.247863247863248
2L	CG15358	FBgn0031373	FBtr0077892	1309	26	37	19	35	5.55111512312578e-17	0.227472527472527
2L	CG15362	FBgn0031378	FBtr0077814	813	16	5	12	7	1.11022302462516e-16	0.464285714285714
2L	CG15382	FBgn0031393	FBtr0077832	1038	20	12	10	5	0	-0.2
2L	CG15385	FBgn0031397	FBtr0077845	2635	71	22	34	5	0	-1.10704225352113
2L	CG15386	FBgn0040715	FBtr0077842	691	11	13	2	3	-1.11022302462516e-16	0.212121212121212
2L	CG15387	FBgn0031403	FBtr0113015	693	10	7	3	1	5.55111512312578e-17	-1.1
2L	CG15390	FBgn0031419	FBtr0077764	929	20	33	21	10	1.11022302462516e-16	-2465
2L	CG15395	FBgn0031440	FBtr0114513	1234	53	32	16	13	0	0.25689404934688
2L	CG15398	FBgn0031446	FBtr0300986	994	41	52	20	59	0	0.570070276973956
2L	CG15399	FBgn0031460	FBtr0077730	824	30	12	14	29	1.11022302462516e-16	0.806896551724138
2L	CG15400	FBgn0031463	FBtr0113017	1194	50	17	25	27	0	0.685185185185185
2L	CG15403	FBgn0031504	FBtr0077661	855	34	22	9	10	0	0.417647058823529
2L	CG15404	FBgn0031512	FBtr0077578	406	16	8	9	16	0	0.71875
2L	CG15406	FBgn0031517	FBtr0077580	1646	79	25	28	6	-5.55111512312578e-17	-0.476793248945148
2L	CG15408	FBgn0031523	FBtr0077587	1565	65	25	13	15	0	0.666666666666667
2L	CG15412	FBgn0031528	FBtr0332408	1889	136	24	26	4	0	-0.147058823529412
2L	CG15414	FBgn0031542	FBtr0077568	1402	73	31	18	2	5.55111512312578e-17	-2.82191780821918
2L	CG15418	FBgn0031554	FBtr0077556	508	19	5	4	3	0	0.649122807017544
2L	CG15422	FBgn0031579	FBtr0077505	687	13	8	3	1	0	-0.846153846153846
2L	CG15425	FBgn0031591	FBtr0077471	795	30	15	8	9	0	0.555555555555556
2L	CG15429	FBgn0031596	FBtr0077428	943	40	15	8	6	-1.11022302462516e-16	0.5
2L	CG15431	FBgn0031602	FBtr0077459	5748	187	105	53	16	-5.55111512312578e-17	-0.859959893048128
2L	CG15432	FBgn0031603	FBtr0077438	557	16	4	6	2	0	0.25
2L	CG15434	FBgn0040705	FBtr0077440	460	24	19	6	1	0	-3.75
2L	CG15435	FBgn0031608	FBtr0077441	1807	79	23	37	6	0	-0.795358649789029
2L	CG15436	FBgn0031610	FBtr0077442	1411	26	26	24	32	0	0.25
2L	CG15439	FBgn0031606	FBtr0077455	3335	167	56	55	12	0	-0.536926147704591
2L	CG15440	FBgn0031607	FBtr0077454	1224	46	12	17	4	0	-0.108695652173913
2L	CG15443	FBgn0031609	FBtr0077450	1278	47	53	20	21	0	-0.0739614994934144
2L	CG15475	FBgn0032867	FBtr0081381	1038	17	18	15	46	-1.11022302462516e-16	0.654731457800511
2L	CG15479	FBgn0032493	FBtr0080481	863	32	14	11	8	1.11022302462516e-16	0.3984375
2L	CG15480	FBgn0032489	FBtr0080482	656	20	14	9	5	0	-0.26
2L	CG15482	FBgn0032483	FBtr0080487	1042	44	34	27	16	1.11022302462516e-16	-0.303977272727273
2L	CG15483	FBgn0032457	FBtr0080402	1382	75	36	29	21	5.55111512312578e-17	0.337142857142857
2L	CG15484	FBgn0032452	FBtr0080406	913	27	26	13	23	0	0.455716586151369
2L	CG15485	FBgn0032442	FBtr0080412	2467	111	70	41	13	1.11022302462516e-16	-0.988911988911989
2L	CG15625	FBgn0031644	FBtr0077390	1222	57	20	15	9	-1.11022302462516e-16	0.415204678362573
2L	CG15626	FBgn0031635	FBtr0077412	2077	70	15	27	2	1.66533453693773e-16	-1.89285714285714
2L	CG15628	FBgn0031632	FBtr0077384	3544	44	6	5	1	0	0.318181818181818
2L	CG15629	FBgn0031630	FBtr0077383	1432	59	24	20	4	-1.11022302462516e-16	-1.03389830508475
2L	CG15630	FBgn0031627	FBtr0077418	2672	66	24	23	2	0	-3.18181818181818
2L	CG15631	FBgn0031626	FBtr0077419	1995	113	122	44	88	0	0.460176991150443
2L	CG15634	FBgn0031621	FBtr0077378	1446	48	24	21	8	0	-0.3125
2L	CG15635	FBgn0031617	FBtr0300354	3532	35	66	35	73	0	0.0958904109589042
2L	CG15638	FBgn0028943	FBtr0080516	488	10	13	6	1	0	-6.8
2L	CG15818	FBgn0031910	FBtr0079442	1321	41	19	16	17	-1.11022302462516e-16	0.563845050215208
2L	CG15824	FBgn0031292	FBtr0332181	6063	411	96	119	53	0	0.475554331359317
2L	CG15828	FBgn0032136	FBtr0303874	13330	836	215	179	83	1.11022302462516e-16	0.445365192828731
2L	CG15880	FBgn0031283	FBtr0078040	896	37	35	19	12	0	-0.497747747747748
2L	CG16704	FBgn0031558	FBtr0077550	335	18	11	7	6	-5.55111512312578e-17	0.287037037037037
2L	CG16712	FBgn0031561	FBtr0077546	359	12	3	3	6	0	875
2L	CG16713	FBgn0031560	FBtr0077547	325	14	10	3	5	0	0.571428571428571
2L	CG16743	FBgn0032322	FBtr0329948	1013	29	28	12	13	-2.22044604925031e-16	0.108753315649867
2L	CG16771	FBgn0032779	FBtr0081204	2455	38	37	44	15	0	-1.85614035087719
2L	CG16772	FBgn0032835	FBtr0081302	1095	31	39	31	15	5.55111512312578e-17	-1.6
2L	CG16798	FBgn0032856	FBtr0081371	2512	33	37	22	6	0	-3.11111111111111
2L	CG16800	FBgn0032462	FBtr0273445	1030	60	38	15	3	-1.11022302462516e-16	-2.16666666666667
2L	CG16812	FBgn0032488	FBtr0080445	1721	51	26	27	15	1.11022302462516e-16	0.0823529411764707
2L	CG16813	FBgn0032490	FBtr0080446	715	26	16	12	3	0	-1.46153846153846
2L	CG16815	FBgn0032491	FBtr0273448	718	31	27	19	6	0	-1.75806451612903
2L	CG16820	FBgn0032495	FBtr0080452	1574	45	18	12	3	0	-0.6
2L	CG16824	FBgn0040973	FBtr0113336	407	10	4	4	4	0	0.6
2L	CG16825	FBgn0032503	FBtr0080463	1888	46	4	15	20	0	0.934782608695652
2L	CG16826	FBgn0032505	FBtr0080464	1187	50	24	19	61	0	0.850491803278689
2L	CG16833	FBgn0026147	FBtr0300400	3947	106	41	52	24	0	0.161949685534591
2L	CG16848	FBgn0032522	FBtr0080501	1198	32	37	11	4	0	-2.1796875
2L	CG16852	FBgn0028942	FBtr0080507	835	32	37	18	28	0	0.256696428571429
2L	CG16853	FBgn0028941	FBtr0080508	1293	46	22	20	20	0	0.521739130434783
2L	CG16854	FBgn0032338	FBtr0304586	2755	126	45	46	10	1.11022302462516e-16	-0.642857142857143
2L	CG16857	FBgn0028482	FBtr0077425	2730	131	35	30	15	0	0.465648854961832
2L	CG16863	FBgn0028931	FBtr0110942	2184	83	80	30	42	0	0.311531841652324
2L	CG16865	FBgn0028919	FBtr0080540	915	30	13	20	3	0	-1.88888888888889
2L	CG16879	FBgn0028904	FBtr0331371	2223	84	62	31	24	0	0.0466269841269841
2L	CG16884	FBgn0028544	FBtr0080557	1413	51	8	4	2	0	0.686274509803922
2L	CG16886	FBgn0028938	FBtr0080560	2433	73	11	5	2	0	0.623287671232877
2L	CG16888	FBgn0032533	FBtr0080572	557	18	21	15	13	-5.55111512312578e-17	-0.346153846153846
2L	CG16890	FBgn0028932	FBtr0080575	831	35	31	8	5	0	-0.417142857142857
2L	CG16947	FBgn0031816	FBtr0079271	2252	54	29	13	21	1.11022302462516e-16	0.667548500881834
2L	CG16956	FBgn0032523	FBtr0080520	737	37	33	16	10	-1.11022302462516e-16	-0.427027027027027
2L	CG16957	FBgn0032519	FBtr0080523	825	21	23	10	30	0	0.634920634920635
2L	CG16964	FBgn0032385	FBtr0080282	589	16	26	13	6	0	-2.52083333333333
2L	CG16965	FBgn0032387	FBtr0310149	2300	113	111	51	34	0	-0.473451327433628
2L	CG16972	FBgn0032481	FBtr0080488	5882	127	109	129	94	0	-0.177835483330541
2L	CG16974	FBgn0032479	FBtr0080489	4365	106	85	78	24	0	-1.6061320754717
2L	CG16978	FBgn0040972	FBtr0307212	409	13	19	8	9	0	-0.299145299145299
2L	CG16995	FBgn0031412	FBtr0077758	721	20	25	2	3	1.11022302462516e-16	0.166666666666667
2L	CG17005	FBgn0032109	FBtr0273186	1917	110	23	26	11	0	0.505785123966942
2L	CG17010	FBgn0032424	FBtr0080354	1413	66	34	25	21	0	0.386724386724387
2L	CG17036	FBgn0032449	FBtr0080408	1663	69	31	22	14	0	0.293995859213251
2L	CG17075	FBgn0031239	FBtr0078142	4040	52	35	61	18	1.11022302462516e-16	-1.28098290598291
2L	CG17078	FBgn0086855	FBtr0300804	2110	28	11	37	13	0	-0.118131868131868
2L	CG17097	FBgn0032275	FBtr0080101	3392	150	133	62	88	-5.55111512312578e-17	0.37530303030303
2L	CG17098	FBgn0032276	FBtr0080103	2737	51	32	33	65	0	0.681447963800905
2L	CG17104	FBgn0040496	FBtr0080105	1763	72	82	27	26	-1.11022302462516e-16	-0.182692307692308
2L	CG17105	FBgn0032280	FBtr0080106	434	13	17	6	4	-1.11022302462516e-16	-0.961538461538462
2L	CG17107	FBgn0032281	FBtr0080107	418	12	14	5	1	-1.11022302462516e-16	-4.83333333333333
2L	CG17108	FBgn0032285	FBtr0080127	1164	41	41	34	10	0	-2.4
2L	CG17134	FBgn0032304	FBtr0080140	1263	77	33	43	13	0	-0.417582417582418
2L	CG17139	FBgn0260454	FBtr0100836	2398	45	31	26	28	0	0.36031746031746
2L	CG17140	FBgn0260453	FBtr0100837	2398	55	21	17	14	-5.55111512312578e-17	0.536363636363636
2L	CG17211	FBgn0032414	FBtr0080336	5159	212	137	59	28	-5.55111512312578e-17	-0.361691374663073
2L	CG17217	FBgn0032419	FBtr0080341	626	35	21	10	6	0	0
2L	CG17219	FBgn0031494	FBtr0077650	1253	30	37	16	9	0	-1.19259259259259
2L	CG17221	FBgn0031500	FBtr0077655	1409	42	32	32	9	5.55111512312578e-17	-1.70899470899471
2L	CG17224	FBgn0031489	FBtr0077671	1520	42	26	18	8	0	-0.392857142857143
2L	CG17234	FBgn0042187	FBtr0077753	808	21	41	16	34	0	0.0812324929971989
2L	CG17237	FBgn0031410	FBtr0077801	914	27	20	8	12	0	0.506172839506173
2L	CG17239	FBgn0042186	FBtr0077805	770	33	26	16	30	0	0.57979797979798
2L	CG17242	FBgn0250841	FBtr0077803	842	55	23	13	17	-1.11022302462516e-16	0.680213903743315
2L	CG17258	FBgn0031496	FBtr0300814	2863	82	66	76	20	-1.11022302462516e-16	-2.05853658536585
2L	CG17259	FBgn0031497	FBtr0077667	1911	49	15	30	1	0	-8.18367346938776
2L	CG17260	FBgn0031498	FBtr0077653	1383	32	22	25	3	0	-4.72916666666667
2L	CG17261	FBgn0031501	FBtr0077656	598	21	11	6	30	0	0.895238095238095
2L	CG17264	FBgn0031490	FBtr0077647	2734	75	67	39	23	0	-0.514782608695652
2L	CG17265	FBgn0031488	FBtr0077646	3261	71	39	21	4	-5.55111512312578e-17	-1.88380281690141
2L	CG17294	FBgn0032032	FBtr0079651	1012	32	15	10	3	5.55111512312578e-17	-0.5625
2L	CG17321	FBgn0032719	FBtr0081110	2065	20	7	12	3	-1.11022302462516e-16	-0.4
2L	CG17322	FBgn0027070	FBtr0081105	1807	43	44	42	20	1.66533453693773e-16	-1.14883720930233
2L	CG17324	FBgn0027074	FBtr0300818	1680	53	62	31	10	0	-2.62641509433962
2L	CG17329	FBgn0028896	FBtr0080827	665	17	11	17	20	5.55111512312578e-17	0.45
2L	CG17331	FBgn0032596	FBtr0080936	774	16	7	9	3	0	-0.3125
2L	CG17341	FBgn0028906	FBtr0305557	4029	84	19	34	37	0	0.792149292149292
2L	CG17343	FBgn0032751	FBtr0081151	571	5	2	6	2	-1.11022302462516e-16	-0.2
2L	CG17344	FBgn0032755	FBtr0081152	803	14	23	10	15	-1.11022302462516e-16	-0.0952380952380951
2L	CG17349	FBgn0032771	FBtr0081198	1147	29	1	17	1	0	0.413793103448276
2L	CG17350	FBgn0032772	FBtr0081199	1115	24	28	11	4	-1.11022302462516e-16	-2.20833333333333
2L	CG17375	FBgn0031861	FBtr0300821	981	55	5	15	3	0	0.545454545454545
2L	CG17377	FBgn0031859	FBtr0309815	1239	19	10	7	7	5.55111512312578e-17	0.473684210526316
2L	CG17378	FBgn0031858	FBtr0079336	3135	105	48	32	6	0	-1.43809523809524
2L	CG17470	FBgn0032869	FBtr0081406	939	7	1	21	11	0	0.727272727272727
2L	CG17472	FBgn0032868	FBtr0081382	582	6	8	19	44	0	0.424242424242424
2L	CG17544	FBgn0032775	FBtr0081216	2549	76	20	37	6	0	-0.622807017543859
2L	CG17549	FBgn0032774	FBtr0081221	1054	20	9	19	4	1.11022302462516e-16	-1.1375
2L	CG17564	FBgn0032768	FBtr0081225	1305	36	9	9	4	0	0.4375
2L	CG17568	FBgn0032763	FBtr0081233	1839	45	27	35	21	0	0
2L	CG17570	FBgn0260000	FBtr0081375	1006	3	11	3	6	1.11022302462516e-16	-0.833333333333333
2L	CG17571	FBgn0259998	FBtr0081376	965	15	4	12	11	-5.55111512312578e-17	0.709090909090909
2L	CG17572	FBgn0032753	FBtr0081173	1344	30	12	12	6	0	0.2
2L	CG17593	FBgn0031544	FBtr0077525	1674	75	22	18	1	0	-4.28
2L	CG17597	FBgn0032715	FBtr0081121	1354	36	7	13	4	1.11022302462516e-16	0.368055555555556
2L	CG17612	FBgn0031597	FBtr0077463	1961	73	60	30	58	0	0.574870099196977
2L	CG17633	FBgn0032144	FBtr0079868	1350	85	11	17	9	0	0.755555555555556
2L	CG17646	FBgn0264494	FBtr0077885	2999	140	39	23	12	0	0.466071428571429
2L	CG17648	FBgn0031364	FBtr0077887	541	25	14	7	4	0	0.0199999999999999
2L	CG17650	FBgn0031365	FBtr0077901	534	9	5	5	29	1.11022302462516e-16	0.904214559386973
2L	CG17652	FBgn0031361	FBtr0077904	873	32	22	15	2	0	-4.15625
2L	CG17660	FBgn0031356	FBtr0077912	2357	87	18	22	6	-1.11022302462516e-16	0.241379310344828
2L	CG17681	FBgn0032668	FBtr0081038	1282	39	41	20	7	0	-2.003663003663
2L	CG17715	FBgn0041004	FBtr0111245	1624	5	0	13	2	NA	1
2L	CG17768	FBgn0032240	FBtr0100253	1578	11	6	7	1	0	-2.81818181818182
2L	CG17834	FBgn0028394	FBtr0079686	2034	56	19	25	2	0	-3.24107142857143
2L	CG17840	FBgn0031611	FBtr0077443	2729	120	25	34	1	0	-6.08333333333333
2L	CG17855	FBgn0032124	FBtr0079830	1733	68	48	17	2	1.11022302462516e-16	-5
2L	CG17904	FBgn0032597	FBtr0080891	1075	34	9	33	6	5.55111512312578e-17	-0.455882352941176
2L	CG17906	FBgn0032086	FBtr0079762	971	40	42	17	5	0	-2.57
2L	CG17912	FBgn0032600	FBtr0329945	6091	43	19	32	8	0	-0.767441860465116
